order_id,customer_id,sku_id,order_date,due_date,demand_qty,priority,penalty_cost_late,scenario
SO00067,CUST0039,SKU0003,2025-03-12,2025-03-28,56,Std,6.17,before
SO00068,CUST0037,SKU0010,2025-06-16,2025-06-23,206,Expedite,16.32,before
SO00069,CUST0012,SKU0020,2025-01-10,2025-01-29,66,Std,19.37,before
SO00070,CUST0001,SKU0030,2025-02-18,2025-02-27,45,Std,11.67,before
SO00071,CUST0008,SKU0009,2025-01-06,2025-01-22,148,Std,11.21,before
SO00072,CUST0022,SKU0026,2025-04-12,2025-04-25,122,Std,15.08,before
SO00073,CUST0012,SKU0026,2025-06-08,2025-06-24,148,Expedite,24.62,before
SO00074,CUST0009,SKU0020,2025-02-22,2025-03-13,157,Std,15.92,before
SO00075,CUST0017,SKU0018,2025-02-13,2025-02-28,165,Launch,18.45,before
SO00076,CUST0037,SKU0006,2025-05-16,2025-05-31,88,Launch,9.12,before
SO00077,CUST0033,SKU0010,2025-05-16,2025-05-29,289,Std,15.32,before
SO00078,CUST0001,SKU0008,2025-01-19,2025-01-31,73,Std,18.78,before
SO00079,CUST0019,SKU0013,2025-03-09,2025-04-06,110,Expedite,11.28,before
SO00080,CUST0039,SKU0003,2025-03-17,2025-03-31,53,Std,15.57,before
SO00081,CUST0036,SKU0030,2025-05-07,2025-05-20,153,Std,5.0,before
SO00082,CUST0006,SKU0005,2025-05-03,2025-05-18,45,Std,11.21,before
SO00083,CUST0029,SKU0002,2025-05-31,2025-06-15,123,Std,17.79,before
SO00084,CUST0008,SKU0006,2025-01-23,2025-02-08,57,Std,19.02,before
SO00085,CUST0026,SKU0014,2025-06-03,2025-06-12,66,Std,18.01,before
SO00086,CUST0019,SKU0027,2025-05-26,2025-06-16,83,Std,9.74,before
SO00087,CUST0024,SKU0030,2025-01-16,2025-02-02,63,Std,6.81,before
SO00088,CUST0025,SKU0003,2025-04-14,2025-04-24,114,Std,13.99,before
SO00089,CUST0013,SKU0023,2025-03-01,2025-03-15,73,Std,6.23,before
SO00090,CUST0017,SKU0029,2025-06-27,2025-07-19,55,Expedite,16.75,before
SO00091,CUST0021,SKU0009,2025-06-21,2025-07-10,138,Std,9.03,before
SO00092,CUST0014,SKU0024,2025-06-15,2025-06-28,165,Std,19.86,before
SO00093,CUST0030,SKU0013,2025-04-04,2025-04-27,577,Std,8.05,before
SO00094,CUST0038,SKU0013,2025-01-05,2025-01-18,94,Std,8.15,before
SO00095,CUST0011,SKU0028,2025-01-19,2025-02-03,24,Std,16.07,before
SO00096,CUST0002,SKU0021,2025-03-02,2025-03-19,113,Std,11.46,before
SO00097,CUST0025,SKU0004,2025-01-30,2025-02-13,52,Std,7.65,before
SO00098,CUST0004,SKU0002,2025-05-30,2025-06-15,54,Std,10.61,before
SO00099,CUST0007,SKU0026,2025-06-06,2025-06-27,57,Std,5.0,before
SO00100,CUST0006,SKU0023,2025-03-02,2025-03-14,145,Expedite,12.94,before
SO00101,CUST0016,SKU0016,2025-01-16,2025-01-31,96,Std,20.65,before
SO00102,CUST0032,SKU0018,2025-01-13,2025-02-02,133,Std,7.7,before
SO00103,CUST0017,SKU0005,2025-03-10,2025-03-31,68,Std,7.17,before
SO00104,CUST0026,SKU0015,2025-01-21,2025-01-28,43,Std,12.03,before
SO00105,CUST0008,SKU0022,2025-05-26,2025-06-11,65,Std,12.65,before
SO00106,CUST0029,SKU0012,2025-04-20,2025-05-09,280,Std,15.99,before
SO00107,CUST0036,SKU0025,2025-05-15,2025-05-22,303,Std,5.0,before
SO00108,CUST0028,SKU0025,2025-05-04,2025-05-30,106,Std,5.0,before
SO00109,CUST0038,SKU0030,2025-03-14,2025-03-28,103,Std,15.34,before
SO00110,CUST0022,SKU0003,2025-01-29,2025-02-08,20,Std,12.42,before
SO00111,CUST0005,SKU0017,2025-04-13,2025-04-28,128,Std,15.59,before
SO00112,CUST0017,SKU0020,2025-04-19,2025-05-09,53,Std,12.39,before
SO00113,CUST0029,SKU0009,2025-02-14,2025-02-27,102,Expedite,6.65,before
SO00114,CUST0034,SKU0027,2025-03-14,2025-03-28,149,Std,11.9,before
SO00115,CUST0016,SKU0006,2025-02-03,2025-02-18,48,Std,14.02,before
SO00116,CUST0016,SKU0028,2025-04-29,2025-05-22,95,Std,13.12,before
SO00117,CUST0028,SKU0001,2025-04-03,2025-04-22,213,Std,12.76,before
SO00118,CUST0020,SKU0026,2025-06-12,2025-07-09,93,Std,11.91,before
SO00119,CUST0020,SKU0011,2025-03-31,2025-04-14,161,Std,11.21,before
SO00120,CUST0005,SKU0013,2025-05-01,2025-06-02,20,Std,10.99,before
SO00121,CUST0008,SKU0006,2025-02-27,2025-03-16,58,Expedite,9.73,before
SO00122,CUST0010,SKU0025,2025-03-18,2025-04-08,262,Std,14.86,before
SO00123,CUST0024,SKU0014,2025-04-03,2025-04-10,68,Expedite,13.82,before
SO00124,CUST0010,SKU0029,2025-04-28,2025-05-18,65,Std,11.36,before
SO00125,CUST0023,SKU0009,2025-06-27,2025-07-17,152,Launch,25.13,before
SO00126,CUST0034,SKU0008,2025-01-27,2025-02-14,21,Std,15.46,before
SO00127,CUST0031,SKU0007,2025-03-03,2025-03-25,82,Std,9.3,before
SO00128,CUST0005,SKU0021,2025-03-20,2025-04-04,110,Expedite,8.28,before
SO00129,CUST0037,SKU0024,2025-02-05,2025-02-26,100,Std,16.08,before
SO00130,CUST0025,SKU0021,2025-03-04,2025-03-27,52,Std,18.89,before
SO00131,CUST0031,SKU0004,2025-01-29,2025-02-22,243,Std,9.62,before
SO00132,CUST0007,SKU0007,2025-05-13,2025-06-02,122,Std,6.73,before
SO00133,CUST0015,SKU0024,2025-01-14,2025-02-01,102,Std,12.09,before
SO00134,CUST0023,SKU0009,2025-02-02,2025-03-01,158,Std,9.96,before
SO00135,CUST0013,SKU0009,2025-03-14,2025-04-05,287,Std,20.03,before
SO00136,CUST0019,SKU0025,2025-05-20,2025-06-13,222,Std,12.3,before
SO00137,CUST0012,SKU0016,2025-06-13,2025-07-14,40,Launch,12.56,before
SO00138,CUST0021,SKU0003,2025-05-08,2025-05-29,80,Std,14.41,before
SO00139,CUST0007,SKU0009,2025-02-09,2025-02-28,171,Launch,23.49,before
SO00140,CUST0038,SKU0001,2025-05-24,2025-06-14,66,Launch,23.1,before
SO00141,CUST0014,SKU0006,2025-02-14,2025-03-01,136,Std,10.1,before
SO00142,CUST0018,SKU0013,2025-01-19,2025-02-16,336,Std,7.79,before
SO00143,CUST0040,SKU0023,2025-06-15,2025-07-06,93,Std,8.59,before
SO00144,CUST0004,SKU0025,2025-01-13,2025-01-30,93,Std,11.02,before
SO00145,CUST0010,SKU0005,2025-01-02,2025-01-23,56,Std,13.91,before
SO00146,CUST0035,SKU0027,2025-02-15,2025-02-22,44,Std,25.55,before
SO00147,CUST0031,SKU0016,2025-01-18,2025-02-07,65,Std,16.26,before
SO00148,CUST0016,SKU0023,2025-05-07,2025-05-25,90,Expedite,11.77,before
SO00149,CUST0024,SKU0011,2025-02-05,2025-02-15,100,Std,11.2,before
SO00150,CUST0024,SKU0028,2025-02-04,2025-02-19,64,Launch,9.64,before
SO00151,CUST0007,SKU0016,2025-05-27,2025-06-22,99,Std,18.25,before
SO00152,CUST0034,SKU0020,2025-02-25,2025-03-24,82,Std,12.71,before
SO00153,CUST0029,SKU0007,2025-06-21,2025-06-28,93,Launch,17.97,before
SO00154,CUST0033,SKU0024,2025-06-24,2025-07-13,122,Std,19.1,before
SO00155,CUST0009,SKU0018,2025-02-05,2025-02-18,116,Std,11.26,before
SO00156,CUST0021,SKU0028,2025-05-12,2025-05-20,68,Std,14.94,before
SO00157,CUST0023,SKU0009,2025-01-31,2025-02-18,239,Expedite,7.33,before
SO00158,CUST0001,SKU0009,2025-05-24,2025-06-07,366,Std,16.1,before
SO00159,CUST0021,SKU0011,2025-04-23,2025-05-07,44,Std,13.93,before
SO00160,CUST0027,SKU0030,2025-02-05,2025-02-22,55,Std,27.86,before
SO00161,CUST0005,SKU0006,2025-06-21,2025-07-02,81,Std,10.6,before
SO00162,CUST0033,SKU0018,2025-02-15,2025-02-24,79,Std,17.81,before
SO00163,CUST0004,SKU0028,2025-06-11,2025-07-04,41,Std,11.05,before
SO00164,CUST0014,SKU0007,2025-03-23,2025-04-11,44,Launch,29.07,before
SO00165,CUST0029,SKU0012,2025-02-17,2025-03-04,137,Std,13.71,before
SO00166,CUST0036,SKU0026,2025-03-23,2025-04-10,49,Std,11.63,before
SO00167,CUST0020,SKU0003,2025-02-15,2025-02-22,106,Expedite,12.99,before
SO00168,CUST0027,SKU0018,2025-04-10,2025-04-24,263,Std,9.97,before
SO00169,CUST0026,SKU0015,2025-02-02,2025-02-26,149,Std,10.75,before
SO00170,CUST0016,SKU0021,2025-05-31,2025-06-22,185,Std,8.55,before
SO00171,CUST0032,SKU0029,2025-03-10,2025-03-28,213,Std,13.64,before
SO00172,CUST0001,SKU0030,2025-02-10,2025-03-10,127,Std,18.27,before
SO00173,CUST0006,SKU0019,2025-05-17,2025-06-10,194,Expedite,15.1,before
SO00174,CUST0012,SKU0003,2025-04-23,2025-05-03,69,Std,9.58,before
SO00175,CUST0003,SKU0029,2025-05-05,2025-05-24,122,Std,6.87,before
SO00176,CUST0018,SKU0010,2025-04-05,2025-04-27,133,Std,26.29,before
SO00177,CUST0011,SKU0006,2025-03-01,2025-03-15,115,Std,9.63,before
SO00178,CUST0024,SKU0030,2025-05-02,2025-05-24,85,Std,5.44,before
SO00179,CUST0001,SKU0005,2025-01-05,2025-01-14,36,Std,77.9,before
SO00180,CUST0003,SKU0007,2025-03-18,2025-04-12,38,Std,13.68,before
SO00181,CUST0006,SKU0002,2025-03-02,2025-03-14,123,Std,15.38,before
SO00182,CUST0038,SKU0020,2025-01-19,2025-02-03,73,Std,13.94,before
SO00183,CUST0018,SKU0002,2025-02-17,2025-03-06,483,Expedite,11.47,before
SO00184,CUST0030,SKU0016,2025-03-18,2025-04-07,213,Std,12.89,before
SO00185,CUST0031,SKU0025,2025-04-23,2025-04-30,58,Std,13.2,before
SO00186,CUST0036,SKU0007,2025-06-24,2025-07-16,69,Std,14.46,before
SO00187,CUST0026,SKU0024,2025-03-05,2025-03-25,125,Std,7.34,before
SO00188,CUST0038,SKU0027,2025-04-30,2025-05-21,69,Std,11.38,before
SO00189,CUST0032,SKU0001,2025-05-02,2025-05-21,49,Std,22.81,before
SO00190,CUST0031,SKU0013,2025-04-24,2025-05-01,102,Std,19.87,before
SO00191,CUST0035,SKU0029,2025-04-03,2025-04-23,194,Std,18.65,before
SO00192,CUST0006,SKU0013,2025-02-19,2025-03-12,88,Std,18.27,before
SO00193,CUST0006,SKU0018,2025-01-18,2025-02-01,29,Std,23.37,before
SO00194,CUST0030,SKU0009,2025-03-14,2025-03-25,77,Launch,12.7,before
SO00195,CUST0032,SKU0006,2025-04-10,2025-04-17,54,Std,18.92,before
SO00196,CUST0006,SKU0021,2025-06-29,2025-07-06,107,Std,9.7,before
SO00197,CUST0013,SKU0020,2025-06-28,2025-07-08,60,Std,9.3,before
SO00198,CUST0035,SKU0027,2025-06-22,2025-07-11,65,Expedite,10.79,before
SO00199,CUST0017,SKU0015,2025-03-27,2025-04-09,137,Std,12.89,before
SO00200,CUST0004,SKU0019,2025-06-10,2025-06-27,39,Expedite,11.43,before
SO00201,CUST0015,SKU0006,2025-05-21,2025-06-07,47,Std,13.09,before
SO00202,CUST0038,SKU0015,2025-04-28,2025-05-19,145,Std,19.12,before
SO00203,CUST0027,SKU0008,2025-06-12,2025-06-29,54,Expedite,18.46,before
SO00204,CUST0013,SKU0013,2025-03-02,2025-03-09,210,Std,19.73,before
SO00205,CUST0004,SKU0008,2025-03-14,2025-03-27,74,Std,10.9,before
SO00206,CUST0016,SKU0013,2025-03-10,2025-04-06,95,Std,11.83,before
SO00207,CUST0022,SKU0020,2025-04-08,2025-05-01,239,Std,13.13,before
SO00208,CUST0031,SKU0020,2025-01-21,2025-02-02,69,Std,41.77,before
SO00209,CUST0002,SKU0026,2025-02-25,2025-03-21,51,Std,11.1,before
SO00210,CUST0012,SKU0017,2025-02-08,2025-02-20,74,Expedite,7.13,before
SO00211,CUST0034,SKU0007,2025-05-23,2025-06-09,41,Std,14.78,before
SO00212,CUST0016,SKU0011,2025-05-02,2025-05-15,216,Std,7.95,before
SO00213,CUST0027,SKU0026,2025-03-06,2025-03-23,118,Std,12.91,before
SO00214,CUST0027,SKU0022,2025-02-15,2025-03-08,207,Std,15.62,before
SO00215,CUST0036,SKU0027,2025-05-14,2025-06-04,112,Expedite,14.01,before
SO00216,CUST0028,SKU0022,2025-01-31,2025-02-19,54,Std,9.61,before
SO00217,CUST0002,SKU0004,2025-05-07,2025-05-28,138,Std,16.2,before
SO00218,CUST0013,SKU0010,2025-04-23,2025-05-05,186,Std,10.44,before
SO00219,CUST0022,SKU0025,2025-02-08,2025-02-25,160,Expedite,8.51,before
SO00220,CUST0037,SKU0016,2025-05-15,2025-05-30,90,Expedite,10.69,before
SO00221,CUST0018,SKU0008,2025-03-06,2025-03-13,156,Std,14.58,before
SO00222,CUST0037,SKU0019,2025-01-09,2025-01-23,66,Std,18.9,before
SO00223,CUST0010,SKU0005,2025-05-01,2025-05-26,35,Std,10.88,before
SO00224,CUST0037,SKU0027,2025-04-12,2025-04-24,313,Std,11.31,before
SO00225,CUST0002,SKU0019,2025-03-21,2025-04-07,150,Std,8.53,before
SO00226,CUST0024,SKU0020,2025-01-27,2025-02-21,36,Std,13.34,before
SO00227,CUST0030,SKU0028,2025-04-28,2025-05-20,80,Launch,16.37,before
SO00228,CUST0004,SKU0021,2025-06-26,2025-07-13,45,Std,9.86,before
SO00229,CUST0038,SKU0026,2025-06-04,2025-06-23,252,Std,6.95,before
SO00230,CUST0031,SKU0019,2025-02-12,2025-03-04,41,Std,8.14,before
SO00231,CUST0014,SKU0015,2025-06-28,2025-07-13,100,Std,24.33,before
SO00232,CUST0010,SKU0020,2025-03-05,2025-03-25,61,Launch,10.58,before
SO00233,CUST0040,SKU0030,2025-05-26,2025-06-12,36,Std,20.0,before
SO00234,CUST0021,SKU0021,2025-06-05,2025-06-17,47,Std,7.94,before
SO00235,CUST0009,SKU0013,2025-06-05,2025-06-25,87,Std,9.41,before
SO00236,CUST0023,SKU0023,2025-01-16,2025-02-09,134,Std,12.96,before
SO00237,CUST0023,SKU0030,2025-03-04,2025-03-23,497,Expedite,11.39,before
SO00238,CUST0016,SKU0003,2025-05-10,2025-05-30,94,Std,15.52,before
SO00239,CUST0038,SKU0015,2025-03-05,2025-03-23,220,Std,14.31,before
SO00240,CUST0001,SKU0005,2025-01-23,2025-02-07,157,Std,21.49,before
SO00241,CUST0014,SKU0030,2025-02-01,2025-02-14,67,Std,20.2,before
SO00242,CUST0007,SKU0006,2025-01-03,2025-01-20,140,Std,10.13,before
SO00243,CUST0018,SKU0013,2025-04-04,2025-04-17,61,Std,11.52,before
SO00244,CUST0016,SKU0004,2025-01-21,2025-02-09,111,Expedite,6.9,before
SO00245,CUST0032,SKU0026,2025-05-18,2025-06-05,84,Std,15.47,before
SO00246,CUST0006,SKU0017,2025-06-29,2025-07-14,52,Std,11.68,before
SO00247,CUST0029,SKU0020,2025-04-28,2025-05-14,112,Std,17.96,before
SO00248,CUST0002,SKU0020,2025-04-16,2025-04-29,295,Std,16.98,before
SO00249,CUST0033,SKU0004,2025-03-08,2025-03-15,94,Std,14.04,before
SO00250,CUST0002,SKU0030,2025-04-05,2025-04-22,44,Std,18.15,before
SO00251,CUST0035,SKU0030,2025-04-16,2025-04-24,45,Std,12.42,before
SO00252,CUST0023,SKU0014,2025-01-20,2025-02-01,38,Launch,14.56,before
SO00253,CUST0014,SKU0013,2025-04-25,2025-05-17,296,Std,15.04,before
SO00254,CUST0021,SKU0025,2025-06-10,2025-06-29,94,Std,9.84,before
SO00255,CUST0010,SKU0027,2025-03-04,2025-03-19,162,Std,15.28,before
SO00256,CUST0021,SKU0006,2025-04-11,2025-05-03,58,Std,17.81,before
SO00257,CUST0001,SKU0027,2025-03-15,2025-03-31,84,Std,6.87,before
SO00258,CUST0038,SKU0013,2025-02-02,2025-02-23,406,Expedite,9.28,before
SO00259,CUST0012,SKU0017,2025-05-05,2025-05-20,137,Std,14.53,before
SO00260,CUST0007,SKU0028,2025-01-14,2025-01-29,79,Std,32.34,before
SO00261,CUST0035,SKU0005,2025-04-18,2025-04-25,103,Std,11.74,before
SO00262,CUST0035,SKU0029,2025-05-28,2025-06-10,161,Std,10.09,before
SO00263,CUST0035,SKU0002,2025-04-13,2025-04-28,192,Std,15.16,before
SO00264,CUST0013,SKU0030,2025-02-06,2025-03-08,122,Std,27.2,before
SO00265,CUST0020,SKU0027,2025-01-30,2025-02-21,55,Launch,12.43,before
SO00266,CUST0013,SKU0015,2025-01-13,2025-01-31,141,Std,6.18,before
SO00267,CUST0026,SKU0002,2025-06-20,2025-07-08,151,Expedite,5.07,before
SO00268,CUST0032,SKU0004,2025-06-05,2025-06-23,200,Std,46.64,before
SO00269,CUST0034,SKU0022,2025-02-25,2025-03-12,68,Std,14.07,before
SO00270,CUST0029,SKU0007,2025-02-01,2025-02-17,52,Std,8.31,before
SO00271,CUST0018,SKU0014,2025-03-04,2025-03-20,194,Std,7.2,before
SO00272,CUST0009,SKU0023,2025-05-31,2025-06-20,108,Expedite,20.4,before
SO00273,CUST0025,SKU0028,2025-04-10,2025-05-05,49,Std,12.74,before
SO00274,CUST0015,SKU0022,2025-06-23,2025-07-08,101,Expedite,5.0,before
SO00275,CUST0014,SKU0010,2025-01-10,2025-02-04,69,Std,12.76,before
SO00276,CUST0027,SKU0017,2025-01-10,2025-01-25,155,Std,17.13,before
SO00277,CUST0015,SKU0021,2025-06-13,2025-07-09,95,Std,13.66,before
SO00278,CUST0031,SKU0008,2025-01-30,2025-02-19,56,Std,11.37,before
SO00279,CUST0020,SKU0025,2025-04-23,2025-05-15,164,Std,10.28,before
SO00280,CUST0017,SKU0004,2025-01-08,2025-01-23,193,Expedite,14.34,before
SO00281,CUST0037,SKU0018,2025-03-19,2025-04-03,198,Std,9.03,before
SO00282,CUST0020,SKU0006,2025-06-30,2025-07-17,21,Expedite,18.48,before
SO00283,CUST0034,SKU0021,2025-02-28,2025-03-23,81,Std,21.96,before
SO00284,CUST0003,SKU0027,2025-05-20,2025-05-28,202,Std,12.66,before
SO00285,CUST0030,SKU0016,2025-05-22,2025-06-10,91,Std,8.13,before
SO00286,CUST0037,SKU0013,2025-01-18,2025-02-08,54,Std,24.63,before
SO00287,CUST0016,SKU0016,2025-05-06,2025-05-22,283,Std,23.26,before
SO00288,CUST0026,SKU0014,2025-02-07,2025-03-10,38,Std,7.77,before
SO00289,CUST0029,SKU0013,2025-01-02,2025-01-17,82,Std,13.49,before
SO00290,CUST0004,SKU0013,2025-01-01,2025-01-15,71,Expedite,7.85,before
SO00291,CUST0001,SKU0016,2025-04-27,2025-05-13,100,Std,9.64,before
SO00292,CUST0035,SKU0030,2025-06-17,2025-07-01,110,Std,13.9,before
SO00293,CUST0036,SKU0004,2025-01-26,2025-02-16,122,Std,7.64,before
SO00294,CUST0037,SKU0015,2025-01-14,2025-02-02,84,Expedite,22.74,before
SO00295,CUST0001,SKU0021,2025-06-09,2025-07-01,87,Std,6.84,before
SO00296,CUST0031,SKU0010,2025-04-24,2025-05-18,331,Expedite,8.63,before
SO00297,CUST0040,SKU0010,2025-02-13,2025-03-01,130,Launch,15.22,before
SO00298,CUST0026,SKU0019,2025-02-05,2025-02-22,53,Expedite,17.36,before
SO00299,CUST0016,SKU0005,2025-01-22,2025-02-04,107,Expedite,23.34,before
SO00300,CUST0023,SKU0021,2025-06-30,2025-07-12,136,Std,21.9,before
SO00301,CUST0009,SKU0030,2025-02-20,2025-03-18,23,Std,20.6,before
SO00302,CUST0040,SKU0001,2025-04-13,2025-05-04,105,Std,7.06,before
SO00303,CUST0040,SKU0028,2025-04-17,2025-04-28,55,Std,10.96,before
SO00304,CUST0036,SKU0014,2025-04-01,2025-04-25,220,Std,23.67,before
SO00305,CUST0029,SKU0023,2025-06-20,2025-07-09,109,Expedite,23.21,before
SO00306,CUST0040,SKU0013,2025-05-11,2025-05-31,143,Std,17.33,before
SO00307,CUST0031,SKU0016,2025-03-30,2025-04-19,91,Expedite,17.16,before
SO00308,CUST0023,SKU0003,2025-04-21,2025-05-06,134,Std,11.21,before
SO00309,CUST0001,SKU0020,2025-02-23,2025-03-19,45,Std,12.02,before
SO00310,CUST0035,SKU0027,2025-04-28,2025-05-12,116,Std,14.41,before
SO00311,CUST0001,SKU0002,2025-06-29,2025-07-19,239,Launch,8.88,before
SO00312,CUST0030,SKU0016,2025-02-19,2025-02-27,145,Launch,9.58,before
SO00313,CUST0017,SKU0002,2025-06-06,2025-06-16,76,Std,34.84,before
SO00314,CUST0021,SKU0007,2025-01-15,2025-01-26,239,Std,10.29,before
SO00315,CUST0024,SKU0025,2025-02-03,2025-02-27,448,Std,10.98,before
SO00316,CUST0022,SKU0002,2025-03-19,2025-04-05,387,Std,7.9,before
SO00317,CUST0026,SKU0022,2025-04-29,2025-05-23,142,Std,8.98,before
SO00318,CUST0005,SKU0025,2025-03-02,2025-03-23,189,Std,9.11,before
SO00319,CUST0020,SKU0025,2025-03-24,2025-04-20,159,Std,6.35,before
SO00320,CUST0018,SKU0026,2025-04-01,2025-04-12,115,Std,7.85,before
SO00321,CUST0002,SKU0015,2025-06-03,2025-06-14,188,Expedite,9.5,before
SO00322,CUST0005,SKU0027,2025-02-02,2025-02-19,116,Std,20.12,before
SO00323,CUST0023,SKU0016,2025-06-24,2025-07-15,66,Expedite,9.03,before
SO00324,CUST0013,SKU0028,2025-05-07,2025-06-05,213,Std,15.36,before
SO00325,CUST0002,SKU0021,2025-02-28,2025-03-16,96,Std,19.32,before
SO00326,CUST0020,SKU0025,2025-05-02,2025-05-27,137,Expedite,17.44,before
SO00327,CUST0021,SKU0027,2025-03-20,2025-04-02,131,Std,10.6,before
SO00328,CUST0011,SKU0014,2025-05-07,2025-05-23,68,Std,10.59,before
