work_order_id,sales_order_id,sku_id,factory_id,planned_qty,planned_start_date,scenario
WO000084,SO00084,SKU0006,F2,64,2025-01-28,before
WO000085,SO00372,SKU0003,F2,140,2025-01-25,before
WO000086,SO00440,SKU0008,F2,58,2025-01-28,before
WO000087,SO00558,SKU0020,F2,22,2025-01-27,before
WO000088,SO00407,SKU0013,F1,141,2025-01-24,before
WO000089,SO00455,SKU0019,F2,85,2025-01-24,before
WO000090,SO00528,SKU0024,F1,95,2025-01-29,before
WO000091,SO00514,SKU0013,F1,136,2025-01-29,before
WO000092,SO00537,SKU0025,F1,206,2025-01-28,before
WO000093,SO00293,SKU0004,F1,139,2025-01-27,before
WO000094,SO00019,SKU0021,F2,44,2025-02-01,before
WO000095,SO00622,SKU0018,F1,70,2025-01-28,before
WO000096,SO00126,SKU0008,F2,22,2025-02-01,before
WO000097,SO00355,SKU0006,F2,61,2025-01-27,before
WO000098,SO00377,SKU0026,F2,113,2025-01-30,before
WO000099,SO00698,SKU0021,F2,87,2025-01-27,before
WO000100,SO00226,SKU0020,F2,39,2025-01-27,before
WO000101,SO00408,SKU0019,F2,67,2025-01-28,before
WO000102,SO00131,SKU0004,F1,260,2025-02-02,before
WO000103,SO00683,SKU0020,F2,85,2025-01-31,before
WO000104,SO00110,SKU0003,F2,21,2025-02-06,before
WO000105,SO00344,SKU0013,F1,98,2025-02-01,before
WO000106,SO00401,SKU0026,F2,152,2025-01-31,before
WO000107,SO00097,SKU0004,F1,56,2025-02-03,before
WO000108,SO00265,SKU0027,F2,62,2025-02-02,before
WO000109,SO00682,SKU0014,F1,36,2025-01-30,before
WO000110,SO00278,SKU0008,F2,58,2025-02-05,before
WO000111,SO00216,SKU0022,F1,60,2025-02-03,before
WO000112,SO00157,SKU0009,F1,266,2025-02-06,before
WO000113,SO00471,SKU0001,F1,52,2025-02-03,before
WO000114,SO00547,SKU0022,F1,68,2025-02-01,before
WO000115,SO00017,SKU0028,F2,46,2025-02-07,before
WO000116,SO00403,SKU0008,F2,127,2025-02-01,before
WO000117,SO00333,SKU0016,F2,97,2025-02-06,before
WO000118,SO00270,SKU0007,F1,57,2025-02-03,before
WO000119,SO00241,SKU0030,F1,76,2025-02-03,before
WO000120,SO00411,SKU0026,F2,153,2025-02-01,before
WO000121,SO00560,SKU0013,F1,116,2025-02-01,before
WO000122,SO00014,SKU0017,F2,68,2025-02-05,before
WO000123,SO00134,SKU0009,F1,170,2025-02-04,before
WO000124,SO00057,SKU0019,F2,107,2025-02-06,before
WO000125,SO00027,SKU0010,F1,117,2025-02-07,before
WO000126,SO00322,SKU0027,F2,126,2025-02-08,before
WO000127,SO00169,SKU0015,F1,166,2025-02-06,before
WO000128,SO00258,SKU0013,F1,233,2025-02-02,before
WO000129,SO00258,SKU0013,F1,222,2025-02-02,before
WO000130,SO00465,SKU0008,F2,75,2025-02-07,before
WO000131,SO00578,SKU0017,F2,62,2025-02-03,before
WO000132,SO00334,SKU0024,F1,140,2025-02-05,before
WO000133,SO00315,SKU0025,F1,262,2025-02-06,before
WO000134,SO00315,SKU0025,F1,244,2025-02-06,before
WO000135,SO00115,SKU0006,F2,50,2025-02-05,before
WO000136,SO00546,SKU0027,F2,61,2025-02-08,before
WO000137,SO00345,SKU0014,F1,123,2025-02-03,before
WO000138,SO00026,SKU0025,F1,110,2025-02-07,before
WO000139,SO00150,SKU0028,F2,71,2025-02-04,before
WO000140,SO00459,SKU0028,F2,111,2025-02-09,before
WO000141,SO00298,SKU0019,F2,59,2025-02-09,before
WO000142,SO00160,SKU0030,F1,60,2025-02-08,before
WO000143,SO00149,SKU0011,F1,112,2025-02-08,before
WO000144,SO00417,SKU0010,F1,131,2025-02-08,before
WO000145,SO00444,SKU0023,F1,202,2025-02-08,before
WO000146,SO00129,SKU0024,F1,113,2025-02-08,before
WO000147,SO00010,SKU0005,F2,36,2025-02-09,before
WO000148,SO00155,SKU0018,F1,121,2025-02-12,before
WO000149,SO00264,SKU0030,F1,138,2025-02-09,before
WO000150,SO00492,SKU0005,F2,321,2025-02-09,before
WO000151,SO00517,SKU0003,F2,120,2025-02-11,before
WO000152,SO00036,SKU0001,F1,66,2025-02-07,before
WO000153,SO00524,SKU0009,F1,409,2025-02-09,before
WO000154,SO00530,SKU0019,F2,175,2025-02-12,before
WO000155,SO00657,SKU0005,F2,65,2025-02-07,before
WO000156,SO00359,SKU0011,F1,55,2025-02-13,before
WO000157,SO00288,SKU0014,F1,42,2025-02-14,before
WO000158,SO00210,SKU0017,F2,81,2025-02-14,before
WO000159,SO00219,SKU0025,F1,174,2025-02-13,before
WO000160,SO00570,SKU0007,F1,94,2025-02-08,before
WO000161,SO00139,SKU0009,F1,186,2025-02-13,before
WO000162,SO00024,SKU0027,F2,129,2025-02-10,before
WO000163,SO00172,SKU0030,F1,142,2025-02-12,before
WO000164,SO00509,SKU0021,F2,27,2025-02-12,before
WO000165,SO00619,SKU0019,F2,77,2025-02-11,before
WO000166,SO00055,SKU0004,F1,49,2025-02-16,before
WO000167,SO00431,SKU0029,F1,136,2025-02-13,before
WO000168,SO00579,SKU0013,F1,115,2025-02-11,before
WO000169,SO00428,SKU0023,F1,73,2025-02-12,before
WO000170,SO00230,SKU0019,F2,44,2025-02-16,before
WO000171,SO00671,SKU0028,F2,134,2025-02-19,before
WO000172,SO00009,SKU0021,F2,58,2025-02-18,before
WO000173,SO00381,SKU0004,F1,72,2025-02-14,before
WO000174,SO00421,SKU0026,F2,57,2025-02-16,before
WO000175,SO00565,SKU0017,F2,122,2025-02-15,before
WO000176,SO00583,SKU0009,F1,135,2025-02-17,before
WO000177,SO00481,SKU0019,F2,78,2025-02-19,before
WO000178,SO00539,SKU0028,F2,120,2025-02-14,before
WO000179,SO00596,SKU0008,F2,34,2025-02-22,before
WO000180,SO00297,SKU0010,F1,134,2025-02-13,before
WO000181,SO00075,SKU0018,F1,184,2025-02-18,before
WO000182,SO00141,SKU0006,F2,152,2025-02-20,before
WO000183,SO00113,SKU0009,F1,110,2025-02-17,before
WO000184,SO00162,SKU0018,F1,89,2025-02-17,before
WO000185,SO00621,SKU0012,F2,77,2025-02-17,before
WO000186,SO00356,SKU0030,F1,143,2025-02-20,before
WO000187,SO00214,SKU0022,F1,214,2025-02-16,before
WO000188,SO00038,SKU0024,F1,76,2025-02-16,before
WO000189,SO00167,SKU0003,F2,120,2025-02-17,before
WO000190,SO00146,SKU0027,F2,47,2025-02-18,before
WO000191,SO00675,SKU0012,F2,60,2025-02-20,before
WO000192,SO00384,SKU0015,F1,117,2025-02-22,before
WO000193,SO00690,SKU0028,F2,87,2025-02-19,before
WO000194,SO00047,SKU0011,F1,101,2025-02-16,before
WO000195,SO00183,SKU0002,F1,260,2025-02-23,before
WO000196,SO00183,SKU0002,F1,245,2025-02-23,before
WO000197,SO00165,SKU0012,F2,150,2025-02-19,before
WO000198,SO00070,SKU0030,F1,49,2025-02-22,before
WO000199,SO00402,SKU0018,F1,81,2025-02-19,before
WO000200,SO00312,SKU0016,F2,165,2025-02-24,before
WO000201,SO00390,SKU0023,F1,131,2025-02-21,before
WO000202,SO00192,SKU0013,F1,100,2025-02-23,before
WO000203,SO00476,SKU0014,F1,130,2025-02-22,before
WO000204,SO00611,SKU0013,F1,144,2025-02-24,before
WO000205,SO00301,SKU0030,F1,24,2025-02-23,before
WO000206,SO00627,SKU0009,F1,129,2025-02-24,before
WO000207,SO00025,SKU0021,F2,76,2025-02-25,before
WO000208,SO00362,SKU0018,F1,49,2025-02-23,before
WO000209,SO00573,SKU0019,F2,54,2025-02-25,before
WO000210,SO00347,SKU0020,F2,48,2025-02-26,before
WO000211,SO00603,SKU0021,F2,96,2025-02-26,before
WO000212,SO00074,SKU0020,F2,171,2025-02-22,before
WO000213,SO00434,SKU0019,F2,93,2025-02-27,before
WO000214,SO00555,SKU0016,F2,129,2025-02-27,before
WO000215,SO00309,SKU0020,F2,47,2025-02-24,before
WO000216,SO00346,SKU0008,F2,76,2025-02-26,before
WO000217,SO00353,SKU0019,F2,72,2025-03-02,before
WO000218,SO00152,SKU0020,F2,86,2025-02-28,before
WO000219,SO00269,SKU0022,F1,70,2025-03-02,before
WO000220,SO00340,SKU0023,F1,137,2025-02-26,before
WO000221,SO00505,SKU0009,F1,86,2025-03-01,before
WO000222,SO00209,SKU0026,F2,58,2025-02-28,before
WO000223,SO00058,SKU0023,F1,99,2025-03-01,before
WO000224,SO00121,SKU0006,F2,66,2025-03-01,before
WO000225,SO00658,SKU0022,F1,86,2025-03-04,before
WO000226,SO00593,SKU0014,F1,33,2025-03-02,before
WO000227,SO00595,SKU0005,F2,38,2025-03-01,before
WO000228,SO00283,SKU0021,F2,85,2025-03-04,before
WO000229,SO00325,SKU0021,F2,108,2025-03-04,before
WO000230,SO00688,SKU0025,F1,131,2025-03-02,before
WO000231,SO00433,SKU0026,F2,103,2025-03-06,before
WO000232,SO00023,SKU0030,F1,118,2025-03-01,before
WO000233,SO00177,SKU0006,F2,120,2025-03-04,before
WO000234,SO00089,SKU0023,F1,82,2025-03-01,before
WO000235,SO00181,SKU0002,F1,134,2025-03-09,before
WO000236,SO00204,SKU0013,F1,220,2025-03-05,before
WO000237,SO00100,SKU0023,F1,154,2025-03-06,before
WO000238,SO00318,SKU0025,F1,207,2025-03-05,before
WO000239,SO00096,SKU0021,F2,119,2025-03-06,before
WO000240,SO00526,SKU0015,F1,148,2025-03-07,before
WO000241,SO00398,SKU0015,F1,197,2025-03-05,before
WO000242,SO00127,SKU0007,F1,90,2025-03-06,before
WO000243,SO00130,SKU0021,F2,58,2025-03-09,before
WO000244,SO00271,SKU0014,F1,200,2025-03-06,before
WO000245,SO00532,SKU0007,F1,121,2025-03-07,before
WO000246,SO00237,SKU0030,F1,252,2025-03-10,before
WO000247,SO00237,SKU0030,F1,279,2025-03-10,before
WO000248,SO00590,SKU0013,F1,238,2025-03-09,before
WO000249,SO00255,SKU0027,F2,170,2025-03-06,before
WO000250,SO00239,SKU0015,F1,241,2025-03-09,before
WO000251,SO00352,SKU0015,F1,120,2025-03-11,before
WO000252,SO00065,SKU0024,F1,151,2025-03-13,before
WO000253,SO00232,SKU0020,F2,69,2025-03-09,before
WO000254,SO00187,SKU0024,F1,134,2025-03-07,before
WO000255,SO00382,SKU0009,F1,97,2025-03-05,before
WO000256,SO00015,SKU0018,F1,64,2025-03-07,before
WO000257,SO00213,SKU0026,F2,127,2025-03-10,before
WO000258,SO00221,SKU0008,F2,168,2025-03-06,before
WO000259,SO00363,SKU0012,F2,55,2025-03-07,before
WO000260,SO00486,SKU0008,F2,160,2025-03-08,before
WO000261,SO00679,SKU0007,F1,64,2025-03-09,before
WO000262,SO00438,SKU0014,F1,65,2025-03-13,before
WO000263,SO00249,SKU0004,F1,102,2025-03-15,before
WO000264,SO00512,SKU0011,F1,217,2025-03-09,before
WO000265,SO00079,SKU0013,F1,123,2025-03-11,before
WO000266,SO00412,SKU0028,F2,133,2025-03-11,before
WO000267,SO00103,SKU0005,F2,74,2025-03-17,before
WO000268,SO00358,SKU0022,F1,28,2025-03-13,before
WO000269,SO00171,SKU0029,F1,224,2025-03-10,before
WO000270,SO00493,SKU0011,F1,215,2025-03-13,before
WO000271,SO00206,SKU0013,F1,106,2025-03-16,before
WO000272,SO00037,SKU0018,F1,270,2025-03-19,before
WO000273,SO00552,SKU0009,F1,87,2025-03-14,before
WO000274,SO00067,SKU0003,F2,64,2025-03-17,before
WO000275,SO00576,SKU0029,F1,331,2025-03-14,before
WO000276,SO00425,SKU0013,F1,224,2025-03-19,before
WO000277,SO00432,SKU0004,F1,189,2025-03-15,before
WO000278,SO00602,SKU0026,F2,113,2025-03-16,before
WO000279,SO00442,SKU0002,F1,239,2025-03-16,before
WO000280,SO00194,SKU0009,F1,79,2025-03-15,before
WO000281,SO00135,SKU0009,F1,319,2025-03-16,before
WO000282,SO00557,SKU0011,F1,251,2025-03-20,before
WO000283,SO00557,SKU0011,F1,275,2025-03-20,before
WO000284,SO00114,SKU0027,F2,168,2025-03-14,before
WO000285,SO00109,SKU0030,F1,108,2025-03-14,before
WO000286,SO00043,SKU0021,F2,56,2025-03-16,before
WO000287,SO00205,SKU0008,F2,76,2025-03-18,before
WO000288,SO00588,SKU0005,F2,128,2025-03-18,before
WO000289,SO00056,SKU0006,F2,58,2025-03-17,before
WO000290,SO00257,SKU0027,F2,87,2025-03-21,before
WO000291,SO00614,SKU0018,F1,175,2025-03-20,before
WO000292,SO00339,SKU0016,F2,429,2025-03-22,before
WO000293,SO00033,SKU0023,F1,270,2025-03-20,before
WO000294,SO00080,SKU0003,F2,60,2025-03-18,before
WO000295,SO00649,SKU0027,F2,232,2025-03-19,before
WO000296,SO00591,SKU0016,F2,128,2025-03-18,before
WO000297,SO00638,SKU0007,F1,97,2025-03-19,before
WO000298,SO00351,SKU0020,F2,105,2025-03-20,before
WO000299,SO00184,SKU0016,F2,220,2025-03-18,before
WO000300,SO00122,SKU0025,F1,284,2025-03-21,before
WO000301,SO00180,SKU0007,F1,41,2025-03-23,before
WO000302,SO00059,SKU0020,F2,88,2025-03-21,before
WO000303,SO00604,SKU0023,F1,120,2025-03-21,before
WO000304,SO00316,SKU0002,F1,204,2025-03-21,before
WO000305,SO00316,SKU0002,F1,209,2025-03-21,before
WO000306,SO00631,SKU0013,F1,39,2025-03-23,before
WO000307,SO00331,SKU0028,F2,124,2025-03-23,before
WO000308,SO00480,SKU0007,F1,43,2025-03-23,before
WO000309,SO00281,SKU0018,F1,215,2025-03-23,before
WO000310,SO00061,SKU0003,F2,122,2025-03-23,before
WO000311,SO00327,SKU0027,F2,142,2025-03-21,before
WO000312,SO00385,SKU0007,F1,41,2025-03-24,before
WO000313,SO00128,SKU0021,F2,117,2025-03-24,before
WO000314,SO00225,SKU0019,F2,157,2025-03-26,before
WO000315,SO00542,SKU0011,F1,94,2025-03-24,before
WO000316,SO00670,SKU0004,F1,109,2025-03-25,before
WO000317,SO00453,SKU0022,F1,23,2025-03-22,before
WO000318,SO00357,SKU0030,F1,80,2025-03-25,before
WO000319,SO00391,SKU0020,F2,29,2025-03-26,before
WO000320,SO00166,SKU0026,F2,51,2025-03-29,before
WO000321,SO00164,SKU0007,F1,47,2025-03-23,before
WO000322,SO00656,SKU0001,F1,167,2025-03-28,before
WO000323,SO00515,SKU0018,F1,56,2025-03-28,before
WO000324,SO00544,SKU0010,F1,193,2025-03-26,before
WO000325,SO00319,SKU0025,F1,167,2025-04-02,before
WO000326,SO00518,SKU0002,F1,95,2025-03-24,before
WO000327,SO00633,SKU0022,F1,134,2025-03-25,before
WO000328,SO00016,SKU0026,F2,133,2025-04-02,before
WO000329,SO00637,SKU0022,F1,358,2025-03-27,before
WO000330,SO00454,SKU0029,F1,246,2025-04-01,before
WO000331,SO00454,SKU0029,F1,261,2025-04-01,before
WO000332,SO00479,SKU0018,F1,329,2025-03-29,before
WO000333,SO00653,SKU0019,F2,118,2025-03-29,before
WO000334,SO00373,SKU0004,F1,204,2025-03-30,before
WO000335,SO00460,SKU0003,F2,193,2025-04-01,before
WO000336,SO00199,SKU0015,F1,144,2025-04-03,before
WO000337,SO00386,SKU0011,F1,237,2025-03-31,before
WO000338,SO00625,SKU0014,F1,102,2025-04-01,before
WO000339,SO00689,SKU0006,F2,141,2025-04-02,before
WO000340,SO00600,SKU0010,F1,182,2025-04-02,before
WO000341,SO00461,SKU0029,F1,250,2025-03-29,before
WO000342,SO00478,SKU0007,F1,111,2025-03-30,before
WO000343,SO00376,SKU0021,F2,121,2025-04-06,before
WO000344,SO00307,SKU0016,F2,100,2025-04-04,before
WO000345,SO00487,SKU0021,F2,146,2025-04-02,before
WO000346,SO00002,SKU0030,F1,41,2025-03-31,before
WO000347,SO00119,SKU0011,F1,172,2025-04-05,before
WO000348,SO00606,SKU0005,F2,109,2025-04-11,before
WO000349,SO00511,SKU0006,F2,50,2025-04-07,before
WO000350,SO00320,SKU0026,F2,128,2025-04-06,before
WO000351,SO00545,SKU0023,F1,70,2025-04-06,before
WO000352,SO00534,SKU0018,F1,190,2025-04-01,before
WO000353,SO00304,SKU0014,F1,248,2025-04-01,before
WO000354,SO00031,SKU0008,F2,82,2025-04-06,before
WO000355,SO00618,SKU0022,F1,138,2025-04-03,before
WO000356,SO00663,SKU0007,F1,55,2025-04-06,before
WO000357,SO00491,SKU0008,F2,163,2025-04-02,before
WO000358,SO00040,SKU0028,F2,81,2025-04-04,before
WO000359,SO00452,SKU0027,F2,112,2025-04-11,before
WO000360,SO00609,SKU0028,F2,75,2025-04-10,before
WO000361,SO00117,SKU0001,F1,240,2025-04-03,before
WO000362,SO00123,SKU0014,F1,72,2025-04-03,before
WO000363,SO00419,SKU0021,F2,162,2025-04-08,before
WO000364,SO00191,SKU0029,F1,211,2025-04-06,before
WO000365,SO00423,SKU0012,F2,178,2025-04-09,before
WO000366,SO00093,SKU0013,F1,322,2025-04-09,before
WO000367,SO00093,SKU0013,F1,307,2025-04-09,before
WO000368,SO00673,SKU0025,F1,109,2025-04-05,before
WO000369,SO00243,SKU0013,F1,67,2025-04-08,before
WO000370,SO00250,SKU0030,F1,50,2025-04-05,before
WO000371,SO00176,SKU0010,F1,150,2025-04-08,before
WO000372,SO00046,SKU0023,F1,239,2025-04-12,before
WO000373,SO00620,SKU0028,F2,106,2025-04-12,before
WO000374,SO00516,SKU0026,F2,79,2025-04-09,before
WO000375,SO00032,SKU0025,F1,158,2025-04-07,before
WO000376,SO00426,SKU0013,F1,93,2025-04-08,before
WO000377,SO00678,SKU0029,F1,283,2025-04-11,before
WO000378,SO00436,SKU0011,F1,118,2025-04-08,before
WO000379,SO00549,SKU0005,F2,57,2025-04-09,before
WO000380,SO00343,SKU0013,F1,273,2025-04-12,before
WO000381,SO00427,SKU0004,F1,223,2025-04-09,before
WO000382,SO00342,SKU0024,F1,169,2025-04-08,before
WO000383,SO00048,SKU0020,F2,206,2025-04-12,before
WO000384,SO00497,SKU0014,F1,215,2025-04-15,before
WO000385,SO00207,SKU0020,F2,255,2025-04-09,before
WO000386,SO00494,SKU0030,F1,88,2025-04-09,before
WO000387,SO00044,SKU0029,F1,46,2025-04-09,before
WO000388,SO00378,SKU0019,F2,124,2025-04-12,before
WO000389,SO00665,SKU0011,F1,336,2025-04-14,before
WO000390,SO00529,SKU0004,F1,199,2025-04-11,before
WO000391,SO00273,SKU0028,F2,54,2025-04-16,before
WO000392,SO00195,SKU0006,F2,58,2025-04-16,before
WO000393,SO00168,SKU0018,F1,278,2025-04-13,before
WO000394,SO00021,SKU0004,F1,235,2025-04-15,before
WO000395,SO00256,SKU0006,F2,64,2025-04-18,before
WO000396,SO00677,SKU0006,F2,88,2025-04-11,before
WO000397,SO00380,SKU0015,F1,97,2025-04-14,before
WO000398,SO00072,SKU0026,F2,132,2025-04-17,before
WO000399,SO00224,SKU0027,F2,151,2025-04-15,before
WO000400,SO00224,SKU0027,F2,183,2025-04-15,before
WO000401,SO00111,SKU0017,F2,139,2025-04-15,before
WO000402,SO00263,SKU0002,F1,215,2025-04-13,before
WO000403,SO00302,SKU0001,F1,110,2025-04-20,before
WO000404,SO00011,SKU0020,F2,85,2025-04-13,before
WO000405,SO00685,SKU0009,F1,218,2025-04-15,before
WO000406,SO00088,SKU0003,F2,118,2025-04-14,before
WO000407,SO00652,SKU0030,F1,93,2025-04-17,before
WO000408,SO00551,SKU0022,F1,79,2025-04-16,before
WO000409,SO00563,SKU0011,F1,323,2025-04-20,before
WO000410,SO00251,SKU0030,F1,48,2025-04-18,before
WO000411,SO00684,SKU0009,F1,253,2025-04-16,before
WO000412,SO00248,SKU0020,F2,320,2025-04-18,before
WO000413,SO00303,SKU0028,F2,58,2025-04-19,before
WO000414,SO00413,SKU0013,F1,160,2025-04-20,before
WO000415,SO00669,SKU0019,F2,60,2025-04-21,before
WO000416,SO00695,SKU0020,F2,48,2025-04-20,before
WO000417,SO00397,SKU0007,F1,69,2025-04-20,before
WO000418,SO00392,SKU0026,F2,174,2025-04-21,before
WO000419,SO00475,SKU0010,F1,195,2025-04-21,before
WO000420,SO00616,SKU0025,F1,112,2025-04-20,before
WO000421,SO00034,SKU0012,F2,79,2025-04-21,before
WO000422,SO00029,SKU0016,F2,141,2025-04-19,before
WO000423,SO00261,SKU0005,F2,112,2025-04-20,before
WO000424,SO00364,SKU0007,F1,42,2025-04-20,before
WO000425,SO00396,SKU0005,F2,108,2025-04-21,before
WO000426,SO00112,SKU0020,F2,55,2025-04-23,before
WO000427,SO00536,SKU0018,F1,236,2025-04-24,before
WO000428,SO00106,SKU0012,F2,308,2025-04-23,before
WO000429,SO00645,SKU0001,F1,125,2025-04-23,before
WO000430,SO00063,SKU0005,F2,179,2025-04-22,before
WO000431,SO00674,SKU0024,F1,173,2025-04-26,before
WO000432,SO00485,SKU0025,F1,136,2025-04-24,before
WO000433,SO00308,SKU0003,F2,140,2025-04-24,before
WO000434,SO00420,SKU0003,F2,49,2025-04-27,before
WO000435,SO00369,SKU0025,F1,123,2025-04-23,before
WO000436,SO00556,SKU0012,F2,102,2025-04-23,before
WO000437,SO00566,SKU0004,F1,235,2025-04-27,before
WO000438,SO00159,SKU0011,F1,47,2025-04-26,before
WO000439,SO00521,SKU0030,F1,76,2025-04-25,before
WO000440,SO00482,SKU0006,F2,121,2025-04-27,before
WO000441,SO00185,SKU0025,F1,62,2025-05-01,before
WO000442,SO00279,SKU0025,F1,186,2025-04-27,before
WO000443,SO00174,SKU0003,F2,75,2025-04-23,before
WO000444,SO00218,SKU0010,F1,200,2025-04-28,before
WO000445,SO00336,SKU0015,F1,42,2025-04-25,before
WO000446,SO00490,SKU0022,F1,136,2025-04-29,before
WO000447,SO00296,SKU0010,F1,185,2025-04-28,before
WO000448,SO00296,SKU0010,F1,191,2025-04-28,before
WO000449,SO00629,SKU0024,F1,30,2025-04-28,before
WO000450,SO00190,SKU0013,F1,109,2025-04-24,before
WO000451,SO00599,SKU0011,F1,176,2025-04-29,before
WO000452,SO00666,SKU0010,F1,85,2025-04-26,before
WO000453,SO00253,SKU0013,F1,306,2025-04-25,before
WO000454,SO00613,SKU0004,F1,246,2025-05-01,before
WO000455,SO00513,SKU0018,F1,358,2025-05-01,before
WO000456,SO00291,SKU0016,F2,105,2025-04-30,before
WO000457,SO00361,SKU0017,F2,97,2025-04-28,before
WO000458,SO00028,SKU0011,F1,208,2025-04-29,before
WO000459,SO00227,SKU0028,F2,89,2025-05-01,before
WO000460,SO00202,SKU0015,F1,157,2025-04-30,before
WO000461,SO00124,SKU0029,F1,73,2025-05-02,before
WO000462,SO00247,SKU0020,F2,125,2025-05-02,before
WO000463,SO00310,SKU0027,F2,127,2025-04-29,before
WO000464,SO00404,SKU0006,F2,62,2025-05-02,before
