inspection_id,event_id,work_order_id,sku_id,factory_id,production_line_id,inspection_time,inspector_id,inspection_stage,qty_checked,result,defect_code,defects_found_qty,scenario
QI000057,EV0003155,WO000469,SKU0028,F2,F2-L2,2025-05-06 00:59:22.137178,INSP011,QC_FINAL,89,PASS,,0,before
QI000058,EV0003672,WO000545,SKU0013,F1,F1-L1,2025-05-27 18:18:58.522537,INSP006,PACK,111,PASS,,0,before
QI000059,EV0001975,WO000295,SKU0027,F2,F2-L1,2025-03-22 02:13:29.913552,INSP013,QC_INLINE,204,PASS,,0,before
QI000060,EV0002954,WO000440,SKU0006,F2,F2-L3,2025-05-01 11:06:44.667353,INSP014,FINISH,60,FAIL,PRINT_MISALIGN,6,before
QI000061,EV0004801,WO000710,SKU0024,F1,F1-L2,2025-07-04 05:48:58.153048,INSP008,QC_INLINE,83,PASS,,0,before
QI000062,EV0001320,WO000198,SKU0030,F1,F1-L2,2025-02-23 22:19:43.832988,INSP016,FINISH,6,PASS,,0,before
QI000063,EV0000791,WO000119,SKU0030,F1,F1-L2,2025-02-05 07:38:31.413123,INSP006,FINISH,71,PASS,,0,before
QI000064,EV0002233,WO000334,SKU0004,F1,F1-L3,2025-03-30 21:43:47.886413,INSP006,CUT,8,PASS,,0,before
QI000065,EV0000231,WO000035,SKU0030,F1,F1-L3,2025-01-16 17:10:58.534099,INSP002,QC_FINAL,96,PASS,,0,before
QI000066,EV0000745,WO000112,SKU0009,F1,F1-L3,2025-02-11 03:20:07.956507,INSP012,QC_FINAL,75,PASS,,0,before
QI000067,EV0002064,WO000308,SKU0007,F1,F1-L3,2025-03-24 10:57:08.840314,INSP001,PACK,13,PASS,,0,before
QI000068,EV0004204,WO000623,SKU0021,F2,F2-L2,2025-06-10 14:38:45.911363,INSP008,CUT,28,FAIL,WRINKLE,1,before
QI000069,EV0003643,WO000541,SKU0010,F1,F1-L1,2025-05-28 01:45:08.072037,INSP018,QC_FINAL,38,PASS,,0,before
QI000070,EV0000913,WO000138,SKU0025,F1,F1-L1,2025-02-07 15:51:53.678309,INSP005,CUT,110,PASS,,0,before
QI000071,EV0000419,WO000063,SKU0018,F1,F1-L1,2025-01-23 08:36:53.299789,INSP012,QC_FINAL,16,PASS,,0,before
QI000072,EV0004381,WO000648,SKU0004,F1,F1-L1,2025-06-21 18:40:44.736384,INSP017,QC_FINAL,8,PASS,,0,before
QI000073,EV0000975,WO000147,SKU0005,F2,F2-L3,2025-02-10 11:35:36.544307,INSP013,FINISH,5,PASS,,0,before
QI000074,EV0003691,WO000548,SKU0020,F2,F2-L3,2025-05-24 02:21:47.615561,INSP009,REWORK,5,PASS,,0,before
QI000075,EV0002053,WO000307,SKU0028,F2,F2-L3,2025-03-26 08:51:43.527295,INSP009,REWORK,5,HOLD,SEAM_SKIP,1,before
QI000076,EV0001303,WO000196,SKU0002,F1,F1-L1,2025-02-23 19:39:10.792451,INSP009,CUT,55,PASS,,0,before
QI000077,EV0001497,WO000224,SKU0006,F2,F2-L1,2025-03-02 23:33:53.912093,INSP016,QC_INLINE,7,PASS,,0,before
QI000078,EV0000853,WO000128,SKU0013,F1,F1-L3,2025-02-06 11:28:07.872270,INSP007,FINISH,36,PASS,,0,before
QI000079,EV0001443,WO000216,SKU0008,F2,F2-L2,2025-02-28 14:39:16.098861,INSP017,FINISH,68,PASS,,0,before
QI000080,EV0000538,WO000081,SKU0020,F2,F2-L2,2025-01-26 07:26:29.812548,INSP004,QC_FINAL,17,PASS,,0,before
QI000081,EV0002486,WO000371,SKU0010,F1,F1-L2,2025-04-11 12:51:36.676833,INSP005,QC_INLINE,91,PASS,,0,before
QI000082,EV0004198,WO000622,SKU0006,F2,F2-L2,2025-06-12 18:13:04.907582,INSP011,CUT,49,PASS,,0,before
QI000083,EV0000724,WO000109,SKU0014,F1,F1-L2,2025-01-31 03:20:08.642222,INSP018,QC_INLINE,36,PASS,,0,before
QI000084,EV0003593,WO000534,SKU0028,F2,F2-L3,2025-05-17 03:57:12.150788,INSP016,FINISH,21,PASS,,0,before
QI000085,EV0002057,WO000307,SKU0028,F2,F2-L2,2025-03-27 02:08:57.451731,INSP002,PACK,114,PASS,,0,before
QI000086,EV0002297,WO000343,SKU0021,F2,F2-L3,2025-04-09 02:45:36.394971,INSP013,QC_FINAL,115,FAIL,ZIPPER_FAIL,13,before
QI000087,EV0000087,WO000013,SKU0009,F1,F1-L2,2025-01-16 07:21:27.862811,INSP014,QC_FINAL,95,PASS,,0,before
QI000088,EV0003437,WO000511,SKU0003,F2,F2-L1,2025-05-17 14:43:02.539329,INSP005,FINISH,95,PASS,,0,before
QI000089,EV0002836,WO000423,SKU0005,F2,F2-L2,2025-04-20 19:54:46.713066,INSP015,CUT,68,PASS,,0,before
QI000090,EV0003503,WO000521,SKU0006,F2,F2-L1,2025-05-14 17:38:53.644400,INSP008,CUT,67,PASS,,0,before
QI000091,EV0003278,WO000487,SKU0018,F1,F1-L3,2025-05-09 09:12:03.582343,INSP014,FINISH,78,FAIL,ZIPPER_FAIL,9,before
QI000092,EV0000154,WO000023,SKU0006,F2,F2-L3,2025-01-17 06:14:10.817137,INSP013,QC_FINAL,202,FAIL,PRINT_MISALIGN,37,before
QI000093,EV0004368,WO000646,SKU0021,F2,F2-L2,2025-06-20 16:18:35.630847,INSP009,PACK,78,HOLD,STAIN,6,before
QI000094,EV0004518,WO000668,SKU0001,F1,F1-L3,2025-06-24 21:43:56.384694,INSP012,QC_FINAL,41,PASS,,0,before
QI000095,EV0004616,WO000683,SKU0022,F1,F1-L3,2025-06-26 11:12:49.372728,INSP016,QC_INLINE,10,PASS,,0,before
QI000096,EV0001063,WO000160,SKU0007,F1,F1-L1,2025-02-10 09:26:56.771515,INSP013,QC_FINAL,72,FAIL,MEASURE_OOS,4,before
QI000097,EV0000873,WO000131,SKU0017,F2,F2-L3,2025-02-04 21:47:18.122987,INSP014,QC_FINAL,22,FAIL,MEASURE_OOS,4,before
QI000098,EV0001626,WO000243,SKU0021,F2,F2-L2,2025-03-11 00:27:55.025075,INSP014,FINISH,47,PASS,,0,before
QI000099,EV0000861,WO000129,SKU0013,F1,F1-L1,2025-02-06 14:45:57.972620,INSP018,PACK,83,PASS,,0,before
QI000100,EV0003436,WO000511,SKU0003,F2,F2-L1,2025-05-17 08:22:01.239372,INSP011,QC_INLINE,33,PASS,,0,before
QI000101,EV0002636,WO000393,SKU0018,F1,F1-L3,2025-04-16 10:22:36.000162,INSP016,FINISH,65,PASS,,0,before
QI000102,EV0003250,WO000483,SKU0024,F1,F1-L1,2025-05-10 05:43:26.197946,INSP006,QC_FINAL,192,PASS,,0,before
QI000103,EV0000648,WO000097,SKU0006,F2,F2-L1,2025-01-29 05:01:09.184462,INSP011,PACK,7,PASS,,0,before
QI000104,EV0004815,WO000712,SKU0021,F2,F2-L3,2025-07-06 18:47:26.492106,INSP015,FINISH,107,PASS,,0,before
QI000105,EV0003394,WO000505,SKU0025,F1,F1-L2,2025-05-14 06:44:08.148247,INSP016,QC_INLINE,47,PASS,,0,before
QI000106,EV0002620,WO000391,SKU0028,F2,F2-L1,2025-04-17 17:28:15.452110,INSP002,QC_INLINE,40,FAIL,ZIPPER_FAIL,3,before
QI000107,EV0002758,WO000411,SKU0009,F1,F1-L3,2025-04-19 18:32:54.252714,INSP012,QC_INLINE,131,PASS,,0,before
QI000108,EV0002921,WO000435,SKU0025,F1,F1-L1,2025-04-26 05:41:16.689382,INSP006,FINISH,59,PASS,,0,before
QI000109,EV0001453,WO000218,SKU0020,F2,F2-L2,2025-02-28 18:26:44.432284,INSP001,CUT,27,FAIL,LABEL_WRONG,2,before
QI000110,EV0000700,WO000105,SKU0013,F1,F1-L2,2025-02-03 07:20:54.389741,INSP013,PACK,12,PASS,,0,before
QI000111,EV0004087,WO000606,SKU0026,F2,F2-L3,2025-06-13 16:21:04.526558,INSP006,QC_INLINE,185,PASS,,0,before
QI000112,EV0001621,WO000242,SKU0007,F1,F1-L2,2025-03-08 18:50:11.326289,INSP016,QC_FINAL,18,PASS,,0,before
QI000113,EV0000846,WO000127,SKU0015,F1,F1-L2,2025-02-10 10:14:34.599853,INSP006,QC_FINAL,84,PASS,,0,before
QI000114,EV0000768,WO000116,SKU0008,F2,F2-L3,2025-02-03 23:03:28.346261,INSP007,QC_INLINE,121,FAIL,THREAD_BREAK,18,before
QI000115,EV0000995,WO000150,SKU0005,F2,F2-L3,2025-02-17 19:56:18.492124,INSP014,QC_FINAL,76,PASS,,0,before
QI000116,EV0002962,WO000441,SKU0025,F1,F1-L2,2025-05-03 02:55:37.545316,INSP012,QC_FINAL,62,HOLD,STAIN,11,before
QI000117,EV0004031,WO000598,SKU0009,F1,F1-L1,2025-06-07 04:31:04.223682,INSP016,FINISH,42,PASS,,0,before
QI000118,EV0002232,WO000333,SKU0019,F2,F2-L2,2025-04-01 20:35:21.513820,INSP010,PACK,48,PASS,,0,before
QI000119,EV0002224,WO000332,SKU0018,F1,F1-L3,2025-04-01 20:07:07.310389,INSP002,QC_FINAL,172,PASS,,0,before
QI000120,EV0000395,WO000059,SKU0013,F1,F1-L3,2025-01-23 18:37:23.567395,INSP007,QC_FINAL,40,PASS,,0,before
QI000121,EV0004584,WO000678,SKU0021,F2,F2-L1,2025-06-29 16:09:57.120455,INSP011,QC_FINAL,10,PASS,,0,before
QI000122,EV0000322,WO000048,SKU0024,F1,F1-L2,2025-01-18 16:11:12.524497,INSP013,QC_FINAL,25,FAIL,THREAD_BREAK,2,before
QI000123,EV0004174,WO000618,SKU0023,F1,F1-L2,2025-06-11 21:32:23.839668,INSP012,REWORK,6,PASS,,0,before
QI000124,EV0002560,WO000382,SKU0024,F1,F1-L1,2025-04-09 11:32:33.680491,INSP004,SEW,98,FAIL,WRINKLE,8,before
QI000125,EV0004498,WO000665,SKU0016,F2,F2-L3,2025-06-27 22:32:47.870525,INSP003,FINISH,81,PASS,,0,before
QI000126,EV0004035,WO000599,SKU0007,F1,F1-L1,2025-06-08 16:56:31.945278,INSP014,CUT,22,PASS,,0,before
QI000127,EV0000588,WO000088,SKU0013,F1,F1-L3,2025-01-27 15:06:02.211108,INSP002,QC_FINAL,44,PASS,,0,before
QI000128,EV0002833,WO000422,SKU0016,F2,F2-L3,2025-04-22 23:01:29.401459,INSP013,QC_FINAL,30,PASS,,0,before
QI000129,EV0002206,WO000330,SKU0029,F1,F1-L2,2025-04-02 00:10:34.587252,INSP006,CUT,90,PASS,,0,before
QI000130,EV0002898,WO000432,SKU0025,F1,F1-L1,2025-04-27 16:03:03.093271,INSP016,QC_INLINE,15,PASS,,0,before
QI000131,EV0003981,WO000591,SKU0004,F1,F1-L2,2025-06-01 19:26:27.891236,INSP014,CUT,40,PASS,,0,before
QI000132,EV0002570,WO000383,SKU0020,F2,F2-L3,2025-04-17 16:59:01.669593,INSP011,QC_FINAL,28,PASS,,0,before
QI000133,EV0002979,WO000444,SKU0010,F1,F1-L2,2025-05-04 03:55:49.658833,INSP002,QC_INLINE,14,PASS,,0,before
QI000134,EV0000280,WO000042,SKU0008,F2,F2-L3,2025-01-20 06:30:21.689655,INSP016,QC_FINAL,33,PASS,,0,before
QI000135,EV0004297,WO000636,SKU0001,F1,F1-L1,2025-06-19 00:53:31.775545,INSP017,QC_INLINE,61,PASS,,0,before
QI000136,EV0001338,WO000201,SKU0023,F1,F1-L3,2025-02-23 01:55:43.106945,INSP016,QC_INLINE,38,FAIL,ZIPPER_FAIL,6,before
QI000137,EV0002991,WO000446,SKU0022,F1,F1-L1,2025-05-02 02:38:16.820712,INSP003,SEW,74,FAIL,WRINKLE,9,before
QI000138,EV0004695,WO000695,SKU0002,F1,F1-L3,2025-06-30 12:39:52.153322,INSP011,SEW,46,PASS,,0,before
QI000139,EV0004037,WO000599,SKU0007,F1,F1-L2,2025-06-09 08:25:07.462554,INSP008,QC_INLINE,26,HOLD,WRINKLE,3,before
QI000140,EV0003376,WO000502,SKU0011,F1,F1-L2,2025-05-18 20:14:12.580967,INSP018,QC_FINAL,193,PASS,,0,before
QI000141,EV0002244,WO000335,SKU0003,F2,F2-L3,2025-04-05 09:37:51.276709,INSP009,QC_FINAL,36,PASS,,0,before
QI000142,EV0000869,WO000131,SKU0017,F2,F2-L2,2025-02-04 12:40:24.717273,INSP005,SEW,23,PASS,,0,before
QI000143,EV0002030,WO000304,SKU0002,F1,F1-L2,2025-03-21 19:21:16.626197,INSP011,CUT,46,FAIL,WRINKLE,6,before
QI000144,EV0004448,WO000658,SKU0027,F2,F2-L1,2025-06-26 03:00:45.168199,INSP014,QC_INLINE,98,PASS,,0,before
QI000145,EV0003704,WO000550,SKU0025,F1,F1-L1,2025-06-02 10:55:23.790855,INSP003,FINISH,113,PASS,,0,before
QI000146,EV0001318,WO000198,SKU0030,F1,F1-L1,2025-02-23 14:08:53.001411,INSP016,QC_INLINE,5,PASS,,0,before
QI000147,EV0003054,WO000455,SKU0018,F1,F1-L2,2025-05-02 03:51:02.670698,INSP005,CUT,77,PASS,,0,before
QI000148,EV0004172,WO000618,SKU0023,F1,F1-L1,2025-06-11 16:14:10.822368,INSP018,FINISH,41,PASS,,0,before
QI000149,EV0004371,WO000647,SKU0010,F1,F1-L1,2025-06-26 23:26:34.573318,INSP005,QC_INLINE,127,PASS,,0,before
QI000150,EV0001790,WO000267,SKU0005,F2,F2-L2,2025-03-20 06:01:26.803397,INSP005,PACK,40,PASS,,0,before
QI000151,EV0000790,WO000119,SKU0030,F1,F1-L1,2025-02-05 00:27:19.118886,INSP018,QC_INLINE,74,PASS,,0,before
QI000152,EV0004293,WO000635,SKU0019,F2,F2-L1,2025-06-16 22:04:07.898346,INSP010,QC_FINAL,109,PASS,,0,before
QI000153,EV0004436,WO000656,SKU0020,F2,F2-L2,2025-06-23 04:17:02.965914,INSP002,QC_FINAL,46,PASS,,0,before
QI000154,EV0004669,WO000690,SKU0014,F1,F1-L1,2025-06-29 00:46:18.808191,INSP016,PACK,54,PASS,,0,before
QI000155,EV0003725,WO000553,SKU0009,F1,F1-L1,2025-05-21 04:24:17.045118,INSP016,REWORK,5,PASS,,0,before
QI000156,EV0000270,WO000041,SKU0027,F2,F2-L3,2025-01-16 02:34:47.771651,INSP007,QC_INLINE,24,PASS,,0,before
QI000157,EV0001776,WO000266,SKU0028,F2,F2-L3,2025-03-11 17:52:17.871195,INSP014,CUT,61,PASS,,0,before
QI000158,EV0000632,WO000095,SKU0018,F1,F1-L2,2025-01-29 05:08:49.964990,INSP001,FINISH,70,PASS,,0,before
QI000159,EV0001602,WO000239,SKU0021,F2,F2-L3,2025-03-08 22:28:24.986682,INSP005,QC_FINAL,22,PASS,,0,before
QI000160,EV0003522,WO000523,SKU0028,F2,F2-L3,2025-05-23 19:21:49.135040,INSP008,PACK,20,PASS,,0,before
QI000161,EV0002718,WO000405,SKU0009,F1,F1-L1,2025-04-18 16:51:12.784349,INSP005,QC_INLINE,94,FAIL,PRINT_MISALIGN,11,before
QI000162,EV0003322,WO000494,SKU0019,F2,F2-L3,2025-05-07 11:10:28.615306,INSP005,FINISH,78,PASS,,0,before
QI000163,EV0004602,WO000681,SKU0022,F1,F1-L3,2025-07-01 22:18:15.033059,INSP016,QC_INLINE,66,PASS,,0,before
QI000164,EV0000539,WO000081,SKU0020,F2,F2-L2,2025-01-26 11:16:44.535659,INSP008,REWORK,5,PASS,,0,before
QI000165,EV0003469,WO000516,SKU0027,F2,F2-L2,2025-05-13 13:34:10.744072,INSP008,QC_INLINE,73,PASS,,0,before
QI000166,EV0002509,WO000374,SKU0026,F2,F2-L3,2025-04-12 06:26:03.254947,INSP012,QC_FINAL,49,FAIL,PRINT_MISALIGN,5,before
QI000167,EV0001429,WO000214,SKU0016,F2,F2-L2,2025-03-02 04:56:42.322837,INSP013,FINISH,20,PASS,,0,before
QI000168,EV0001866,WO000279,SKU0002,F1,F1-L2,2025-03-19 08:21:20.450443,INSP011,QC_INLINE,217,PASS,,0,before
QI000169,EV0000575,WO000086,SKU0008,F2,F2-L2,2025-01-29 19:17:03.961829,INSP004,QC_FINAL,45,FAIL,ZIPPER_FAIL,7,before
QI000170,EV0002683,WO000400,SKU0027,F2,F2-L3,2025-04-17 17:30:14.404539,INSP001,SEW,47,PASS,,0,before
QI000171,EV0000009,WO000002,SKU0013,F1,F1-L1,2025-01-04 18:50:41.361297,INSP018,QC_INLINE,45,PASS,,0,before
QI000172,EV0001578,WO000236,SKU0013,F1,F1-L1,2025-03-08 14:12:55.351731,INSP003,QC_INLINE,195,PASS,,0,before
QI000173,EV0002923,WO000435,SKU0025,F1,F1-L2,2025-04-26 12:12:12.688218,INSP016,PACK,87,PASS,,0,before
QI000174,EV0003343,WO000497,SKU0002,F1,F1-L1,2025-05-09 08:51:06.407098,INSP008,FINISH,27,PASS,,0,before
QI000175,EV0002175,WO000325,SKU0025,F1,F1-L1,2025-04-06 17:46:33.402646,INSP002,FINISH,112,PASS,,0,before
QI000176,EV0000986,WO000149,SKU0030,F1,F1-L2,2025-02-12 03:23:05.228342,INSP006,QC_INLINE,35,FAIL,STAIN,4,before
QI000177,EV0001411,WO000211,SKU0021,F2,F2-L2,2025-02-28 23:19:19.357092,INSP010,PACK,75,PASS,,0,before
QI000178,EV0004769,WO000705,SKU0021,F2,F2-L2,2025-07-05 10:58:46.133880,INSP005,PACK,73,FAIL,SEAM_SKIP,4,before
QI000179,EV0000130,WO000020,SKU0009,F1,F1-L2,2025-01-08 17:17:43.788028,INSP018,CUT,32,PASS,,0,before
QI000180,EV0000841,WO000126,SKU0027,F2,F2-L3,2025-02-10 20:28:54.930074,INSP007,PACK,107,PASS,,0,before
QI000181,EV0000905,WO000136,SKU0027,F2,F2-L3,2025-02-09 10:03:45.348404,INSP005,QC_FINAL,34,PASS,,0,before
QI000182,EV0001648,WO000246,SKU0030,F1,F1-L3,2025-03-16 23:04:43.380737,INSP018,PACK,20,PASS,,0,before
QI000183,EV0004167,WO000617,SKU0025,F1,F1-L2,2025-06-10 08:10:48.307149,INSP006,REWORK,5,PASS,,0,before
QI000184,EV0003174,WO000472,SKU0012,F2,F2-L2,2025-05-04 20:51:30.503192,INSP011,FINISH,59,PASS,,0,before
QI000185,EV0004499,WO000665,SKU0016,F2,F2-L1,2025-06-27 23:43:14.816168,INSP016,QC_FINAL,24,PASS,,0,before
QI000186,EV0004557,WO000674,SKU0002,F1,F1-L1,2025-06-29 23:05:16.642119,INSP012,QC_FINAL,36,PASS,,0,before
QI000187,EV0004563,WO000675,SKU0012,F2,F2-L2,2025-06-28 20:18:50.905650,INSP016,FINISH,21,PASS,,0,before
QI000188,EV0002108,WO000315,SKU0011,F1,F1-L3,2025-03-26 21:21:32.822989,INSP005,FINISH,85,FAIL,LABEL_WRONG,8,before
QI000189,EV0001991,WO000297,SKU0007,F1,F1-L3,2025-03-21 20:24:50.076984,INSP002,PACK,18,PASS,,0,before
QI000190,EV0003463,WO000515,SKU0002,F1,F1-L3,2025-05-15 18:20:47.083974,INSP016,FINISH,70,HOLD,THREAD_BREAK,1,before
QI000191,EV0004279,WO000633,SKU0001,F1,F1-L2,2025-06-17 00:54:48.602845,INSP011,QC_FINAL,28,PASS,,0,before
QI000192,EV0003458,WO000514,SKU0022,F1,F1-L1,2025-05-14 06:20:55.838260,INSP005,QC_FINAL,62,PASS,,0,before
QI000193,EV0000504,WO000076,SKU0002,F1,F1-L1,2025-01-26 23:16:35.404325,INSP006,QC_FINAL,63,FAIL,THREAD_BREAK,8,before
