snapshot_date,location_id,sku_id,on_hand_qty,reserved_qty,backorder_qty,holding_cost_per_unit_per_day,stockout_cost_per_unit,scenario
2025-02-03,DC_HN,SKU0022,103,4,0,0.0179,0.122,before
2025-02-03,DC_HN,SKU0026,218,8,0,0.0176,0.168,before
2025-02-03,WH_NORTH,SKU0002,307,9,0,0.0241,0.101,before
2025-02-03,WH_NORTH,SKU0013,1611,64,0,0.0198,0.149,before
2025-02-03,WH_NORTH,SKU0021,482,23,0,0.0202,0.15,before
2025-02-03,WH_NORTH,SKU0026,584,24,0,0.0139,0.13,before
2025-02-03,WH_SOUTH,SKU0004,0,0,0,0.0178,0.154,before
2025-02-03,WH_SOUTH,SKU0007,0,0,265,0.0183,0.196,before
2025-02-03,WH_SOUTH,SKU0015,291,19,0,0.0171,0.146,before
2025-02-03,WH_SOUTH,SKU0021,697,36,0,0.0149,0.151,before
2025-02-06,WH_NORTH,SKU0020,0,0,8,0.0197,0.136,before
2025-02-07,WH_NORTH,SKU0005,0,0,110,0.0205,0.186,before
2025-02-07,WH_SOUTH,SKU0009,0,0,185,0.0176,0.169,before
2025-02-09,WH_NORTH,SKU0005,0,0,110,0.0186,0.17,before
2025-02-09,WH_SOUTH,SKU0004,0,0,39,0.0178,0.149,before
2025-02-10,DC_CT,SKU0007,43,0,0,0.0183,0.19,before
2025-02-10,DC_DN,SKU0007,176,5,0,0.0211,0.147,before
2025-02-10,DC_DN,SKU0017,144,7,0,0.0189,0.178,before
2025-02-10,DC_DN,SKU0024,72,3,0,0.0195,0.13,before
2025-02-10,DC_HCMC,SKU0006,146,10,0,0.0121,0.151,before
2025-02-10,DC_HCMC,SKU0014,166,7,0,0.0201,0.129,before
2025-02-10,DC_HN,SKU0004,198,10,0,0.02,0.135,before
2025-02-10,DC_HN,SKU0026,176,7,0,0.0193,0.165,before
2025-02-10,DC_HN,SKU0029,160,4,0,0.021,0.175,before
2025-02-10,WH_SOUTH,SKU0004,0,0,39,0.0166,0.145,before
2025-02-10,WH_SOUTH,SKU0017,741,29,0,0.0204,0.135,before
2025-02-10,WH_SOUTH,SKU0018,0,0,43,0.0235,0.138,before
2025-02-10,WH_SOUTH,SKU0026,771,38,0,0.0181,0.134,before
2025-02-11,WH_SOUTH,SKU0007,0,0,265,0.0219,0.133,before
2025-02-12,WH_SOUTH,SKU0018,0,0,43,0.0194,0.166,before
2025-02-13,WH_NORTH,SKU0020,0,0,83,0.0156,0.138,before
2025-02-13,WH_SOUTH,SKU0009,0,0,185,0.0245,0.145,before
2025-02-14,WH_SOUTH,SKU0004,0,0,151,0.0188,0.139,before
2025-02-15,WH_NORTH,SKU0020,0,0,83,0.0116,0.163,before
2025-02-16,WH_SOUTH,SKU0009,0,0,185,0.0216,0.164,before
2025-02-17,DC_CT,SKU0006,124,3,0,0.0228,0.167,before
2025-02-17,DC_CT,SKU0009,212,7,0,0.02,0.17,before
2025-02-17,DC_DN,SKU0002,50,2,0,0.0205,0.133,before
2025-02-17,DC_DN,SKU0009,90,3,0,0.0189,0.156,before
2025-02-17,DC_DN,SKU0013,432,17,0,0.0183,0.119,before
2025-02-17,DC_HCMC,SKU0029,92,2,0,0.0198,0.15,before
2025-02-17,DC_HN,SKU0005,191,9,0,0.0195,0.126,before
2025-02-17,DC_HN,SKU0009,83,2,0,0.0163,0.158,before
2025-02-17,DC_HN,SKU0015,136,1,0,0.0248,0.128,before
2025-02-17,WH_NORTH,SKU0002,133,5,0,0.0193,0.161,before
2025-02-17,WH_NORTH,SKU0009,1850,60,0,0.0173,0.127,before
2025-02-17,WH_NORTH,SKU0020,0,0,83,0.0192,0.131,before
2025-02-17,WH_SOUTH,SKU0007,0,0,265,0.0189,0.189,before
2025-02-17,WH_SOUTH,SKU0015,291,12,0,0.0206,0.129,before
2025-02-17,WH_SOUTH,SKU0017,863,43,0,0.0169,0.165,before
2025-02-17,WH_SOUTH,SKU0020,441,21,0,0.0182,0.14,before
2025-02-18,WH_SOUTH,SKU0007,0,0,265,0.0163,0.169,before
2025-02-22,WH_SOUTH,SKU0018,0,0,162,0.0205,0.163,before
2025-02-23,WH_NORTH,SKU0017,0,0,21,0.0208,0.144,before
2025-02-24,DC_CT,SKU0018,153,2,0,0.0198,0.123,before
2025-02-24,DC_CT,SKU0029,78,9,0,0.0129,0.159,before
2025-02-24,DC_DN,SKU0024,94,7,0,0.0159,0.146,before
2025-02-24,DC_HCMC,SKU0017,297,7,0,0.0125,0.182,before
2025-02-24,DC_HN,SKU0007,126,6,0,0.0207,0.13,before
2025-02-24,DC_HN,SKU0015,310,15,0,0.0161,0.147,before
2025-02-24,WH_NORTH,SKU0020,0,0,83,0.0202,0.184,before
2025-02-24,WH_NORTH,SKU0029,391,21,0,0.0179,0.129,before
2025-02-24,WH_SOUTH,SKU0015,145,7,0,0.0166,0.14,before
2025-02-24,WH_SOUTH,SKU0017,731,19,0,0.0151,0.165,before
2025-02-24,WH_SOUTH,SKU0018,0,0,301,0.0181,0.125,before
2025-02-26,WH_SOUTH,SKU0018,0,0,369,0.0213,0.159,before
2025-02-27,WH_NORTH,SKU0017,0,0,21,0.0188,0.114,before
2025-02-27,WH_SOUTH,SKU0004,0,0,417,0.0204,0.187,before
2025-02-28,WH_NORTH,SKU0005,0,0,167,0.0213,0.125,before
2025-03-01,WH_SOUTH,SKU0007,0,0,346,0.02,0.157,before
2025-03-02,WH_SOUTH,SKU0004,0,0,417,0.0177,0.158,before
2025-03-03,DC_DN,SKU0006,82,4,0,0.0145,0.141,before
2025-03-03,DC_DN,SKU0013,366,12,0,0.0177,0.122,before
2025-03-03,DC_HCMC,SKU0006,187,6,0,0.0192,0.121,before
2025-03-03,DC_HCMC,SKU0026,162,2,0,0.0264,0.161,before
2025-03-03,DC_HN,SKU0018,118,4,0,0.0188,0.143,before
2025-03-03,DC_HN,SKU0021,25,0,0,0.0217,0.13,before
2025-03-03,WH_NORTH,SKU0009,1594,71,0,0.0154,0.15,before
2025-03-03,WH_NORTH,SKU0014,844,44,0,0.0223,0.137,before
2025-03-03,WH_NORTH,SKU0025,1418,62,0,0.0182,0.132,before
2025-03-03,WH_NORTH,SKU0026,443,13,0,0.0188,0.152,before
2025-03-03,WH_SOUTH,SKU0009,0,0,185,0.0149,0.145,before
2025-03-03,WH_SOUTH,SKU0024,249,5,0,0.0163,0.17,before
2025-03-03,WH_SOUTH,SKU0025,0,0,274,0.0173,0.18,before
2025-03-04,WH_SOUTH,SKU0009,0,0,185,0.014,0.166,before
2025-03-05,WH_SOUTH,SKU0004,0,0,417,0.0191,0.147,before
2025-03-05,WH_SOUTH,SKU0007,0,0,346,0.0176,0.114,before
2025-03-05,WH_SOUTH,SKU0018,0,0,369,0.0166,0.137,before
2025-03-08,WH_NORTH,SKU0017,0,0,21,0.0175,0.151,before
2025-03-08,WH_SOUTH,SKU0004,0,0,417,0.0183,0.174,before
2025-03-09,WH_SOUTH,SKU0009,0,0,185,0.0223,0.157,before
2025-03-10,DC_CT,SKU0004,294,12,0,0.0162,0.118,before
2025-03-10,DC_HN,SKU0018,96,1,0,0.0191,0.161,before
2025-03-10,DC_HN,SKU0022,122,7,0,0.0142,0.179,before
2025-03-10,WH_NORTH,SKU0004,1195,47,0,0.0185,0.157,before
2025-03-10,WH_NORTH,SKU0017,0,0,21,0.0199,0.123,before
2025-03-10,WH_NORTH,SKU0020,0,0,83,0.0145,0.141,before
2025-03-10,WH_NORTH,SKU0025,1625,66,0,0.0196,0.159,before
2025-03-13,WH_SOUTH,SKU0009,0,0,185,0.0164,0.142,before
2025-03-14,WH_NORTH,SKU0006,0,0,79,0.0206,0.162,before
2025-03-16,WH_NORTH,SKU0006,0,0,79,0.0225,0.158,before
2025-03-16,WH_NORTH,SKU0017,0,0,21,0.0228,0.133,before
2025-03-17,DC_CT,SKU0025,382,17,0,0.0215,0.147,before
2025-03-17,DC_CT,SKU0026,24,2,0,0.0207,0.18,before
2025-03-17,DC_CT,SKU0029,38,4,0,0.0206,0.117,before
2025-03-17,DC_DN,SKU0005,106,3,0,0.0184,0.151,before
2025-03-17,DC_HCMC,SKU0013,226,6,0,0.0187,0.125,before
2025-03-17,DC_HCMC,SKU0018,106,4,0,0.018,0.136,before
2025-03-17,DC_HN,SKU0002,81,4,0,0.0151,0.147,before
2025-03-17,DC_HN,SKU0013,448,18,0,0.0175,0.155,before
2025-03-17,DC_HN,SKU0024,148,8,0,0.0154,0.129,before
2025-03-17,WH_NORTH,SKU0004,1486,61,0,0.0235,0.136,before
2025-03-17,WH_NORTH,SKU0009,1432,61,0,0.0195,0.141,before
2025-03-17,WH_SOUTH,SKU0005,1283,43,0,0.0177,0.145,before
2025-03-17,WH_SOUTH,SKU0006,1013,33,0,0.0199,0.15,before
2025-03-17,WH_SOUTH,SKU0029,37,3,0,0.0145,0.186,before
2025-03-18,DC_CT,SKU0024,0,0,12,0.0111,0.156,before
2025-03-18,WH_SOUTH,SKU0009,0,0,185,0.0166,0.132,before
2025-03-18,WH_SOUTH,SKU0013,0,0,121,0.0134,0.16,before
2025-03-21,DC_CT,SKU0002,0,0,5,0.0161,0.117,before
2025-03-21,WH_NORTH,SKU0006,0,0,79,0.0163,0.126,before
2025-03-21,WH_NORTH,SKU0017,0,0,21,0.0186,0.15,before
2025-03-21,WH_SOUTH,SKU0007,0,0,400,0.0144,0.144,before
2025-03-22,WH_NORTH,SKU0020,0,0,122,0.0241,0.166,before
2025-03-22,WH_SOUTH,SKU0009,0,0,185,0.0183,0.147,before
2025-03-23,DC_CT,SKU0002,0,0,7,0.0149,0.117,before
2025-03-23,WH_NORTH,SKU0020,0,0,122,0.0216,0.19,before
2025-03-23,WH_SOUTH,SKU0013,0,0,121,0.0139,0.219,before
2025-03-24,DC_CT,SKU0002,0,0,8,0.0186,0.167,before
2025-03-24,DC_CT,SKU0025,313,9,0,0.0198,0.155,before
2025-03-24,DC_DN,SKU0004,8,0,0,0.0213,0.117,before
2025-03-24,DC_DN,SKU0025,41,3,0,0.0184,0.144,before
2025-03-24,DC_HCMC,SKU0004,97,4,0,0.0213,0.161,before
2025-03-24,DC_HN,SKU0002,62,3,0,0.0223,0.149,before
2025-03-24,DC_HN,SKU0017,81,7,0,0.0192,0.14,before
2025-03-24,DC_HN,SKU0026,101,1,0,0.0144,0.152,before
2025-03-24,WH_SOUTH,SKU0005,1283,60,0,0.0174,0.164,before
2025-03-24,WH_SOUTH,SKU0020,925,29,0,0.0194,0.177,before
2025-03-24,WH_SOUTH,SKU0022,51,1,0,0.0194,0.157,before
2025-03-24,WH_SOUTH,SKU0025,0,0,386,0.0191,0.154,before
2025-03-26,WH_SOUTH,SKU0004,0,0,506,0.0182,0.157,before
2025-03-26,WH_SOUTH,SKU0025,0,0,386,0.0169,0.158,before
2025-03-26,WH_SOUTH,SKU0029,0,0,137,0.0175,0.162,before
2025-03-27,DC_CT,SKU0002,0,0,11,0.0154,0.174,before
2025-03-29,DC_CT,SKU0024,0,0,26,0.0195,0.142,before
2025-03-29,WH_SOUTH,SKU0007,0,0,483,0.0163,0.148,before
2025-03-29,WH_SOUTH,SKU0015,0,0,282,0.0144,0.18,before
2025-03-31,DC_CT,SKU0005,7,0,0,0.0194,0.138,before
2025-03-31,DC_CT,SKU0013,29,0,0,0.0207,0.112,before
2025-03-31,DC_DN,SKU0017,39,0,0,0.0166,0.154,before
2025-03-31,DC_HCMC,SKU0006,85,0,0,0.0177,0.157,before
2025-03-31,DC_HN,SKU0014,34,1,0,0.0203,0.145,before
2025-03-31,DC_HN,SKU0026,79,7,0,0.0242,0.127,before
2025-03-31,WH_NORTH,SKU0004,1658,72,0,0.02,0.123,before
2025-03-31,WH_NORTH,SKU0005,0,0,167,0.021,0.183,before
2025-03-31,WH_NORTH,SKU0021,52,1,0,0.0185,0.135,before
2025-03-31,WH_SOUTH,SKU0015,0,0,282,0.0201,0.145,before
2025-03-31,WH_SOUTH,SKU0025,0,0,386,0.0195,0.165,before
2025-04-01,WH_NORTH,SKU0021,0,0,49,0.0202,0.139,before
2025-04-01,WH_SOUTH,SKU0004,0,0,506,0.0222,0.117,before
2025-04-01,WH_SOUTH,SKU0015,0,0,282,0.0221,0.133,before
2025-04-02,WH_NORTH,SKU0006,0,0,123,0.0187,0.171,before
2025-04-02,WH_NORTH,SKU0020,0,0,209,0.0193,0.149,before
2025-04-02,WH_SOUTH,SKU0015,0,0,282,0.0149,0.136,before
2025-04-03,DC_CT,SKU0002,0,0,22,0.0193,0.148,before
2025-04-03,DC_CT,SKU0024,0,0,31,0.0189,0.167,before
2025-04-04,DC_CT,SKU0024,0,0,31,0.0152,0.171,before
2025-04-06,WH_NORTH,SKU0021,0,0,49,0.0232,0.141,before
2025-04-06,WH_SOUTH,SKU0018,0,0,587,0.014,0.144,before
2025-04-07,DC_CT,SKU0004,174,10,0,0.0186,0.132,before
2025-04-07,DC_CT,SKU0005,65,0,0,0.0221,0.169,before
2025-04-07,DC_CT,SKU0015,82,3,0,0.0138,0.172,before
2025-04-07,DC_DN,SKU0026,37,1,0,0.0203,0.165,before
2025-04-07,DC_HCMC,SKU0014,55,2,0,0.0144,0.153,before
2025-04-07,DC_HN,SKU0029,28,2,0,0.0176,0.14,before
2025-04-07,WH_NORTH,SKU0015,1640,61,0,0.0171,0.137,before
2025-04-07,WH_SOUTH,SKU0004,0,0,506,0.0145,0.145,before
2025-04-07,WH_SOUTH,SKU0005,1271,42,0,0.0175,0.151,before
2025-04-07,WH_SOUTH,SKU0025,0,0,386,0.0163,0.138,before
2025-04-08,DC_CT,SKU0024,0,0,39,0.0226,0.205,before
2025-04-08,WH_NORTH,SKU0006,0,0,123,0.0154,0.169,before
2025-04-08,WH_SOUTH,SKU0002,0,0,351,0.0128,0.178,before
2025-04-08,WH_SOUTH,SKU0007,0,0,519,0.0192,0.165,before
2025-04-08,WH_SOUTH,SKU0018,0,0,587,0.0223,0.145,before
2025-04-11,WH_SOUTH,SKU0014,0,0,2,0.0186,0.173,before
2025-04-13,DC_DN,SKU0004,0,0,12,0.0274,0.157,before
2025-04-13,WH_SOUTH,SKU0013,0,0,152,0.0194,0.155,before
2025-04-13,WH_SOUTH,SKU0029,0,0,137,0.0218,0.153,before
2025-04-14,DC_CT,SKU0013,10,0,0,0.0214,0.155,before
2025-04-14,DC_CT,SKU0026,40,3,0,0.016,0.14,before
2025-04-14,DC_DN,SKU0014,160,9,0,0.013,0.148,before
2025-04-14,DC_HCMC,SKU0005,150,7,0,0.0128,0.217,before
2025-04-14,DC_HCMC,SKU0024,127,9,0,0.0177,0.169,before
2025-04-14,DC_HN,SKU0002,88,5,0,0.014,0.143,before
2025-04-14,DC_HN,SKU0022,54,2,0,0.0155,0.148,before
2025-04-14,WH_NORTH,SKU0002,1273,52,0,0.0129,0.163,before
2025-04-14,WH_NORTH,SKU0004,2315,103,0,0.0225,0.139,before
2025-04-14,WH_NORTH,SKU0018,2418,89,0,0.0203,0.178,before
2025-04-15,WH_SOUTH,SKU0009,0,0,478,0.019,0.156,before
2025-04-16,WH_SOUTH,SKU0018,0,0,934,0.0195,0.168,before
2025-04-18,WH_NORTH,SKU0006,0,0,123,0.0186,0.205,before
2025-04-18,WH_NORTH,SKU0020,0,0,209,0.0158,0.145,before
2025-04-19,WH_NORTH,SKU0006,0,0,123,0.0188,0.132,before
2025-04-20,WH_SOUTH,SKU0025,0,0,637,0.0161,0.11,before
2025-04-21,DC_CT,SKU0002,199,10,0,0.0155,0.114,before
2025-04-21,DC_CT,SKU0004,188,4,0,0.0178,0.158,before
2025-04-21,DC_CT,SKU0024,0,0,55,0.0164,0.155,before
2025-04-21,DC_DN,SKU0024,65,1,0,0.0201,0.12,before
2025-04-21,DC_DN,SKU0025,133,2,0,0.0177,0.093,before
2025-04-21,DC_HCMC,SKU0006,95,4,0,0.0154,0.132,before
2025-04-21,DC_HCMC,SKU0022,75,1,0,0.0241,0.154,before
2025-04-21,DC_HN,SKU0007,86,1,0,0.0155,0.168,before
2025-04-21,DC_HN,SKU0015,160,6,0,0.016,0.144,before
2025-04-21,WH_SOUTH,SKU0024,138,5,0,0.0134,0.167,before
2025-04-22,WH_NORTH,SKU0006,0,0,123,0.0138,0.164,before
2025-04-24,WH_NORTH,SKU0017,0,0,21,0.0191,0.147,before
2025-04-24,WH_NORTH,SKU0020,0,0,274,0.0211,0.142,before
2025-04-25,DC_CT,SKU0024,0,0,57,0.0196,0.17,before
2025-04-25,WH_NORTH,SKU0020,0,0,274,0.0165,0.18,before
2025-04-25,WH_SOUTH,SKU0009,0,0,478,0.0222,0.135,before
2025-04-25,WH_SOUTH,SKU0013,0,0,152,0.0211,0.127,before
2025-04-26,DC_CT,SKU0013,0,0,1,0.0189,0.125,before
2025-04-26,WH_NORTH,SKU0017,0,0,21,0.0162,0.151,before
2025-04-26,WH_SOUTH,SKU0014,0,0,351,0.0129,0.14,before
2025-04-27,WH_NORTH,SKU0020,0,0,274,0.0188,0.166,before
2025-04-27,WH_SOUTH,SKU0002,0,0,351,0.023,0.113,before
2025-04-27,WH_SOUTH,SKU0004,0,0,916,0.017,0.139,before
2025-04-28,DC_CT,SKU0020,1,0,0,0.0188,0.154,before
2025-04-28,DC_DN,SKU0007,45,1,0,0.0174,0.149,before
2025-04-28,DC_DN,SKU0020,81,4,0,0.0193,0.139,before
2025-04-28,DC_HCMC,SKU0005,101,4,0,0.0168,0.165,before
2025-04-28,DC_HCMC,SKU0026,109,6,0,0.0166,0.161,before
2025-04-28,WH_NORTH,SKU0007,1636,60,0,0.0145,0.14,before
2025-04-28,WH_NORTH,SKU0009,1752,53,0,0.0152,0.154,before
2025-04-28,WH_SOUTH,SKU0002,0,0,351,0.0171,0.157,before
2025-04-28,WH_SOUTH,SKU0026,1372,59,0,0.019,0.154,before
2025-04-29,WH_NORTH,SKU0020,0,0,274,0.0202,0.115,before
2025-04-29,WH_SOUTH,SKU0004,0,0,916,0.0156,0.157,before
2025-04-30,WH_NORTH,SKU0006,0,0,123,0.017,0.153,before
2025-05-01,WH_NORTH,SKU0005,0,0,466,0.0139,0.146,before
2025-05-01,WH_SOUTH,SKU0002,0,0,351,0.0137,0.147,before
2025-05-01,WH_SOUTH,SKU0004,0,0,916,0.0209,0.131,before
2025-05-01,WH_SOUTH,SKU0018,0,0,1327,0.0146,0.126,before
2025-05-02,WH_SOUTH,SKU0004,0,0,916,0.016,0.142,before
2025-05-02,WH_SOUTH,SKU0013,0,0,381,0.0116,0.167,before
2025-05-04,WH_SOUTH,SKU0015,0,0,551,0.0127,0.186,before
2025-05-05,DC_CT,SKU0026,99,4,0,0.0193,0.157,before
2025-05-05,DC_DN,SKU0015,32,0,0,0.0197,0.135,before
2025-05-05,DC_HN,SKU0017,115,5,0,0.0166,0.132,before
2025-05-05,DC_HN,SKU0018,292,20,0,0.0179,0.129,before
2025-05-05,WH_NORTH,SKU0007,1597,58,0,0.0166,0.176,before
2025-05-05,WH_NORTH,SKU0017,0,0,138,0.0218,0.173,before
2025-05-05,WH_NORTH,SKU0029,1739,71,0,0.0145,0.155,before
2025-05-05,WH_SOUTH,SKU0025,0,0,776,0.0172,0.144,before
2025-05-06,WH_SOUTH,SKU0014,0,0,351,0.0146,0.17,before
2025-05-07,WH_SOUTH,SKU0014,0,0,351,0.0175,0.15,before
2025-05-07,WH_SOUTH,SKU0015,0,0,551,0.0141,0.158,before
2025-05-08,DC_CT,SKU0029,0,0,16,0.0148,0.176,before
2025-05-08,DC_HN,SKU0014,0,0,5,0.0177,0.147,before
2025-05-09,DC_CT,SKU0024,0,0,77,0.0134,0.147,before
2025-05-09,WH_SOUTH,SKU0024,0,0,16,0.0157,0.144,before
2025-05-10,WH_NORTH,SKU0017,0,0,138,0.0181,0.161,before
2025-05-10,WH_SOUTH,SKU0015,0,0,551,0.0206,0.139,before
2025-05-11,DC_CT,SKU0029,0,0,18,0.0128,0.165,before
2025-05-11,WH_SOUTH,SKU0007,0,0,640,0.0151,0.169,before
2025-05-11,WH_SOUTH,SKU0015,0,0,551,0.0174,0.162,before
2025-05-12,DC_CT,SKU0005,30,0,0,0.0142,0.136,before
2025-05-12,DC_DN,SKU0018,64,5,0,0.0219,0.136,before
2025-05-12,DC_HCMC,SKU0013,81,3,0,0.019,0.17,before
2025-05-12,DC_HCMC,SKU0017,28,2,0,0.0173,0.155,before
2025-05-12,DC_HCMC,SKU0018,486,14,0,0.0162,0.156,before
2025-05-12,DC_HCMC,SKU0020,84,3,0,0.0216,0.144,before
2025-05-12,DC_HN,SKU0002,320,22,0,0.0184,0.173,before
2025-05-12,DC_HN,SKU0015,77,2,0,0.0143,0.147,before
2025-05-12,DC_HN,SKU0029,181,8,0,0.0168,0.167,before
2025-05-12,WH_NORTH,SKU0009,1752,65,0,0.0191,0.156,before
2025-05-12,WH_SOUTH,SKU0017,1056,41,0,0.0185,0.138,before
2025-05-13,WH_NORTH,SKU0021,0,0,534,0.0157,0.192,before
2025-05-13,WH_SOUTH,SKU0015,0,0,551,0.0096,0.169,before
2025-05-14,WH_SOUTH,SKU0015,0,0,551,0.0196,0.144,before
2025-05-14,WH_SOUTH,SKU0029,0,0,811,0.0223,0.143,before
2025-05-15,DC_CT,SKU0024,0,0,84,0.0223,0.144,before
2025-05-15,DC_CT,SKU0029,0,0,26,0.0232,0.169,before
2025-05-15,WH_SOUTH,SKU0009,0,0,833,0.0212,0.138,before
2025-05-15,WH_SOUTH,SKU0025,0,0,776,0.0116,0.144,before
2025-05-16,WH_NORTH,SKU0020,0,0,908,0.0175,0.156,before
2025-05-17,WH_SOUTH,SKU0007,0,0,759,0.0198,0.147,before
2025-05-17,WH_SOUTH,SKU0015,0,0,551,0.0186,0.135,before
2025-05-18,WH_NORTH,SKU0005,0,0,466,0.0153,0.115,before
2025-05-18,WH_SOUTH,SKU0014,0,0,351,0.0207,0.187,before
2025-05-19,DC_DN,SKU0005,51,4,0,0.0226,0.143,before
2025-05-19,DC_DN,SKU0007,24,0,0,0.0168,0.155,before
2025-05-19,DC_DN,SKU0024,25,2,0,0.029,0.142,before
2025-05-19,DC_HCMC,SKU0014,176,5,0,0.016,0.143,before
2025-05-19,DC_HN,SKU0029,149,10,0,0.018,0.16,before
2025-05-20,WH_SOUTH,SKU0022,0,0,204,0.0177,0.138,before
2025-05-22,WH_NORTH,SKU0020,0,0,908,0.0152,0.166,before
2025-05-24,WH_NORTH,SKU0017,0,0,138,0.0166,0.138,before
2025-05-25,WH_NORTH,SKU0017,0,0,138,0.0153,0.15,before
2025-05-26,DC_CT,SKU0005,112,5,0,0.0243,0.155,before
2025-05-26,DC_CT,SKU0017,0,0,4,0.0157,0.166,before
2025-05-26,DC_DN,SKU0025,240,13,0,0.0162,0.138,before
2025-05-26,DC_HCMC,SKU0021,20,1,0,0.0197,0.135,before
2025-05-26,DC_HN,SKU0004,88,4,0,0.0134,0.137,before
2025-05-26,DC_HN,SKU0009,104,5,0,0.0181,0.154,before
