snapshot_date,location_id,sku_id,on_hand_qty,reserved_qty,backorder_qty,holding_cost_per_unit_per_day,stockout_cost_per_unit,scenario
2025-01-27,DC_HCMC,SKU0026,180,15,0,0.0167,0.17,after
2025-01-27,DC_HN,SKU0003,70,3,0,0.0156,0.1,after
2025-01-27,DC_HN,SKU0009,164,12,0,0.0203,0.136,after
2025-01-27,WH_SOUTH,SKU0016,531,18,0,0.0145,0.112,after
2025-01-27,WH_SOUTH,SKU0024,471,14,0,0.0174,0.111,after
2025-02-03,DC_CT,SKU0018,71,2,0,0.0138,0.113,after
2025-02-03,DC_CT,SKU0019,136,5,0,0.0182,0.145,after
2025-02-03,DC_DN,SKU0003,158,5,0,0.0177,0.144,after
2025-02-03,DC_DN,SKU0017,195,6,0,0.0139,0.066,after
2025-02-03,DC_DN,SKU0019,131,3,0,0.0168,0.112,after
2025-02-03,DC_HCMC,SKU0022,84,2,0,0.0179,0.126,after
2025-02-03,DC_HN,SKU0006,38,1,0,0.0158,0.11,after
2025-02-03,DC_HN,SKU0015,259,11,0,0.0201,0.102,after
2025-02-03,DC_HN,SKU0016,269,12,0,0.0115,0.124,after
2025-02-03,WH_SOUTH,SKU0012,458,27,0,0.0146,0.126,after
2025-02-03,WH_SOUTH,SKU0016,497,22,0,0.0126,0.159,after
2025-02-03,WH_SOUTH,SKU0017,425,16,0,0.0173,0.124,after
2025-02-03,WH_SOUTH,SKU0018,141,5,0,0.0139,0.123,after
2025-02-03,WH_SOUTH,SKU0030,579,27,0,0.0138,0.138,after
2025-02-06,WH_SOUTH,SKU0009,0,0,178,0.0196,0.133,after
2025-02-08,WH_SOUTH,SKU0009,0,0,178,0.0146,0.117,after
2025-02-10,DC_CT,SKU0003,102,1,0,0.0206,0.099,after
2025-02-10,DC_CT,SKU0012,127,5,0,0.0132,0.117,after
2025-02-10,DC_CT,SKU0015,65,1,0,0.0198,0.152,after
2025-02-10,DC_DN,SKU0012,35,2,0,0.0176,0.136,after
2025-02-10,DC_DN,SKU0022,46,3,0,0.0202,0.117,after
2025-02-10,DC_DN,SKU0026,225,2,0,0.0141,0.098,after
2025-02-10,DC_HCMC,SKU0022,73,2,0,0.0139,0.105,after
2025-02-10,DC_HCMC,SKU0026,107,5,0,0.0156,0.125,after
2025-02-10,DC_HN,SKU0005,351,18,0,0.0147,0.133,after
2025-02-10,DC_HN,SKU0015,209,5,0,0.0177,0.128,after
2025-02-10,DC_HN,SKU0024,291,14,0,0.0105,0.118,after
2025-02-10,WH_NORTH,SKU0017,138,7,0,0.0159,0.122,after
2025-02-10,WH_SOUTH,SKU0009,0,0,178,0.0121,0.132,after
2025-02-10,WH_SOUTH,SKU0014,394,12,0,0.0197,0.103,after
2025-02-10,WH_SOUTH,SKU0018,141,4,0,0.0116,0.155,after
2025-02-10,WH_SOUTH,SKU0025,132,4,0,0.0192,0.129,after
2025-02-14,WH_NORTH,SKU0019,0,0,140,0.0123,0.107,after
2025-02-17,DC_DN,SKU0006,82,2,0,0.0105,0.115,after
2025-02-17,DC_DN,SKU0008,95,5,0,0.0124,0.124,after
2025-02-17,DC_DN,SKU0011,184,5,0,0.0144,0.114,after
2025-02-17,DC_DN,SKU0017,119,5,0,0.0189,0.104,after
2025-02-17,DC_DN,SKU0024,118,3,0,0.015,0.143,after
2025-02-17,DC_HCMC,SKU0003,290,10,0,0.0142,0.13,after
2025-02-17,DC_HCMC,SKU0011,124,6,0,0.0162,0.122,after
2025-02-17,DC_HCMC,SKU0022,57,5,0,0.0106,0.101,after
2025-02-17,DC_HCMC,SKU0024,123,8,0,0.0138,0.125,after
2025-02-17,DC_HCMC,SKU0030,139,3,0,0.0137,0.132,after
2025-02-17,DC_HN,SKU0003,39,2,0,0.0187,0.115,after
2025-02-17,DC_HN,SKU0006,20,0,0,0.0128,0.123,after
2025-02-17,DC_HN,SKU0014,183,13,0,0.0103,0.112,after
2025-02-17,DC_HN,SKU0015,167,7,0,0.0128,0.135,after
2025-02-17,WH_NORTH,SKU0005,133,8,0,0.011,0.112,after
2025-02-17,WH_NORTH,SKU0008,267,9,0,0.0159,0.121,after
2025-02-17,WH_NORTH,SKU0016,436,18,0,0.0153,0.119,after
2025-02-17,WH_NORTH,SKU0019,0,0,140,0.0161,0.12,after
2025-02-17,WH_NORTH,SKU0022,782,22,0,0.0153,0.109,after
2025-02-18,WH_SOUTH,SKU0011,0,0,210,0.0161,0.139,after
2025-02-21,WH_NORTH,SKU0019,0,0,290,0.0154,0.134,after
2025-02-21,WH_SOUTH,SKU0009,0,0,178,0.0213,0.135,after
2025-02-22,WH_NORTH,SKU0005,0,0,82,0.015,0.132,after
2025-02-22,WH_SOUTH,SKU0009,0,0,178,0.0181,0.154,after
2025-02-22,WH_SOUTH,SKU0025,0,0,5,0.0142,0.102,after
2025-02-24,DC_CT,SKU0005,103,4,0,0.0138,0.14,after
2025-02-24,DC_CT,SKU0030,50,0,0,0.0177,0.101,after
2025-02-24,DC_DN,SKU0005,58,1,0,0.0126,0.122,after
2025-02-24,DC_DN,SKU0016,56,3,0,0.016,0.133,after
2025-02-24,DC_HCMC,SKU0022,47,3,0,0.0172,0.14,after
2025-02-24,DC_HN,SKU0024,193,10,0,0.02,0.117,after
2025-02-24,WH_NORTH,SKU0003,147,3,0,0.0138,0.113,after
2025-02-24,WH_NORTH,SKU0018,1183,36,0,0.0202,0.115,after
2025-02-24,WH_NORTH,SKU0026,54,5,0,0.0182,0.091,after
2025-02-24,WH_SOUTH,SKU0017,1024,42,0,0.0155,0.116,after
2025-02-24,WH_SOUTH,SKU0019,783,25,0,0.0179,0.112,after
2025-02-24,WH_SOUTH,SKU0024,290,16,0,0.0107,0.13,after
2025-02-25,WH_SOUTH,SKU0009,0,0,178,0.0183,0.094,after
2025-02-26,WH_NORTH,SKU0005,0,0,82,0.0165,0.144,after
2025-02-28,WH_NORTH,SKU0019,0,0,346,0.0117,0.156,after
2025-03-02,WH_NORTH,SKU0019,0,0,346,0.0182,0.132,after
2025-03-02,WH_SOUTH,SKU0025,0,0,179,0.0129,0.148,after
2025-03-03,DC_CT,SKU0006,205,13,0,0.018,0.107,after
2025-03-03,DC_CT,SKU0018,26,3,0,0.0126,0.112,after
2025-03-03,DC_DN,SKU0003,115,6,0,0.0124,0.086,after
2025-03-03,DC_DN,SKU0006,44,2,0,0.0131,0.074,after
2025-03-03,DC_DN,SKU0008,64,2,0,0.0192,0.123,after
2025-03-03,DC_DN,SKU0024,83,2,0,0.0162,0.152,after
2025-03-03,DC_HCMC,SKU0003,170,10,0,0.0091,0.132,after
2025-03-03,DC_HCMC,SKU0006,79,5,0,0.0179,0.112,after
2025-03-03,DC_HCMC,SKU0019,242,8,0,0.0125,0.132,after
2025-03-03,DC_HCMC,SKU0024,247,11,0,0.0155,0.133,after
2025-03-03,DC_HCMC,SKU0026,232,12,0,0.0141,0.074,after
2025-03-03,DC_HCMC,SKU0030,149,11,0,0.0151,0.101,after
2025-03-03,DC_HN,SKU0009,71,1,0,0.0109,0.131,after
2025-03-03,WH_NORTH,SKU0005,0,0,82,0.0129,0.098,after
2025-03-03,WH_SOUTH,SKU0015,260,7,0,0.0148,0.096,after
2025-03-03,WH_SOUTH,SKU0018,0,0,181,0.014,0.139,after
2025-03-04,WH_SOUTH,SKU0018,0,0,181,0.0111,0.114,after
2025-03-06,WH_SOUTH,SKU0011,0,0,210,0.0182,0.148,after
2025-03-07,WH_SOUTH,SKU0009,0,0,285,0.0149,0.139,after
2025-03-10,DC_CT,SKU0017,143,5,0,0.0171,0.117,after
2025-03-10,DC_DN,SKU0022,66,4,0,0.0139,0.097,after
2025-03-10,DC_HCMC,SKU0006,60,3,0,0.0113,0.132,after
2025-03-10,DC_HCMC,SKU0012,62,1,0,0.0204,0.134,after
2025-03-10,DC_HCMC,SKU0017,44,2,0,0.0119,0.129,after
2025-03-10,DC_HCMC,SKU0019,197,8,0,0.0168,0.077,after
2025-03-10,DC_HN,SKU0012,229,11,0,0.0186,0.125,after
2025-03-10,DC_HN,SKU0014,91,5,0,0.016,0.091,after
2025-03-10,DC_HN,SKU0018,416,19,0,0.0157,0.108,after
2025-03-10,WH_NORTH,SKU0011,835,34,0,0.013,0.143,after
2025-03-10,WH_NORTH,SKU0019,0,0,346,0.0131,0.149,after
2025-03-10,WH_SOUTH,SKU0006,1395,57,0,0.0191,0.096,after
2025-03-10,WH_SOUTH,SKU0011,0,0,210,0.015,0.114,after
2025-03-12,WH_SOUTH,SKU0015,0,0,24,0.0161,0.106,after
2025-03-14,WH_NORTH,SKU0005,0,0,82,0.0162,0.106,after
2025-03-14,WH_NORTH,SKU0019,0,0,346,0.0128,0.108,after
2025-03-15,DC_DN,SKU0012,0,0,6,0.0127,0.129,after
2025-03-15,WH_SOUTH,SKU0011,0,0,210,0.017,0.137,after
2025-03-17,DC_CT,SKU0011,220,7,0,0.0184,0.133,after
2025-03-17,DC_CT,SKU0012,50,4,0,0.012,0.12,after
2025-03-17,DC_CT,SKU0030,21,1,0,0.0138,0.099,after
2025-03-17,DC_DN,SKU0018,130,7,0,0.0147,0.087,after
2025-03-17,DC_DN,SKU0025,20,1,0,0.0185,0.15,after
2025-03-17,DC_HN,SKU0009,46,2,0,0.0104,0.088,after
2025-03-17,DC_HN,SKU0024,161,7,0,0.0139,0.154,after
2025-03-18,WH_NORTH,SKU0006,0,0,91,0.0107,0.112,after
2025-03-20,WH_SOUTH,SKU0024,0,0,89,0.0186,0.121,after
2025-03-21,WH_NORTH,SKU0017,0,0,478,0.0139,0.085,after
2025-03-21,WH_SOUTH,SKU0024,0,0,89,0.0075,0.111,after
2025-03-22,WH_SOUTH,SKU0015,0,0,232,0.015,0.112,after
2025-03-23,WH_NORTH,SKU0006,0,0,91,0.0185,0.116,after
2025-03-23,WH_SOUTH,SKU0009,0,0,285,0.0116,0.132,after
2025-03-23,WH_SOUTH,SKU0018,0,0,445,0.0149,0.116,after
2025-03-23,WH_SOUTH,SKU0025,0,0,330,0.013,0.151,after
2025-03-24,DC_CT,SKU0006,134,8,0,0.0197,0.106,after
2025-03-24,DC_CT,SKU0011,172,5,0,0.0165,0.13,after
2025-03-24,DC_CT,SKU0016,20,0,0,0.0193,0.127,after
2025-03-24,DC_DN,SKU0011,65,1,0,0.0141,0.114,after
2025-03-24,DC_DN,SKU0018,106,6,0,0.0132,0.101,after
2025-03-24,DC_DN,SKU0025,12,0,0,0.0158,0.091,after
2025-03-24,DC_DN,SKU0026,181,10,0,0.015,0.11,after
2025-03-24,DC_DN,SKU0030,118,4,0,0.0143,0.125,after
2025-03-24,DC_HN,SKU0006,161,5,0,0.0154,0.099,after
2025-03-24,DC_HN,SKU0012,169,7,0,0.0149,0.12,after
2025-03-24,DC_HN,SKU0025,221,10,0,0.0171,0.114,after
2025-03-24,WH_NORTH,SKU0008,267,13,0,0.0132,0.088,after
2025-03-24,WH_NORTH,SKU0018,1660,74,0,0.0095,0.107,after
2025-03-24,WH_NORTH,SKU0022,801,39,0,0.0154,0.129,after
2025-03-24,WH_NORTH,SKU0024,1317,62,0,0.0175,0.072,after
2025-03-24,WH_NORTH,SKU0026,0,0,128,0.017,0.134,after
2025-03-24,WH_NORTH,SKU0030,1141,41,0,0.0173,0.11,after
2025-03-24,WH_SOUTH,SKU0008,949,38,0,0.0171,0.158,after
2025-03-24,WH_SOUTH,SKU0014,221,13,0,0.0128,0.109,after
2025-03-24,WH_SOUTH,SKU0015,0,0,232,0.0154,0.139,after
2025-03-24,WH_SOUTH,SKU0019,908,38,0,0.007,0.13,after
2025-03-24,WH_SOUTH,SKU0022,331,21,0,0.0171,0.129,after
2025-03-25,DC_DN,SKU0012,0,0,13,0.0172,0.134,after
2025-03-26,WH_NORTH,SKU0005,0,0,267,0.023,0.139,after
2025-03-26,WH_SOUTH,SKU0009,0,0,348,0.0184,0.148,after
2025-03-26,WH_SOUTH,SKU0015,0,0,232,0.015,0.088,after
2025-03-26,WH_SOUTH,SKU0018,0,0,576,0.0143,0.119,after
2025-03-28,WH_NORTH,SKU0019,0,0,370,0.0166,0.14,after
2025-03-29,WH_SOUTH,SKU0024,0,0,89,0.0173,0.143,after
2025-03-31,DC_CT,SKU0025,92,1,0,0.0134,0.175,after
2025-03-31,DC_DN,SKU0009,45,0,0,0.013,0.079,after
2025-03-31,DC_DN,SKU0011,49,1,0,0.0144,0.111,after
2025-03-31,DC_DN,SKU0012,0,0,17,0.0091,0.144,after
2025-03-31,DC_HN,SKU0003,0,0,8,0.0122,0.142,after
2025-03-31,DC_HN,SKU0011,104,3,0,0.0146,0.121,after
2025-03-31,WH_NORTH,SKU0003,68,5,0,0.0176,0.134,after
2025-03-31,WH_SOUTH,SKU0005,1523,64,0,0.019,0.119,after
2025-03-31,WH_SOUTH,SKU0014,129,6,0,0.0142,0.128,after
2025-03-31,WH_SOUTH,SKU0018,0,0,576,0.0161,0.117,after
2025-04-01,WH_NORTH,SKU0005,0,0,267,0.0189,0.12,after
2025-04-01,WH_NORTH,SKU0019,0,0,370,0.0137,0.101,after
2025-04-01,WH_SOUTH,SKU0009,0,0,348,0.015,0.11,after
2025-04-01,WH_SOUTH,SKU0025,0,0,330,0.0166,0.103,after
2025-04-02,WH_SOUTH,SKU0018,0,0,576,0.0113,0.104,after
2025-04-03,WH_NORTH,SKU0019,0,0,370,0.0161,0.131,after
2025-04-04,WH_SOUTH,SKU0009,0,0,348,0.0152,0.118,after
2025-04-04,WH_SOUTH,SKU0024,0,0,89,0.0137,0.124,after
2025-04-05,WH_NORTH,SKU0017,0,0,683,0.0189,0.154,after
2025-04-06,WH_NORTH,SKU0026,0,0,369,0.0185,0.128,after
2025-04-06,WH_SOUTH,SKU0009,0,0,348,0.0145,0.128,after
2025-04-06,WH_SOUTH,SKU0015,0,0,393,0.0128,0.17,after
2025-04-07,DC_DN,SKU0006,52,3,0,0.0181,0.114,after
2025-04-07,DC_DN,SKU0030,73,1,0,0.0153,0.103,after
2025-04-07,DC_HCMC,SKU0008,83,3,0,0.0199,0.126,after
2025-04-07,DC_HCMC,SKU0012,200,10,0,0.0155,0.097,after
2025-04-07,DC_HCMC,SKU0019,155,6,0,0.017,0.121,after
2025-04-07,DC_HCMC,SKU0022,25,0,0,0.0138,0.084,after
2025-04-07,DC_HN,SKU0022,29,0,0,0.0152,0.128,after
2025-04-07,DC_HN,SKU0026,207,7,0,0.017,0.115,after
2025-04-07,WH_NORTH,SKU0016,173,7,0,0.0131,0.102,after
2025-04-07,WH_NORTH,SKU0024,1558,69,0,0.0142,0.103,after
2025-04-07,WH_SOUTH,SKU0005,1570,67,0,0.0124,0.148,after
2025-04-07,WH_SOUTH,SKU0017,1595,64,0,0.013,0.127,after
2025-04-07,WH_SOUTH,SKU0024,0,0,89,0.0147,0.117,after
2025-04-08,DC_HCMC,SKU0005,0,0,20,0.0179,0.108,after
2025-04-08,WH_NORTH,SKU0019,0,0,370,0.0193,0.141,after
2025-04-08,WH_SOUTH,SKU0009,0,0,348,0.0168,0.088,after
2025-04-08,WH_SOUTH,SKU0011,0,0,448,0.0176,0.132,after
2025-04-10,DC_HCMC,SKU0005,0,0,22,0.0178,0.1,after
2025-04-10,WH_NORTH,SKU0006,0,0,195,0.0185,0.138,after
2025-04-10,WH_SOUTH,SKU0018,0,0,576,0.0115,0.131,after
2025-04-11,DC_HN,SKU0003,0,0,23,0.0103,0.122,after
2025-04-14,DC_CT,SKU0015,36,4,0,0.0111,0.113,after
2025-04-14,DC_DN,SKU0011,33,2,0,0.0158,0.14,after
2025-04-14,DC_DN,SKU0014,0,0,4,0.0109,0.156,after
2025-04-14,DC_DN,SKU0018,59,1,0,0.0163,0.128,after
2025-04-14,DC_DN,SKU0026,101,5,0,0.0168,0.124,after
2025-04-14,DC_HCMC,SKU0005,0,0,28,0.0147,0.103,after
2025-04-14,DC_HN,SKU0012,191,6,0,0.0162,0.113,after
2025-04-14,DC_HN,SKU0015,81,3,0,0.0162,0.14,after
2025-04-14,DC_HN,SKU0018,255,10,0,0.0132,0.115,after
2025-04-14,DC_HN,SKU0019,76,4,0,0.0175,0.102,after
2025-04-14,DC_HN,SKU0022,21,1,0,0.013,0.144,after
2025-04-14,WH_NORTH,SKU0006,0,0,195,0.0126,0.104,after
2025-04-14,WH_NORTH,SKU0022,801,35,0,0.0158,0.107,after
2025-04-14,WH_SOUTH,SKU0009,0,0,348,0.0148,0.151,after
2025-04-14,WH_SOUTH,SKU0019,1378,53,0,0.0151,0.144,after
2025-04-15,WH_NORTH,SKU0017,0,0,683,0.0144,0.127,after
2025-04-17,DC_DN,SKU0014,0,0,9,0.0101,0.156,after
2025-04-17,WH_NORTH,SKU0005,0,0,453,0.0178,0.13,after
2025-04-17,WH_SOUTH,SKU0009,0,0,348,0.0173,0.145,after
2025-04-18,DC_HCMC,SKU0005,0,0,34,0.012,0.136,after
2025-04-18,WH_SOUTH,SKU0009,0,0,348,0.0098,0.127,after
2025-04-19,DC_DN,SKU0014,0,0,9,0.0176,0.156,after
2025-04-19,WH_NORTH,SKU0019,0,0,370,0.0191,0.13,after
2025-04-20,WH_NORTH,SKU0006,0,0,195,0.0143,0.132,after
2025-04-21,DC_CT,SKU0006,61,7,0,0.0173,0.161,after
2025-04-21,DC_CT,SKU0016,113,4,0,0.0169,0.112,after
2025-04-21,DC_DN,SKU0005,57,1,0,0.0136,0.115,after
2025-04-21,DC_DN,SKU0024,103,3,0,0.0151,0.11,after
2025-04-21,DC_HN,SKU0008,63,4,0,0.0152,0.121,after
2025-04-21,DC_HN,SKU0012,152,8,0,0.0126,0.148,after
2025-04-21,WH_NORTH,SKU0009,1015,47,0,0.0147,0.121,after
2025-04-21,WH_NORTH,SKU0017,0,0,857,0.0171,0.116,after
2025-04-21,WH_SOUTH,SKU0026,1436,52,0,0.0119,0.12,after
2025-04-22,WH_SOUTH,SKU0015,0,0,677,0.0118,0.113,after
2025-04-22,WH_SOUTH,SKU0025,0,0,518,0.0196,0.128,after
2025-04-23,DC_DN,SKU0012,0,0,52,0.0181,0.134,after
2025-04-23,DC_HN,SKU0003,0,0,38,0.0168,0.096,after
2025-04-23,WH_NORTH,SKU0006,0,0,195,0.0112,0.117,after
2025-04-23,WH_SOUTH,SKU0011,0,0,448,0.0117,0.129,after
2025-04-24,DC_HCMC,SKU0005,0,0,41,0.0135,0.11,after
2025-04-24,DC_HN,SKU0003,0,0,38,0.0143,0.123,after
2025-04-24,WH_SOUTH,SKU0009,0,0,348,0.0109,0.117,after
2025-04-24,WH_SOUTH,SKU0018,0,0,576,0.0176,0.146,after
2025-04-26,DC_DN,SKU0014,0,0,12,0.0211,0.133,after
2025-04-27,DC_HN,SKU0003,0,0,42,0.0202,0.169,after
2025-04-27,WH_SOUTH,SKU0018,0,0,576,0.0191,0.093,after
2025-04-28,DC_CT,SKU0008,74,3,0,0.0175,0.14,after
2025-04-28,DC_CT,SKU0017,56,1,0,0.0182,0.133,after
2025-04-28,DC_DN,SKU0008,66,1,0,0.0182,0.129,after
2025-04-28,DC_HN,SKU0014,111,7,0,0.0182,0.084,after
2025-04-28,DC_HN,SKU0026,110,5,0,0.0144,0.14,after
2025-04-28,WH_NORTH,SKU0006,0,0,195,0.0176,0.102,after
2025-04-28,WH_NORTH,SKU0011,1180,50,0,0.0182,0.106,after
2025-04-28,WH_SOUTH,SKU0008,1260,40,0,0.0139,0.104,after
2025-04-28,WH_SOUTH,SKU0018,0,0,576,0.0137,0.135,after
2025-04-29,DC_CT,SKU0009,0,0,3,0.0199,0.105,after
2025-04-29,WH_NORTH,SKU0017,0,0,967,0.0077,0.141,after
2025-04-29,WH_SOUTH,SKU0009,0,0,348,0.0123,0.107,after
2025-04-30,DC_CT,SKU0019,0,0,4,0.0185,0.069,after
2025-04-30,WH_SOUTH,SKU0015,0,0,677,0.0183,0.126,after
2025-05-01,DC_DN,SKU0012,0,0,61,0.0129,0.147,after
2025-05-01,DC_HCMC,SKU0005,0,0,49,0.0139,0.1,after
2025-05-02,DC_CT,SKU0009,0,0,4,0.0136,0.13,after
2025-05-02,DC_CT,SKU0019,0,0,5,0.0218,0.13,after
2025-05-02,WH_NORTH,SKU0005,0,0,575,0.0181,0.106,after
2025-05-02,WH_SOUTH,SKU0025,0,0,518,0.0131,0.123,after
2025-05-03,WH_SOUTH,SKU0025,0,0,518,0.0167,0.116,after
2025-05-04,WH_NORTH,SKU0005,0,0,575,0.0176,0.1,after
2025-05-05,DC_CT,SKU0024,22,2,0,0.0151,0.127,after
2025-05-05,DC_HCMC,SKU0005,0,0,54,0.0133,0.112,after
2025-05-05,DC_HCMC,SKU0008,225,8,0,0.0111,0.123,after
2025-05-05,DC_HCMC,SKU0014,95,4,0,0.0228,0.131,after
2025-05-05,WH_NORTH,SKU0003,68,0,0,0.015,0.116,after
2025-05-05,WH_NORTH,SKU0011,1180,60,0,0.0164,0.113,after
2025-05-05,WH_NORTH,SKU0015,1967,73,0,0.0112,0.097,after
2025-05-05,WH_SOUTH,SKU0022,38,3,0,0.0184,0.118,after
2025-05-05,WH_SOUTH,SKU0024,0,0,442,0.0122,0.143,after
2025-05-05,WH_SOUTH,SKU0025,0,0,518,0.0154,0.113,after
2025-05-06,DC_DN,SKU0012,0,0,64,0.0154,0.124,after
2025-05-06,WH_NORTH,SKU0005,0,0,575,0.0093,0.135,after
2025-05-06,WH_SOUTH,SKU0011,0,0,448,0.0171,0.076,after
2025-05-07,DC_DN,SKU0012,0,0,64,0.0125,0.127,after
2025-05-07,WH_SOUTH,SKU0009,0,0,501,0.0116,0.115,after
2025-05-09,DC_DN,SKU0012,0,0,70,0.0148,0.138,after
2025-05-09,DC_HN,SKU0022,0,0,6,0.0178,0.143,after
2025-05-10,DC_HN,SKU0003,0,0,49,0.0149,0.123,after
2025-05-10,WH_NORTH,SKU0017,0,0,967,0.0092,0.13,after
2025-05-11,WH_NORTH,SKU0026,0,0,473,0.0135,0.161,after
2025-05-11,WH_SOUTH,SKU0024,0,0,442,0.0177,0.137,after
2025-05-12,DC_CT,SKU0008,138,3,0,0.0152,0.095,after
2025-05-12,DC_CT,SKU0009,0,0,18,0.0108,0.124,after
2025-05-12,DC_CT,SKU0018,54,1,0,0.0214,0.1,after
2025-05-12,DC_DN,SKU0006,19,2,0,0.0124,0.115,after
2025-05-12,DC_DN,SKU0011,7,0,0,0.0151,0.135,after
2025-05-12,DC_DN,SKU0015,44,2,0,0.0216,0.135,after
2025-05-12,DC_DN,SKU0017,88,6,0,0.0142,0.128,after
2025-05-12,DC_DN,SKU0025,93,4,0,0.0156,0.139,after
2025-05-12,WH_NORTH,SKU0008,0,0,53,0.0086,0.167,after
2025-05-12,WH_SOUTH,SKU0025,0,0,518,0.0192,0.131,after
2025-05-14,DC_DN,SKU0012,0,0,74,0.0114,0.157,after
2025-05-14,WH_NORTH,SKU0008,0,0,53,0.0197,0.113,after
2025-05-15,DC_CT,SKU0009,0,0,20,0.006,0.13,after
2025-05-15,DC_HN,SKU0022,0,0,12,0.0067,0.156,after
2025-05-15,WH_SOUTH,SKU0011,0,0,448,0.013,0.094,after
2025-05-15,WH_SOUTH,SKU0018,0,0,576,0.0187,0.152,after
2025-05-16,DC_DN,SKU0022,0,0,10,0.0147,0.142,after
2025-05-16,WH_NORTH,SKU0003,0,0,12,0.0081,0.135,after
2025-05-16,WH_NORTH,SKU0006,0,0,195,0.0174,0.123,after
2025-05-17,WH_SOUTH,SKU0009,0,0,501,0.0141,0.111,after
2025-05-17,WH_SOUTH,SKU0018,0,0,576,0.011,0.132,after
2025-05-19,DC_CT,SKU0006,30,0,0,0.0192,0.102,after
2025-05-19,DC_HCMC,SKU0016,213,7,0,0.0169,0.143,after
2025-05-19,DC_HCMC,SKU0018,49,0,0,0.0155,0.138,after
2025-05-19,DC_HCMC,SKU0019,143,6,0,0.013,0.11,after
2025-05-19,DC_HN,SKU0011,447,16,0,0.009,0.073,after
2025-05-19,DC_HN,SKU0014,56,2,0,0.0164,0.111,after
2025-05-19,DC_HN,SKU0025,180,4,0,0.0155,0.114,after
2025-05-19,WH_NORTH,SKU0022,1358,59,0,0.0128,0.138,after
