inspection_id,event_id,work_order_id,sku_id,factory_id,production_line_id,inspection_time,inspector_id,inspection_stage,qty_checked,result,defect_code,defects_found_qty,scenario
QI000050,EV0002927,WO000456,SKU0027,F2,F2-L1,2025-04-30 00:01:11.931883,INSP018,PACK,62,PASS,,0,after
QI000051,EV0003542,WO000553,SKU0007,F1,F1-L2,2025-05-27 03:46:18.765379,INSP001,QC_INLINE,77,PASS,,0,after
QI000052,EV0001777,WO000278,SKU0016,F2,F2-L2,2025-03-13 01:38:35.875804,INSP013,FINISH,37,PASS,,0,after
QI000053,EV0001087,WO000170,SKU0016,F2,F2-L2,2025-02-17 21:06:09.847132,INSP012,QC_INLINE,56,PASS,,0,after
QI000054,EV0000131,WO000021,SKU0009,F1,F1-L2,2025-01-11 22:03:13.972021,INSP014,QC_FINAL,39,PASS,,0,after
QI000055,EV0003980,WO000622,SKU0003,F2,F2-L3,2025-06-14 00:03:23.006898,INSP011,QC_FINAL,40,FAIL,SEAM_SKIP,5,after
QI000056,EV0001907,WO000298,SKU0010,F1,F1-L1,2025-03-23 04:30:18.566119,INSP011,QC_INLINE,26,FAIL,PRINT_MISALIGN,1,after
QI000057,EV0002200,WO000343,SKU0016,F2,F2-L3,2025-04-03 14:59:38.989572,INSP018,CUT,64,PASS,,0,after
QI000058,EV0003760,WO000587,SKU0021,F2,F2-L2,2025-06-09 08:11:07.754614,INSP013,QC_FINAL,72,FAIL,WRINKLE,10,after
QI000059,EV0000709,WO000111,SKU0026,F2,F2-L1,2025-02-09 13:04:04.563609,INSP013,QC_FINAL,19,PASS,,0,after
QI000060,EV0002815,WO000439,SKU0023,F1,F1-L3,2025-04-26 17:04:26.070679,INSP005,QC_FINAL,47,PASS,,0,after
QI000061,EV0000239,WO000038,SKU0028,F2,F2-L3,2025-01-16 17:21:48.357350,INSP004,QC_INLINE,25,PASS,,0,after
QI000062,EV0001515,WO000237,SKU0029,F1,F1-L1,2025-03-04 12:03:22.432352,INSP003,QC_FINAL,141,PASS,,0,after
QI000063,EV0003490,WO000545,SKU0028,F2,F2-L3,2025-05-28 00:41:12.548636,INSP016,QC_INLINE,10,PASS,,0,after
QI000064,EV0002842,WO000443,SKU0008,F2,F2-L3,2025-04-29 03:44:20.740332,INSP004,QC_FINAL,99,PASS,,0,after
QI000065,EV0002537,WO000396,SKU0027,F2,F2-L2,2025-04-17 02:19:32.536122,INSP016,CUT,209,PASS,,0,after
QI000066,EV0003365,WO000525,SKU0008,F2,F2-L2,2025-05-20 19:53:27.814595,INSP008,QC_FINAL,23,PASS,,0,after
QI000067,EV0002116,WO000330,SKU0011,F1,F1-L2,2025-03-28 15:24:56.640957,INSP007,CUT,62,PASS,,0,after
QI000068,EV0002000,WO000311,SKU0011,F1,F1-L2,2025-03-29 03:56:17.448068,INSP018,REWORK,5,PASS,,0,after
QI000069,EV0002107,WO000328,SKU0027,F2,F2-L3,2025-03-24 21:25:47.676098,INSP008,QC_FINAL,21,FAIL,SEAM_SKIP,1,after
QI000070,EV0003658,WO000571,SKU0027,F2,F2-L3,2025-06-05 14:32:04.009555,INSP017,PACK,56,PASS,,0,after
QI000071,EV0004321,WO000676,SKU0022,F1,F1-L2,2025-06-28 03:34:55.656920,INSP002,PACK,22,PASS,,0,after
QI000072,EV0003862,WO000603,SKU0023,F1,F1-L2,2025-06-12 22:20:01.508255,INSP012,QC_FINAL,20,PASS,,0,after
QI000073,EV0003418,WO000533,SKU0011,F1,F1-L1,2025-05-24 05:19:33.341291,INSP003,PACK,66,PASS,,0,after
QI000074,EV0003621,WO000565,SKU0016,F2,F2-L3,2025-06-05 16:19:47.014524,INSP016,PACK,76,PASS,,0,after
QI000075,EV0001054,WO000165,SKU0018,F1,F1-L2,2025-02-13 19:28:56.895382,INSP012,QC_INLINE,23,PASS,,0,after
QI000076,EV0001356,WO000212,SKU0017,F2,F2-L3,2025-02-26 21:56:52.222872,INSP009,QC_INLINE,10,FAIL,PRINT_MISALIGN,1,after
QI000077,EV0000391,WO000062,SKU0017,F2,F2-L3,2025-01-22 08:20:38.879777,INSP009,QC_INLINE,69,FAIL,ZIPPER_FAIL,2,after
QI000078,EV0002660,WO000415,SKU0030,F1,F1-L1,2025-04-18 16:56:08.178029,INSP013,CUT,64,PASS,,0,after
QI000079,EV0001619,WO000253,SKU0018,F1,F1-L3,2025-03-08 15:56:45.420243,INSP009,PACK,6,HOLD,ZIPPER_FAIL,1,after
QI000080,EV0002428,WO000378,SKU0016,F2,F2-L2,2025-04-12 11:48:48.342126,INSP008,FINISH,41,PASS,,0,after
QI000081,EV0002261,WO000352,SKU0010,F1,F1-L2,2025-04-10 06:57:15.838204,INSP017,SEW,145,PASS,,0,after
QI000082,EV0004362,WO000683,SKU0017,F2,F2-L1,2025-07-02 02:31:37.383635,INSP003,QC_INLINE,95,PASS,,0,after
QI000083,EV0000178,WO000028,SKU0012,F2,F2-L3,2025-01-10 14:00:48.723026,INSP011,PACK,35,PASS,,0,after
QI000084,EV0001196,WO000187,SKU0006,F2,F2-L3,2025-02-20 19:52:11.005601,INSP002,QC_INLINE,62,PASS,,0,after
QI000085,EV0000620,WO000097,SKU0019,F2,F2-L3,2025-02-04 13:32:55.365257,INSP015,PACK,100,PASS,,0,after
QI000086,EV0003672,WO000573,SKU0019,F2,F2-L2,2025-06-09 19:05:58.512855,INSP004,PACK,41,PASS,,0,after
QI000087,EV0003097,WO000483,SKU0017,F2,F2-L3,2025-05-08 05:12:08.336877,INSP010,QC_INLINE,41,PASS,,0,after
QI000088,EV0000426,WO000067,SKU0010,F1,F1-L1,2025-01-20 08:57:33.637620,INSP009,PACK,21,PASS,,0,after
QI000089,EV0002433,WO000379,SKU0020,F2,F2-L1,2025-04-09 12:30:57.382603,INSP016,QC_INLINE,46,PASS,,0,after
QI000090,EV0000911,WO000143,SKU0022,F1,F1-L3,2025-02-12 08:51:11.186712,INSP017,FINISH,27,FAIL,LABEL_WRONG,2,after
QI000091,EV0000560,WO000088,SKU0020,F2,F2-L3,2025-01-27 05:52:52.612140,INSP014,QC_FINAL,46,PASS,,0,after
QI000092,EV0002720,WO000424,SKU0029,F1,F1-L2,2025-04-22 05:24:36.085778,INSP012,QC_FINAL,180,PASS,,0,after
QI000093,EV0001726,WO000270,SKU0018,F1,F1-L3,2025-03-11 00:11:21.357697,INSP010,QC_FINAL,25,FAIL,SEAM_SKIP,3,after
QI000094,EV0004529,WO000709,SKU0027,F2,F2-L1,2025-07-01 23:17:15.493095,INSP014,PACK,32,PASS,,0,after
QI000095,EV0001855,WO000290,SKU0010,F1,F1-L2,2025-03-17 11:02:23.756828,INSP003,QC_FINAL,9,HOLD,MEASURE_OOS,1,after
QI000096,EV0000942,WO000148,SKU0004,F1,F1-L1,2025-02-17 15:37:16.593034,INSP018,FINISH,53,PASS,,0,after
QI000097,EV0001733,WO000271,SKU0019,F2,F2-L1,2025-03-16 12:27:36.583510,INSP017,QC_FINAL,30,FAIL,SEAM_SKIP,2,after
QI000098,EV0000743,WO000117,SKU0013,F1,F1-L2,2025-02-01 06:50:21.680205,INSP013,SEW,56,PASS,,0,after
QI000099,EV0002790,WO000435,SKU0012,F2,F2-L1,2025-04-28 06:48:55.097111,INSP010,QC_FINAL,35,PASS,,0,after
QI000100,EV0003635,WO000568,SKU0030,F1,F1-L2,2025-06-01 06:52:32.708263,INSP012,SEW,33,PASS,,0,after
QI000101,EV0003576,WO000558,SKU0011,F1,F1-L3,2025-06-01 21:31:21.105163,INSP004,PACK,5,PASS,,0,after
QI000102,EV0002764,WO000431,SKU0029,F1,F1-L3,2025-04-24 07:55:26.886536,INSP010,QC_FINAL,16,FAIL,SEAM_SKIP,1,after
QI000103,EV0000437,WO000069,SKU0008,F2,F2-L3,2025-01-21 23:43:12.393949,INSP009,QC_FINAL,14,PASS,,0,after
QI000104,EV0000509,WO000080,SKU0007,F1,F1-L1,2025-01-26 01:09:54.528369,INSP016,QC_FINAL,52,PASS,,0,after
QI000105,EV0003768,WO000588,SKU0015,F1,F1-L2,2025-06-08 20:16:37.776240,INSP017,PACK,30,PASS,,0,after
QI000106,EV0003545,WO000553,SKU0007,F1,F1-L1,2025-05-27 13:55:39.567061,INSP018,REWORK,5,PASS,,0,after
QI000107,EV0001541,WO000241,SKU0001,F1,F1-L3,2025-03-07 10:51:53.391362,INSP015,QC_FINAL,78,PASS,,0,after
QI000108,EV0000916,WO000144,SKU0019,F2,F2-L3,2025-02-14 19:20:04.553728,INSP006,QC_INLINE,16,FAIL,PRINT_MISALIGN,1,after
QI000109,EV0003123,WO000487,SKU0005,F2,F2-L3,2025-05-09 18:21:38.969564,INSP014,FINISH,27,PASS,,0,after
QI000110,EV0003730,WO000583,SKU0015,F1,F1-L1,2025-06-08 14:18:59.070930,INSP010,CUT,78,PASS,,0,after
QI000111,EV0002647,WO000412,SKU0017,F2,F2-L1,2025-04-21 18:57:33.447224,INSP004,PACK,6,FAIL,STAIN,1,after
QI000112,EV0003290,WO000513,SKU0020,F2,F2-L3,2025-05-19 14:24:23.290124,INSP001,PACK,14,PASS,,0,after
QI000113,EV0001953,WO000305,SKU0020,F2,F2-L1,2025-03-18 11:06:35.971042,INSP016,QC_INLINE,17,PASS,,0,after
QI000114,EV0002936,WO000458,SKU0023,F1,F1-L3,2025-05-01 19:02:26.501656,INSP011,QC_INLINE,24,PASS,,0,after
QI000115,EV0001900,WO000297,SKU0025,F1,F1-L2,2025-03-23 07:51:42.223296,INSP003,QC_INLINE,174,PASS,,0,after
QI000116,EV0001162,WO000181,SKU0006,F2,F2-L2,2025-02-19 06:44:39.157466,INSP018,PACK,32,PASS,,0,after
QI000117,EV0003328,WO000519,SKU0018,F1,F1-L1,2025-05-21 23:25:58.289278,INSP006,QC_FINAL,31,HOLD,MEASURE_OOS,2,after
QI000118,EV0002975,WO000464,SKU0019,F2,F2-L1,2025-05-04 14:53:01.674117,INSP015,QC_FINAL,70,PASS,,0,after
QI000119,EV0002693,WO000420,SKU0027,F2,F2-L1,2025-04-19 11:59:53.418153,INSP005,QC_INLINE,25,PASS,,0,after
QI000120,EV0004358,WO000682,SKU0028,F2,F2-L2,2025-06-30 02:56:09.969734,INSP002,QC_FINAL,84,PASS,,0,after
QI000121,EV0001556,WO000244,SKU0005,F2,F2-L2,2025-03-07 12:17:10.153733,INSP007,SEW,64,PASS,,0,after
QI000122,EV0001335,WO000209,SKU0016,F2,F2-L3,2025-02-21 16:31:56.575675,INSP005,CUT,59,PASS,,0,after
QI000123,EV0000241,WO000038,SKU0028,F2,F2-L1,2025-01-16 23:41:54.903534,INSP015,QC_FINAL,9,PASS,,0,after
QI000124,EV0001084,WO000169,SKU0010,F1,F1-L3,2025-02-19 00:25:50.667919,INSP004,PACK,10,PASS,,0,after
QI000125,EV0001928,WO000301,SKU0017,F2,F2-L3,2025-03-22 01:18:12.468144,INSP005,FINISH,85,FAIL,PRINT_MISALIGN,2,after
QI000126,EV0003844,WO000600,SKU0027,F2,F2-L1,2025-06-12 04:43:32.591989,INSP006,QC_FINAL,27,PASS,,0,after
QI000127,EV0003263,WO000509,SKU0024,F1,F1-L2,2025-05-19 03:38:20.756094,INSP008,QC_FINAL,14,PASS,,0,after
QI000128,EV0000615,WO000097,SKU0019,F2,F2-L3,2025-02-03 17:47:07.573532,INSP017,SEW,40,PASS,,0,after
QI000129,EV0001840,WO000288,SKU0015,F1,F1-L3,2025-03-20 18:41:01.496832,INSP009,QC_INLINE,128,PASS,,0,after
QI000130,EV0001093,WO000171,SKU0011,F1,F1-L3,2025-02-15 23:17:46.584220,INSP006,QC_INLINE,27,PASS,,0,after
QI000131,EV0004085,WO000639,SKU0013,F1,F1-L2,2025-06-15 14:39:17.538003,INSP015,CUT,17,PASS,,0,after
QI000132,EV0001138,WO000178,SKU0009,F1,F1-L2,2025-02-21 16:19:18.109923,INSP011,QC_INLINE,30,PASS,,0,after
QI000133,EV0002465,WO000384,SKU0009,F1,F1-L3,2025-04-15 05:16:48.856929,INSP006,FINISH,167,PASS,,0,after
QI000134,EV0000397,WO000063,SKU0021,F2,F2-L1,2025-01-24 03:33:38.154779,INSP011,QC_INLINE,38,PASS,,0,after
QI000135,EV0002761,WO000431,SKU0029,F1,F1-L2,2025-04-24 01:59:27.095235,INSP011,QC_INLINE,97,PASS,,0,after
QI000136,EV0002369,WO000369,SKU0001,F1,F1-L3,2025-04-08 04:54:24.377991,INSP009,QC_INLINE,17,HOLD,MEASURE_OOS,1,after
QI000137,EV0002280,WO000355,SKU0010,F1,F1-L1,2025-04-07 19:10:55.508495,INSP004,QC_INLINE,16,PASS,,0,after
QI000138,EV0001843,WO000288,SKU0015,F1,F1-L3,2025-03-21 07:26:16.430987,INSP013,REWORK,5,PASS,,0,after
QI000139,EV0002086,WO000325,SKU0024,F1,F1-L2,2025-03-24 16:58:40.718924,INSP003,QC_INLINE,87,PASS,,0,after
QI000140,EV0003493,WO000545,SKU0028,F2,F2-L1,2025-05-28 09:55:28.864729,INSP001,PACK,63,PASS,,0,after
QI000141,EV0001381,WO000216,SKU0001,F1,F1-L1,2025-03-01 15:32:30.986290,INSP012,FINISH,123,PASS,,0,after
QI000142,EV0001883,WO000294,SKU0017,F2,F2-L3,2025-03-16 05:28:57.275208,INSP012,PACK,33,PASS,,0,after
QI000143,EV0003259,WO000509,SKU0024,F1,F1-L2,2025-05-18 12:20:13.223127,INSP007,CUT,65,PASS,,0,after
QI000144,EV0000205,WO000033,SKU0027,F2,F2-L1,2025-01-15 18:24:06.096845,INSP004,QC_INLINE,10,PASS,,0,after
QI000145,EV0002929,WO000457,SKU0002,F1,F1-L3,2025-04-28 21:03:10.761606,INSP006,SEW,22,PASS,,0,after
QI000146,EV0004379,WO000686,SKU0009,F1,F1-L2,2025-06-30 01:17:22.127864,INSP011,SEW,12,PASS,,0,after
QI000147,EV0001380,WO000216,SKU0001,F1,F1-L2,2025-03-01 07:42:27.174044,INSP015,QC_INLINE,129,PASS,,0,after
QI000148,EV0002996,WO000467,SKU0012,F2,F2-L1,2025-05-07 19:40:42.209994,INSP016,QC_FINAL,23,PASS,,0,after
QI000149,EV0004115,WO000643,SKU0011,F1,F1-L1,2025-06-19 14:24:48.331394,INSP003,QC_FINAL,43,PASS,,0,after
QI000150,EV0001535,WO000240,SKU0013,F1,F1-L3,2025-03-08 00:05:53.584485,INSP001,QC_FINAL,70,PASS,,0,after
QI000151,EV0002546,WO000397,SKU0001,F1,F1-L3,2025-04-20 05:46:41.698174,INSP017,SEW,10,PASS,,0,after
QI000152,EV0002258,WO000351,SKU0029,F1,F1-L1,2025-04-04 17:52:35.594717,INSP007,QC_FINAL,107,FAIL,SEAM_SKIP,13,after
QI000153,EV0002277,WO000354,SKU0014,F1,F1-L2,2025-04-07 09:09:12.894606,INSP015,PACK,78,PASS,,0,after
QI000154,EV0004183,WO000654,SKU0021,F2,F2-L3,2025-06-24 00:04:26.169053,INSP006,QC_FINAL,27,FAIL,SEAM_SKIP,1,after
QI000155,EV0002843,WO000443,SKU0008,F2,F2-L3,2025-04-29 07:33:25.738772,INSP011,PACK,73,PASS,,0,after
QI000156,EV0003270,WO000510,SKU0010,F1,F1-L2,2025-05-20 15:14:37.739224,INSP018,PACK,98,PASS,,0,after
QI000157,EV0004176,WO000653,SKU0021,F2,F2-L2,2025-06-23 11:08:10.557735,INSP013,FINISH,52,PASS,,0,after
QI000158,EV0002482,WO000387,SKU0017,F2,F2-L3,2025-04-13 18:31:32.415309,INSP002,CUT,18,PASS,,0,after
QI000159,EV0001759,WO000275,SKU0006,F2,F2-L2,2025-03-15 18:01:16.400246,INSP007,PACK,217,PASS,,0,after
QI000160,EV0001699,WO000266,SKU0020,F2,F2-L3,2025-03-08 08:15:31.804100,INSP013,QC_INLINE,27,FAIL,MEASURE_OOS,2,after
QI000161,EV0001605,WO000251,SKU0023,F1,F1-L1,2025-03-07 13:41:30.833051,INSP016,QC_FINAL,97,FAIL,MEASURE_OOS,6,after
QI000162,EV0004541,WO000711,SKU0017,F2,F2-L3,2025-07-03 08:35:17.154999,INSP004,REWORK,5,PASS,,0,after
QI000163,EV0003134,WO000489,SKU0017,F2,F2-L3,2025-05-09 14:38:04.713073,INSP005,QC_INLINE,12,PASS,,0,after
QI000164,EV0003761,WO000587,SKU0021,F2,F2-L3,2025-06-09 09:24:42.407504,INSP005,PACK,52,PASS,,0,after
QI000165,EV0002176,WO000339,SKU0030,F1,F1-L2,2025-03-30 05:46:07.437500,INSP018,FINISH,25,PASS,,0,after
QI000166,EV0001390,WO000217,SKU0004,F1,F1-L2,2025-03-03 07:47:54.629831,INSP004,PACK,211,PASS,,0,after
QI000167,EV0001114,WO000174,SKU0030,F1,F1-L2,2025-02-16 03:49:16.055756,INSP016,FINISH,70,FAIL,MEASURE_OOS,4,after
QI000168,EV0000339,WO000053,SKU0019,F2,F2-L3,2025-01-21 14:24:37.560324,INSP003,PACK,11,PASS,,0,after
QI000169,EV0002528,WO000394,SKU0019,F2,F2-L2,2025-04-16 04:02:26.727639,INSP008,FINISH,69,PASS,,0,after
QI000170,EV0002436,WO000379,SKU0020,F2,F2-L1,2025-04-09 19:17:18.295633,INSP006,PACK,39,PASS,,0,after
QI000171,EV0003774,WO000589,SKU0014,F1,F1-L3,2025-06-07 12:35:14.655038,INSP007,PACK,45,PASS,,0,after
QI000172,EV0003358,WO000524,SKU0006,F2,F2-L2,2025-05-26 19:11:50.984694,INSP008,FINISH,39,PASS,,0,after
QI000173,EV0003645,WO000569,SKU0008,F2,F2-L2,2025-06-05 05:54:13.735894,INSP009,PACK,16,PASS,,0,after
QI000174,EV0004282,WO000670,SKU0014,F1,F1-L1,2025-06-27 19:29:57.031961,INSP018,QC_FINAL,93,PASS,,0,after
QI000175,EV0004119,WO000644,SKU0027,F2,F2-L1,2025-06-16 01:32:34.572070,INSP017,QC_INLINE,15,FAIL,LABEL_WRONG,1,after
QI000176,EV0001022,WO000160,SKU0001,F1,F1-L1,2025-02-15 19:42:35.595103,INSP003,QC_FINAL,54,PASS,,0,after
QI000177,EV0001582,WO000248,SKU0014,F1,F1-L3,2025-03-05 16:53:35.542252,INSP011,SEW,14,PASS,,0,after
QI000178,EV0004066,WO000635,SKU0022,F1,F1-L1,2025-06-16 13:04:36.998727,INSP009,PACK,28,PASS,,0,after
QI000179,EV0002855,WO000445,SKU0010,F1,F1-L3,2025-04-24 10:13:20.194058,INSP004,QC_FINAL,11,FAIL,MEASURE_OOS,1,after
QI000180,EV0000649,WO000102,SKU0030,F1,F1-L1,2025-02-02 00:42:02.788711,INSP004,QC_FINAL,108,PASS,,0,after
QI000181,EV0001935,WO000302,SKU0015,F1,F1-L2,2025-03-24 02:48:54.514124,INSP014,QC_FINAL,82,PASS,,0,after
QI000182,EV0000595,WO000093,SKU0021,F2,F2-L3,2025-01-27 16:37:39.864076,INSP012,PACK,20,PASS,,0,after
QI000183,EV0003255,WO000508,SKU0020,F2,F2-L1,2025-05-20 03:16:17.675420,INSP017,QC_INLINE,127,PASS,,0,after
QI000184,EV0001491,WO000233,SKU0007,F1,F1-L2,2025-03-02 14:16:58.300509,INSP001,QC_FINAL,67,PASS,,0,after
QI000185,EV0001513,WO000237,SKU0029,F1,F1-L3,2025-03-03 11:33:42.702167,INSP016,QC_INLINE,135,PASS,,0,after
QI000186,EV0000660,WO000104,SKU0017,F2,F2-L3,2025-02-02 16:40:31.598260,INSP014,QC_INLINE,77,PASS,,0,after
QI000187,EV0002757,WO000430,SKU0022,F1,F1-L1,2025-04-26 17:07:00.900827,INSP005,QC_FINAL,81,PASS,,0,after
QI000188,EV0000559,WO000088,SKU0020,F2,F2-L1,2025-01-27 04:08:15.969910,INSP014,FINISH,61,PASS,,0,after
QI000189,EV0000769,WO000121,SKU0001,F1,F1-L3,2025-02-03 13:55:00.668367,INSP018,QC_INLINE,80,PASS,,0,after
QI000190,EV0004494,WO000704,SKU0004,F1,F1-L2,2025-06-28 23:40:08.862554,INSP006,QC_INLINE,32,FAIL,PRINT_MISALIGN,2,after
QI000191,EV0003647,WO000570,SKU0024,F1,F1-L1,2025-06-02 17:09:36.860213,INSP009,SEW,49,PASS,,0,after
QI000192,EV0002873,WO000448,SKU0030,F1,F1-L1,2025-04-28 01:33:42.734852,INSP008,FINISH,7,PASS,,0,after
QI000193,EV0000069,WO000012,SKU0009,F1,F1-L3,2025-01-10 15:35:33.514166,INSP014,CUT,20,PASS,,0,after
QI000194,EV0003896,WO000609,SKU0013,F1,F1-L3,2025-06-16 11:12:15.157592,INSP003,QC_INLINE,208,PASS,,0,after
QI000195,EV0004324,WO000677,SKU0002,F1,F1-L1,2025-06-24 02:55:46.413814,INSP001,QC_INLINE,46,PASS,,0,after
