event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario
EV0000011,WO000002,SO00218,SKU0022,F1,F1-L2,QC_FINAL,Quality,2025-01-06 17:58:34.310351,2025-01-06 18:44:46.100003,61,1,1,minor,0.43,0.69,0.31,after
EV0000012,WO000002,SO00218,SKU0022,F1,F1-L1,PACK,Packing,2025-01-06 19:03:02.041042,2025-01-06 20:31:01.438497,61,0,0,minor,1.49,1.32,0.59,after
EV0000013,WO000003,SO00215,SKU0019,F2,F2-L3,CUT,Cutting,2025-01-04 08:45:37.648699,2025-01-04 14:33:32.815403,105,0,0,start_of_day,9.72,5.22,5.8,after
EV0000014,WO000003,SO00215,SKU0019,F2,F2-L2,SEW,Sewing,2025-01-04 14:58:07.316976,2025-01-05 22:29:53.962323,105,2,0,minor,5.25,50.45,31.53,after
EV0000015,WO000003,SO00215,SKU0019,F2,F2-L3,QC_INLINE,Quality,2025-01-05 22:42:03.155864,2025-01-05 23:47:16.963124,105,3,2,minor,2.89,0.98,0.43,after
EV0000016,WO000003,SO00215,SKU0019,F2,F2-L3,FINISH,Finishing,2025-01-05 23:50:24.576470,2025-01-06 06:30:18.034721,105,2,0,minor,3.84,8.0,2.67,after
EV0000017,WO000003,SO00215,SKU0019,F2,F2-L3,QC_FINAL,Quality,2025-01-06 06:44:36.829554,2025-01-06 08:31:47.469544,105,1,1,minor,3.2,1.61,0.71,after
EV0000018,WO000003,SO00215,SKU0019,F2,F2-L3,PACK,Packing,2025-01-06 08:40:52.746203,2025-01-06 11:24:45.436065,105,1,0,minor,3.67,2.46,1.09,after
EV0000019,WO000004,SO00276,SKU0004,F1,F1-L1,CUT,Cutting,2025-01-04 09:09:47.567499,2025-01-04 11:41:45.162026,53,0,0,start_of_day,11.73,2.28,2.53,after
EV0000020,WO000004,SO00276,SKU0004,F1,F1-L3,SEW,Sewing,2025-01-04 12:11:02.515841,2025-01-05 02:51:16.938357,53,0,0,minor,6.06,23.47,14.67,after
EV0000021,WO000004,SO00276,SKU0004,F1,F1-L3,QC_INLINE,Quality,2025-01-05 03:15:45.429900,2025-01-05 03:44:48.401426,53,1,1,minor,1.79,0.44,0.19,after
EV0000022,WO000004,SO00276,SKU0004,F1,F1-L3,REWORK,Rework,2025-01-05 03:51:16.873685,2025-01-05 03:53:39.419929,1,0,0,none,0.0,0.04,0.01,after
EV0000023,WO000004,SO00276,SKU0004,F1,F1-L3,FINISH,Finishing,2025-01-05 03:56:37.046263,2025-01-05 06:39:23.901560,53,1,0,minor,1.23,3.26,1.09,after
EV0000024,WO000004,SO00276,SKU0004,F1,F1-L3,QC_FINAL,Quality,2025-01-05 06:50:17.109449,2025-01-05 07:33:17.960020,53,0,0,minor,0.93,0.65,0.29,after
EV0000025,WO000004,SO00276,SKU0004,F1,F1-L3,PACK,Packing,2025-01-05 07:48:25.422908,2025-01-05 09:15:30.963053,53,0,0,minor,6.1,1.31,0.58,after
EV0000026,WO000005,SO00533,SKU0028,F2,F2-L1,CUT,Cutting,2025-01-06 10:30:31.372574,2025-01-06 15:20:50.089656,83,2,0,start_of_day,3.68,4.35,4.84,after
EV0000027,WO000005,SO00533,SKU0028,F2,F2-L1,SEW,Sewing,2025-01-06 15:44:18.872465,2025-01-07 17:57:56.017290,83,4,0,minor,4.31,41.96,26.23,after
EV0000028,WO000005,SO00533,SKU0028,F2,F2-L2,QC_INLINE,Quality,2025-01-07 18:18:47.185505,2025-01-07 19:14:21.114509,83,2,1,minor,1.96,0.83,0.37,after
EV0000029,WO000005,SO00533,SKU0028,F2,F2-L2,FINISH,Finishing,2025-01-07 19:35:33.845468,2025-01-08 01:20:30.573438,83,1,0,minor,2.16,6.9,2.3,after
EV0000030,WO000005,SO00533,SKU0028,F2,F2-L2,QC_FINAL,Quality,2025-01-08 01:23:25.165631,2025-01-08 02:35:11.944971,83,1,1,minor,1.36,1.08,0.48,after
EV0000031,WO000005,SO00533,SKU0028,F2,F2-L2,PACK,Packing,2025-01-08 02:46:24.604025,2025-01-08 04:47:51.188038,83,2,0,minor,1.69,1.82,0.81,after
EV0000032,WO000006,SO00399,SKU0026,F2,F2-L1,CUT,Cutting,2025-01-07 09:57:24.110804,2025-01-07 16:14:33.979864,95,0,0,start_of_day,5.42,5.66,6.29,after
EV0000033,WO000006,SO00399,SKU0026,F2,F2-L3,SEW,Sewing,2025-01-07 16:51:39.952377,2025-01-09 08:46:58.135907,95,4,0,minor,5.29,63.87,39.92,after
EV0000034,WO000006,SO00399,SKU0026,F2,F2-L2,QC_INLINE,Quality,2025-01-09 08:55:16.987999,2025-01-09 10:00:02.103070,95,4,3,minor,2.48,0.97,0.43,after
EV0000035,WO000006,SO00399,SKU0026,F2,F2-L1,FINISH,Finishing,2025-01-09 10:05:15.163562,2025-01-09 16:51:12.635004,95,2,0,minor,1.69,8.12,2.71,after
EV0000036,WO000006,SO00399,SKU0026,F2,F2-L1,QC_FINAL,Quality,2025-01-09 16:54:31.972728,2025-01-09 18:12:23.076126,95,1,1,minor,1.1,1.17,0.52,after
EV0000037,WO000006,SO00399,SKU0026,F2,F2-L3,PACK,Packing,2025-01-09 18:21:22.543947,2025-01-09 20:56:38.561878,95,0,0,minor,1.06,2.33,1.04,after
EV0000038,WO000007,SO00417,SKU0004,F1,F1-L3,CUT,Cutting,2025-01-05 09:18:09.837629,2025-01-05 10:58:49.110286,45,0,0,start_of_day,6.15,1.51,1.68,after
EV0000039,WO000007,SO00417,SKU0004,F1,F1-L1,SEW,Sewing,2025-01-05 11:18:37.171987,2025-01-05 22:35:10.163718,45,2,0,minor,6.16,18.04,11.28,after
EV0000040,WO000007,SO00417,SKU0004,F1,F1-L3,QC_INLINE,Quality,2025-01-05 22:52:32.630286,2025-01-05 23:27:57.992451,45,0,0,minor,4.64,0.53,0.24,after
EV0000041,WO000007,SO00417,SKU0004,F1,F1-L3,FINISH,Finishing,2025-01-05 23:53:56.704160,2025-01-06 02:31:01.453027,45,0,0,minor,1.36,3.14,1.05,after
EV0000042,WO000007,SO00417,SKU0004,F1,F1-L3,QC_FINAL,Quality,2025-01-06 02:42:06.141040,2025-01-06 03:21:10.049435,45,2,1,minor,2.61,0.59,0.26,after
EV0000043,WO000007,SO00417,SKU0004,F1,F1-L1,PACK,Packing,2025-01-06 03:27:47.481268,2025-01-06 04:34:47.423577,45,0,0,minor,1.13,1.0,0.45,after
EV0000044,WO000008,SO00110,SKU0018,F1,F1-L2,CUT,Cutting,2025-01-09 08:58:57.260711,2025-01-09 12:24:37.553245,73,0,0,start_of_day,6.11,3.09,3.43,after
EV0000045,WO000008,SO00110,SKU0018,F1,F1-L2,SEW,Sewing,2025-01-09 12:58:01.990111,2025-01-09 20:48:46.610392,73,3,0,minor,3.22,12.55,7.85,after
EV0000046,WO000008,SO00110,SKU0018,F1,F1-L1,QC_INLINE,Quality,2025-01-09 21:15:05.940965,2025-01-09 22:00:32.382572,73,1,1,minor,2.69,0.68,0.3,after
EV0000047,WO000008,SO00110,SKU0018,F1,F1-L3,FINISH,Finishing,2025-01-09 22:12:04.081371,2025-01-10 01:43:49.032172,73,0,0,minor,5.32,4.23,1.41,after
EV0000048,WO000008,SO00110,SKU0018,F1,F1-L3,QC_FINAL,Quality,2025-01-10 01:51:23.668614,2025-01-10 02:51:02.126787,73,0,0,minor,1.87,0.89,0.4,after
EV0000049,WO000008,SO00110,SKU0018,F1,F1-L2,PACK,Packing,2025-01-10 02:53:41.334047,2025-01-10 04:36:14.045751,73,2,0,minor,1.24,1.54,0.68,after
EV0000050,WO000009,SO00665,SKU0030,F1,F1-L1,CUT,Cutting,2025-01-06 10:58:48.432227,2025-01-06 20:03:45.310116,147,2,0,start_of_day,13.08,8.17,9.08,after
EV0000051,WO000009,SO00665,SKU0030,F1,F1-L2,SEW,Sewing,2025-01-06 21:32:52.550548,2025-01-09 01:13:51.911802,147,3,0,minor,6.14,82.69,51.68,after
EV0000052,WO000009,SO00665,SKU0030,F1,F1-L1,QC_INLINE,Quality,2025-01-09 01:31:15.920823,2025-01-09 02:45:55.369128,147,1,1,minor,1.68,1.12,0.5,after
EV0000053,WO000009,SO00665,SKU0030,F1,F1-L2,FINISH,Finishing,2025-01-09 02:56:05.122003,2025-01-09 12:04:14.909553,147,0,0,minor,1.76,10.96,3.65,after
EV0000054,WO000009,SO00665,SKU0030,F1,F1-L1,QC_FINAL,Quality,2025-01-09 12:05:41.839738,2025-01-09 14:03:46.439310,147,3,2,minor,1.47,1.77,0.79,after
EV0000055,WO000009,SO00665,SKU0030,F1,F1-L3,PACK,Packing,2025-01-09 14:13:08.806454,2025-01-09 18:24:24.572327,147,2,0,minor,2.32,3.77,1.68,after
EV0000056,WO000010,SO00311,SKU0027,F2,F2-L1,CUT,Cutting,2025-01-04 09:57:37.100682,2025-01-04 15:39:56.873351,99,1,0,start_of_day,10.81,5.13,5.71,after
EV0000057,WO000010,SO00311,SKU0027,F2,F2-L3,SEW,Sewing,2025-01-04 16:23:23.985089,2025-01-05 07:47:33.604039,99,2,0,minor,5.87,24.64,15.4,after
EV0000058,WO000010,SO00311,SKU0027,F2,F2-L3,QC_INLINE,Quality,2025-01-05 08:45:57.772175,2025-01-05 09:43:25.619449,99,0,0,minor,2.18,0.86,0.38,after
EV0000059,WO000010,SO00311,SKU0027,F2,F2-L2,FINISH,Finishing,2025-01-05 09:50:46.956310,2025-01-05 16:54:41.054676,99,3,0,minor,1.17,8.48,2.83,after
EV0000060,WO000010,SO00311,SKU0027,F2,F2-L1,QC_FINAL,Quality,2025-01-05 17:06:04.833871,2025-01-05 18:28:38.649922,99,3,2,minor,4.16,1.24,0.55,after
EV0000061,WO000010,SO00311,SKU0027,F2,F2-L3,PACK,Packing,2025-01-05 18:43:43.386639,2025-01-05 21:26:58.671948,99,0,0,minor,1.34,2.45,1.09,after
EV0000062,WO000011,SO00098,SKU0026,F2,F2-L3,CUT,Cutting,2025-01-05 10:17:24.689816,2025-01-05 11:49:06.353025,23,0,0,start_of_day,11.33,1.38,1.53,after
EV0000063,WO000011,SO00098,SKU0026,F2,F2-L3,SEW,Sewing,2025-01-05 12:15:47.771721,2025-01-05 19:59:33.940589,23,1,0,minor,8.68,12.37,7.73,after
EV0000064,WO000011,SO00098,SKU0026,F2,F2-L2,QC_INLINE,Quality,2025-01-05 20:18:04.770866,2025-01-05 20:33:39.070370,23,1,1,minor,0.77,0.23,0.1,after
EV0000065,WO000011,SO00098,SKU0026,F2,F2-L2,REWORK,Rework,2025-01-05 21:22:23.600608,2025-01-05 21:24:04.951158,1,0,0,none,0.0,0.03,0.01,after
EV0000066,WO000011,SO00098,SKU0026,F2,F2-L3,FINISH,Finishing,2025-01-05 21:28:00.097589,2025-01-05 23:13:48.646977,23,1,0,minor,1.63,2.12,0.71,after
EV0000067,WO000011,SO00098,SKU0026,F2,F2-L2,QC_FINAL,Quality,2025-01-05 23:19:44.849451,2025-01-05 23:47:03.737144,23,0,0,minor,7.25,0.41,0.18,after
EV0000068,WO000011,SO00098,SKU0026,F2,F2-L1,PACK,Packing,2025-01-05 23:54:27.901913,2025-01-06 00:41:09.774036,23,0,0,minor,2.06,0.7,0.31,after
EV0000069,WO000012,SO00323,SKU0009,F1,F1-L3,CUT,Cutting,2025-01-10 08:35:48.245121,2025-01-10 12:58:33.514166,113,1,0,start_of_day,6.36,3.94,4.38,after
EV0000070,WO000012,SO00323,SKU0009,F1,F1-L2,SEW,Sewing,2025-01-10 13:11:27.884055,2025-01-11 16:18:01.838353,113,2,0,minor,6.71,43.38,27.11,after
EV0000071,WO000012,SO00323,SKU0009,F1,F1-L3,QC_INLINE,Quality,2025-01-11 16:39:51.500742,2025-01-11 17:39:42.256702,113,3,2,minor,0.8,0.9,0.4,after
EV0000072,WO000012,SO00323,SKU0009,F1,F1-L3,FINISH,Finishing,2025-01-11 17:49:34.615100,2025-01-11 23:05:54.098966,113,0,0,minor,1.61,6.33,2.11,after
EV0000073,WO000012,SO00323,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-01-11 23:11:01.755692,2025-01-12 00:37:26.490705,113,1,1,minor,1.5,1.3,0.58,after
EV0000074,WO000012,SO00323,SKU0009,F1,F1-L2,REWORK,Rework,2025-01-12 00:52:22.640640,2025-01-12 00:53:50.156281,1,0,0,none,0.0,0.03,0.0,after
EV0000075,WO000012,SO00323,SKU0009,F1,F1-L3,PACK,Packing,2025-01-12 01:00:18.472823,2025-01-12 04:09:19.447418,113,0,0,minor,3.87,2.84,1.26,after
EV0000076,WO000013,SO00337,SKU0007,F1,F1-L3,CUT,Cutting,2025-01-07 08:44:46.121373,2025-01-07 11:22:59.292972,47,0,0,start_of_day,9.61,2.37,2.64,after
EV0000077,WO000013,SO00337,SKU0007,F1,F1-L2,SEW,Sewing,2025-01-07 11:30:27.187069,2025-01-07 23:01:22.358933,47,1,0,minor,7.04,18.42,11.52,after
EV0000078,WO000013,SO00337,SKU0007,F1,F1-L2,QC_INLINE,Quality,2025-01-07 23:39:36.757527,2025-01-08 00:21:12.737050,47,1,1,minor,4.33,0.62,0.28,after
EV0000079,WO000013,SO00337,SKU0007,F1,F1-L3,FINISH,Finishing,2025-01-08 00:25:10.435644,2025-01-08 04:12:27.417530,47,0,0,minor,0.88,4.55,1.52,after
EV0000080,WO000013,SO00337,SKU0007,F1,F1-L2,QC_FINAL,Quality,2025-01-08 04:17:03.611449,2025-01-08 04:55:18.874899,47,1,1,minor,1.95,0.57,0.26,after
EV0000081,WO000013,SO00337,SKU0007,F1,F1-L3,PACK,Packing,2025-01-08 05:04:46.806902,2025-01-08 06:24:02.394775,47,0,0,minor,1.28,1.19,0.53,after
EV0000082,WO000014,SO00459,SKU0015,F1,F1-L3,CUT,Cutting,2025-01-04 10:05:47.768594,2025-01-04 13:25:51.751740,81,0,0,start_of_day,7.36,3.0,3.33,after
EV0000083,WO000014,SO00459,SKU0015,F1,F1-L2,SEW,Sewing,2025-01-04 13:34:21.024697,2025-01-05 17:16:19.430376,81,1,0,minor,6.41,44.32,27.7,after
EV0000084,WO000014,SO00459,SKU0015,F1,F1-L2,QC_INLINE,Quality,2025-01-05 17:42:21.036324,2025-01-05 18:28:46.395725,81,1,1,minor,0.93,0.7,0.31,after
EV0000085,WO000014,SO00459,SKU0015,F1,F1-L2,FINISH,Finishing,2025-01-05 18:35:44.244804,2025-01-05 22:15:43.989613,81,1,0,minor,0.73,4.4,1.47,after
EV0000086,WO000014,SO00459,SKU0015,F1,F1-L2,QC_FINAL,Quality,2025-01-05 22:21:07.550078,2025-01-05 23:37:48.601600,81,1,1,minor,2.45,1.15,0.51,after
EV0000087,WO000014,SO00459,SKU0015,F1,F1-L2,PACK,Packing,2025-01-05 23:46:28.075862,2025-01-06 01:42:17.451977,81,1,0,minor,2.95,1.74,0.77,after
EV0000088,WO000015,SO00597,SKU0001,F1,F1-L1,CUT,Cutting,2025-01-08 09:25:45.561927,2025-01-08 12:51:11.357526,58,0,0,start_of_day,8.27,3.08,3.42,after
EV0000089,WO000015,SO00597,SKU0001,F1,F1-L2,SEW,Sewing,2025-01-08 13:40:34.171214,2025-01-09 11:01:27.406041,58,0,0,minor,7.11,34.16,21.35,after
EV0000090,WO000015,SO00597,SKU0001,F1,F1-L1,QC_INLINE,Quality,2025-01-09 11:18:12.053773,2025-01-09 11:54:35.747776,58,0,0,minor,3.92,0.55,0.24,after
EV0000091,WO000015,SO00597,SKU0001,F1,F1-L1,FINISH,Finishing,2025-01-09 11:59:00.097197,2025-01-09 15:46:26.594381,58,0,0,minor,1.26,4.55,1.52,after
EV0000092,WO000015,SO00597,SKU0001,F1,F1-L3,QC_FINAL,Quality,2025-01-09 15:53:37.718749,2025-01-09 16:37:23.713618,58,1,1,minor,1.37,0.66,0.29,after
EV0000093,WO000015,SO00597,SKU0001,F1,F1-L2,PACK,Packing,2025-01-09 16:59:49.454000,2025-01-09 18:37:11.469538,58,0,0,minor,1.51,1.46,0.65,after
EV0000094,WO000016,SO00316,SKU0002,F1,F1-L1,CUT,Cutting,2025-01-05 09:59:28.314759,2025-01-05 12:14:28.881823,48,1,0,start_of_day,6.0,2.03,2.25,after
EV0000095,WO000016,SO00316,SKU0002,F1,F1-L2,SEW,Sewing,2025-01-05 12:25:22.758683,2025-01-05 21:50:37.401069,48,2,0,minor,5.66,15.07,9.42,after
EV0000096,WO000016,SO00316,SKU0002,F1,F1-L2,QC_INLINE,Quality,2025-01-05 22:08:33.356387,2025-01-05 22:37:10.014985,48,0,0,minor,2.02,0.43,0.19,after
EV0000097,WO000016,SO00316,SKU0002,F1,F1-L3,FINISH,Finishing,2025-01-05 22:50:12.395485,2025-01-06 01:40:17.138989,48,1,0,minor,2.06,3.4,1.13,after
EV0000098,WO000016,SO00316,SKU0002,F1,F1-L1,QC_FINAL,Quality,2025-01-06 01:48:14.377526,2025-01-06 02:26:02.926392,48,2,1,minor,3.49,0.57,0.25,after
EV0000099,WO000016,SO00316,SKU0002,F1,F1-L3,PACK,Packing,2025-01-06 02:33:31.225780,2025-01-06 03:52:58.441141,48,0,0,minor,0.97,1.19,0.53,after
EV0000100,WO000017,SO00471,SKU0024,F1,F1-L1,CUT,Cutting,2025-01-09 10:40:20.679762,2025-01-09 14:07:51.022070,80,1,0,start_of_day,5.77,3.11,3.46,after
EV0000101,WO000017,SO00471,SKU0024,F1,F1-L2,SEW,Sewing,2025-01-09 14:52:05.988197,2025-01-09 22:50:41.299144,80,1,0,minor,3.59,12.76,7.98,after
EV0000102,WO000017,SO00471,SKU0024,F1,F1-L3,QC_INLINE,Quality,2025-01-09 23:08:46.431848,2025-01-09 23:53:22.125689,80,0,0,minor,2.17,0.67,0.3,after
EV0000103,WO000017,SO00471,SKU0024,F1,F1-L3,FINISH,Finishing,2025-01-10 00:02:13.594525,2025-01-10 04:08:38.428993,80,0,0,minor,1.22,4.93,1.64,after
EV0000104,WO000017,SO00471,SKU0024,F1,F1-L2,QC_FINAL,Quality,2025-01-10 04:10:53.833060,2025-01-10 05:12:34.212263,80,0,0,minor,1.66,0.93,0.41,after
EV0000105,WO000017,SO00471,SKU0024,F1,F1-L1,PACK,Packing,2025-01-10 05:33:25.848120,2025-01-10 07:47:23.263799,80,2,0,minor,1.44,2.01,0.89,after
EV0000106,WO000018,SO00427,SKU0002,F1,F1-L3,CUT,Cutting,2025-01-05 08:36:19.189228,2025-01-05 11:10:33.590941,56,1,0,start_of_day,11.28,2.31,2.57,after
EV0000107,WO000018,SO00427,SKU0002,F1,F1-L2,SEW,Sewing,2025-01-05 11:56:31.798072,2025-01-06 00:13:00.238828,56,0,0,minor,3.89,19.64,12.27,after
EV0000108,WO000018,SO00427,SKU0002,F1,F1-L1,QC_INLINE,Quality,2025-01-06 00:25:18.922837,2025-01-06 01:04:41.553863,56,0,0,minor,2.49,0.59,0.26,after
EV0000109,WO000018,SO00427,SKU0002,F1,F1-L1,FINISH,Finishing,2025-01-06 01:09:59.535760,2025-01-06 04:01:47.642142,56,0,0,minor,1.43,3.44,1.15,after
EV0000110,WO000018,SO00427,SKU0002,F1,F1-L1,QC_FINAL,Quality,2025-01-06 04:24:41.238319,2025-01-06 05:02:58.517555,56,0,0,minor,2.24,0.57,0.26,after
EV0000111,WO000018,SO00427,SKU0002,F1,F1-L1,PACK,Packing,2025-01-06 05:11:40.823349,2025-01-06 06:27:54.592890,56,0,0,minor,2.33,1.14,0.51,after
EV0000112,WO000019,SO00142,SKU0009,F1,F1-L2,CUT,Cutting,2025-01-09 10:03:16.054329,2025-01-09 13:38:53.477839,76,0,0,start_of_day,8.78,3.23,3.59,after
EV0000113,WO000019,SO00142,SKU0009,F1,F1-L3,SEW,Sewing,2025-01-09 13:52:31.042731,2025-01-10 07:56:03.487704,76,1,0,minor,7.77,28.89,18.06,after
EV0000114,WO000019,SO00142,SKU0009,F1,F1-L1,QC_INLINE,Quality,2025-01-10 08:34:43.174857,2025-01-10 09:17:14.649641,76,1,1,minor,2.68,0.64,0.28,after
EV0000115,WO000019,SO00142,SKU0009,F1,F1-L1,REWORK,Rework,2025-01-10 10:13:05.943807,2025-01-10 10:15:06.933205,1,0,0,none,0.0,0.04,0.01,after
EV0000116,WO000019,SO00142,SKU0009,F1,F1-L1,FINISH,Finishing,2025-01-10 10:34:28.058468,2025-01-10 14:04:10.309491,76,1,0,minor,1.7,4.19,1.4,after
EV0000117,WO000019,SO00142,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-01-10 14:19:28.668242,2025-01-10 15:17:31.030405,76,2,1,minor,2.61,0.87,0.39,after
EV0000118,WO000019,SO00142,SKU0009,F1,F1-L2,REWORK,Rework,2025-01-10 15:31:11.283297,2025-01-10 15:33:32.970167,1,0,0,none,0.0,0.04,0.01,after
EV0000119,WO000019,SO00142,SKU0009,F1,F1-L3,PACK,Packing,2025-01-10 15:39:21.035839,2025-01-10 17:25:00.595017,76,1,0,minor,3.16,1.58,0.7,after
EV0000120,WO000020,SO00360,SKU0003,F2,F2-L2,CUT,Cutting,2025-01-07 10:23:44.306346,2025-01-07 17:39:18.592595,117,1,0,start_of_day,6.32,6.53,7.26,after
EV0000121,WO000020,SO00360,SKU0003,F2,F2-L3,SEW,Sewing,2025-01-07 18:04:47.825532,2025-01-09 10:46:59.310747,117,4,0,minor,10.64,65.13,40.7,after
EV0000122,WO000020,SO00360,SKU0003,F2,F2-L3,QC_INLINE,Quality,2025-01-09 11:17:46.674926,2025-01-09 12:14:17.984290,117,2,1,minor,0.68,0.85,0.38,after
EV0000123,WO000020,SO00360,SKU0003,F2,F2-L3,REWORK,Rework,2025-01-09 12:24:22.294509,2025-01-09 12:26:22.799251,1,0,0,none,0.0,0.04,0.01,after
EV0000124,WO000020,SO00360,SKU0003,F2,F2-L3,FINISH,Finishing,2025-01-09 12:35:02.126529,2025-01-09 20:45:27.404214,117,0,0,minor,1.37,9.81,3.27,after
EV0000125,WO000020,SO00360,SKU0003,F2,F2-L2,QC_FINAL,Quality,2025-01-09 21:08:46.162103,2025-01-09 22:26:56.993268,117,1,1,minor,2.37,1.17,0.52,after
EV0000126,WO000020,SO00360,SKU0003,F2,F2-L3,PACK,Packing,2025-01-09 22:45:05.244039,2025-01-10 02:03:17.821009,117,0,0,minor,2.24,2.97,1.32,after
EV0000127,WO000021,SO00022,SKU0009,F1,F1-L1,CUT,Cutting,2025-01-10 09:52:27.508499,2025-01-10 14:20:37.771842,98,0,0,start_of_day,6.02,4.02,4.47,after
EV0000128,WO000021,SO00022,SKU0009,F1,F1-L1,SEW,Sewing,2025-01-10 14:31:50.267265,2025-01-11 11:47:22.314584,98,1,0,minor,4.81,34.01,21.26,after
EV0000129,WO000021,SO00022,SKU0009,F1,F1-L2,QC_INLINE,Quality,2025-01-11 12:21:28.071756,2025-01-11 13:02:54.662074,98,2,1,minor,1.86,0.62,0.28,after
EV0000130,WO000021,SO00022,SKU0009,F1,F1-L2,FINISH,Finishing,2025-01-11 13:11:23.732350,2025-01-11 17:32:11.680962,98,2,0,minor,1.41,5.22,1.74,after
EV0000131,WO000021,SO00022,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-01-11 17:58:11.548286,2025-01-11 19:10:13.972021,98,1,1,minor,1.22,1.08,0.48,after
EV0000132,WO000021,SO00022,SKU0009,F1,F1-L1,PACK,Packing,2025-01-11 19:15:42.335122,2025-01-11 22:12:36.034845,98,1,0,minor,0.95,2.65,1.18,after
EV0000133,WO000022,SO00063,SKU0001,F1,F1-L1,CUT,Cutting,2025-01-09 08:56:42.811484,2025-01-09 14:46:32.474270,100,1,0,start_of_day,10.79,5.25,5.83,after
EV0000134,WO000022,SO00063,SKU0001,F1,F1-L2,SEW,Sewing,2025-01-09 15:08:23.754621,2025-01-10 22:33:10.991065,100,1,0,minor,2.83,50.26,31.41,after
EV0000135,WO000022,SO00063,SKU0001,F1,F1-L3,QC_INLINE,Quality,2025-01-10 22:42:52.044136,2025-01-10 23:37:56.494676,100,1,1,minor,1.58,0.83,0.37,after
EV0000136,WO000022,SO00063,SKU0001,F1,F1-L3,REWORK,Rework,2025-01-11 00:05:33.376689,2025-01-11 00:07:25.755272,1,0,0,none,0.0,0.03,0.01,after
EV0000137,WO000022,SO00063,SKU0001,F1,F1-L2,FINISH,Finishing,2025-01-11 00:25:39.563406,2025-01-11 07:43:24.882501,100,0,0,minor,3.04,8.76,2.92,after
EV0000138,WO000022,SO00063,SKU0001,F1,F1-L1,QC_FINAL,Quality,2025-01-11 07:57:11.974461,2025-01-11 09:02:19.768812,100,1,1,minor,1.21,0.98,0.43,after
EV0000139,WO000022,SO00063,SKU0001,F1,F1-L1,REWORK,Rework,2025-01-11 10:07:52.061793,2025-01-11 10:09:04.994334,1,0,0,none,0.0,0.02,0.0,after
EV0000140,WO000022,SO00063,SKU0001,F1,F1-L2,PACK,Packing,2025-01-11 10:20:23.739774,2025-01-11 13:20:51.290927,100,0,0,minor,2.07,2.71,1.2,after
EV0000141,WO000023,SO00357,SKU0005,F2,F2-L1,CUT,Cutting,2025-01-08 08:56:49.754274,2025-01-08 11:22:39.164836,37,0,0,start_of_day,9.99,2.19,2.43,after
EV0000142,WO000023,SO00357,SKU0005,F2,F2-L3,SEW,Sewing,2025-01-08 11:56:56.576482,2025-01-09 02:58:46.961847,37,0,0,minor,3.86,24.05,15.03,after
EV0000143,WO000023,SO00357,SKU0005,F2,F2-L2,QC_INLINE,Quality,2025-01-09 03:11:46.085325,2025-01-09 03:30:19.153244,37,1,1,minor,1.24,0.28,0.12,after
