shipment_id,from_node,to_node,sku_id,ship_date,planned_delivery_date,actual_delivery_date,carrier,mode,route_lane_id,shipped_qty,freight_cost,priority_bucket,scenario
SH000013,WH_NORTH,DC_HN,SKU0007,2025-01-13,2025-01-14,2025-01-14,CarrierB,Road,WH_NORTH->DC_HN:Road,42,5.69,Std,after
SH000014,WH_NORTH,DC_HN,SKU0005,2025-01-13,2025-01-14,2025-01-14,CarrierB,Road,WH_NORTH->DC_HN:Road,36,4.86,Std,after
SH000015,WH_NORTH,DC_HN,SKU0010,2025-01-13,2025-01-14,2025-01-14,CarrierC,Road,WH_NORTH->DC_HN:Road,27,3.16,Std,after
SH000016,WH_SOUTH,DC_CT,SKU0017,2025-01-21,2025-01-22,2025-01-22,CarrierB,Road,WH_SOUTH->DC_CT:Road,41,6.46,Launch,after
SH000017,WH_SOUTH,DC_CT,SKU0028,2025-01-23,2025-01-24,2025-01-24,CarrierB,Road,WH_SOUTH->DC_CT:Road,80,11.72,Std,after
SH000018,WH_SOUTH,DC_CT,SKU0027,2025-01-23,2025-01-24,2025-01-24,CarrierA,Road,WH_SOUTH->DC_CT:Road,45,7.15,Std,after
SH000019,WH_NORTH,DC_DN,SKU0020,2025-01-20,2025-01-22,2025-01-22,CarrierC,Road,WH_NORTH->DC_DN:Road,147,31.87,Expedite,after
SH000020,WH_NORTH,DC_DN,SKU0011,2025-01-23,2025-01-25,2025-01-25,CarrierA,Road,WH_NORTH->DC_DN:Road,195,45.82,Std,after
SH000021,WH_NORTH,DC_DN,SKU0017,2025-01-23,2025-01-25,2025-01-25,CarrierC,Road,WH_NORTH->DC_DN:Road,111,21.17,Std,after
SH000022,WH_NORTH,DC_DN,SKU0007,2025-01-23,2025-01-25,2025-01-25,CarrierA,Road,WH_NORTH->DC_DN:Road,33,6.58,Std,after
SH000023,WH_SOUTH,DC_HCMC,SKU0003,2025-01-23,2025-01-24,2025-01-24,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,100,10.61,Expedite,after
SH000024,WH_SOUTH,DC_HCMC,SKU0009,2025-01-22,2025-01-23,2025-01-23,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,114,14.06,Std,after
SH000025,WH_SOUTH,DC_HCMC,SKU0027,2025-01-22,2025-01-23,2025-01-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,97,10.37,Std,after
SH000026,WH_SOUTH,DC_HCMC,SKU0023,2025-01-22,2025-01-23,2025-01-23,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,93,10.68,Std,after
SH000027,WH_SOUTH,DC_HCMC,SKU0028,2025-01-22,2025-01-23,2025-01-23,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,80,9.78,Std,after
SH000028,WH_SOUTH,DC_HCMC,SKU0022,2025-01-22,2025-01-23,2025-01-23,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,51,5.99,Std,after
SH000029,WH_SOUTH,DC_HCMC,SKU0021,2025-01-22,2025-01-23,2025-01-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,45,5.25,Std,after
SH000030,WH_NORTH,DC_HN,SKU0013,2025-01-22,2025-01-23,2025-01-23,CarrierB,Road,WH_NORTH->DC_HN:Road,96,11.04,Expedite,after
SH000031,WH_NORTH,DC_HN,SKU0024,2025-01-23,2025-01-24,2025-01-24,CarrierB,Road,WH_NORTH->DC_HN:Road,327,37.47,Std,after
SH000032,WH_NORTH,DC_HN,SKU0014,2025-01-23,2025-01-24,2025-01-24,CarrierB,Road,WH_NORTH->DC_HN:Road,91,12.64,Std,after
SH000033,WH_NORTH,DC_HN,SKU0015,2025-01-23,2025-01-24,2025-01-24,CarrierA,Road,WH_NORTH->DC_HN:Road,82,10.37,Std,after
SH000034,WH_NORTH,DC_HN,SKU0009,2025-01-23,2025-01-24,2025-01-24,CarrierC,Road,WH_NORTH->DC_HN:Road,74,10.04,Std,after
SH000035,WH_NORTH,DC_HN,SKU0019,2025-01-23,2025-01-24,2025-01-24,CarrierA,Road,WH_NORTH->DC_HN:Road,43,5.16,Std,after
SH000036,WH_SOUTH,DC_CT,SKU0006,2025-01-30,2025-01-31,2025-01-31,CarrierC,Road,WH_SOUTH->DC_CT:Road,65,8.69,Std,after
SH000037,WH_SOUTH,DC_CT,SKU0001,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_CT:Road,52,8.53,Std,after
SH000038,WH_SOUTH,DC_CT,SKU0004,2025-01-30,2025-01-31,2025-01-31,CarrierB,Road,WH_SOUTH->DC_CT:Road,38,5.84,Std,after
SH000039,WH_NORTH,DC_DN,SKU0020,2025-01-29,2025-01-31,2025-01-31,CarrierB,Road,WH_NORTH->DC_DN:Road,131,25.12,Std,after
SH000040,WH_NORTH,DC_DN,SKU0005,2025-01-29,2025-01-31,2025-01-31,CarrierB,Road,WH_NORTH->DC_DN:Road,87,17.76,Std,after
SH000041,WH_SOUTH,DC_HCMC,SKU0009,2025-01-27,2025-01-28,2025-01-28,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,72,7.6,Expedite,after
SH000042,WH_SOUTH,DC_HCMC,SKU0002,2025-01-27,2025-01-28,2025-01-28,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,45,5.16,Expedite,after
SH000043,WH_SOUTH,DC_HCMC,SKU0008,2025-01-27,2025-01-28,2025-01-28,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,43,4.91,Expedite,after
SH000044,WH_SOUTH,DC_HCMC,SKU0012,2025-01-27,2025-01-28,2025-01-28,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,51,6.29,Expedite,after
SH000045,WH_SOUTH,DC_HCMC,SKU0010,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,127,13.58,Std,after
SH000046,WH_SOUTH,DC_HCMC,SKU0023,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,78,9.88,Std,after
SH000047,WH_SOUTH,DC_HCMC,SKU0012,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,36,4.05,Std,after
SH000048,WH_SOUTH,DC_HCMC,SKU0016,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,34,3.94,Std,after
SH000049,WH_SOUTH,DC_HCMC,SKU0025,2025-01-30,2025-01-31,2025-01-31,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,22,2.47,Std,after
SH000050,WH_NORTH,DC_HN,SKU0015,2025-01-29,2025-01-30,2025-01-30,CarrierA,Road,WH_NORTH->DC_HN:Road,41,5.1,Expedite,after
SH000051,WH_NORTH,DC_HN,SKU0016,2025-01-28,2025-01-29,2025-01-29,CarrierB,Road,WH_NORTH->DC_HN:Road,69,8.97,Launch,after
SH000052,WH_NORTH,DC_HN,SKU0010,2025-01-27,2025-01-28,2025-01-28,CarrierA,Road,WH_NORTH->DC_HN:Road,170,22.03,Std,after
SH000053,WH_NORTH,DC_HN,SKU0030,2025-01-27,2025-01-28,2025-01-28,CarrierC,Road,WH_NORTH->DC_HN:Road,124,14.47,Std,after
SH000054,WH_NORTH,DC_HN,SKU0005,2025-01-27,2025-01-28,2025-01-28,CarrierB,Road,WH_NORTH->DC_HN:Road,109,12.47,Std,after
SH000055,WH_NORTH,DC_HN,SKU0002,2025-01-27,2025-01-28,2025-01-28,CarrierC,Road,WH_NORTH->DC_HN:Road,102,12.25,Std,after
SH000056,WH_SOUTH,DC_CT,SKU0011,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_CT:Road,173,25.13,Std,after
SH000057,WH_SOUTH,DC_CT,SKU0002,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_CT:Road,118,15.73,Std,after
SH000058,WH_SOUTH,DC_CT,SKU0010,2025-02-06,2025-02-07,2025-02-07,CarrierA,Road,WH_SOUTH->DC_CT:Road,107,16.4,Std,after
SH000059,WH_NORTH,DC_DN,SKU0007,2025-02-03,2025-02-05,2025-02-05,CarrierC,Road,WH_NORTH->DC_DN:Road,114,25.12,Expedite,after
SH000060,WH_NORTH,DC_DN,SKU0016,2025-02-03,2025-02-05,2025-02-05,CarrierB,Road,WH_NORTH->DC_DN:Road,62,12.85,Expedite,after
SH000061,WH_NORTH,DC_DN,SKU0009,2025-02-05,2025-02-07,2025-02-07,CarrierB,Road,WH_NORTH->DC_DN:Road,134,27.05,Std,after
SH000062,WH_NORTH,DC_DN,SKU0019,2025-02-05,2025-02-07,2025-02-07,CarrierB,Road,WH_NORTH->DC_DN:Road,74,16.01,Std,after
SH000063,WH_NORTH,DC_DN,SKU0021,2025-02-05,2025-02-07,2025-02-07,CarrierC,Road,WH_NORTH->DC_DN:Road,52,11.69,Std,after
SH000064,WH_NORTH,DC_DN,SKU0022,2025-02-05,2025-02-07,2025-02-07,CarrierB,Road,WH_NORTH->DC_DN:Road,38,7.53,Std,after
SH000065,WH_SOUTH,DC_HCMC,SKU0019,2025-02-06,2025-02-07,2025-02-07,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,28,3.49,Expedite,after
SH000066,WH_SOUTH,DC_HCMC,SKU0027,2025-02-06,2025-02-07,2025-02-07,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,16,1.7,Expedite,after
SH000067,WH_SOUTH,DC_HCMC,SKU0001,2025-02-03,2025-02-04,2025-02-04,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,49,5.25,Launch,after
SH000068,WH_SOUTH,DC_HCMC,SKU0025,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,173,20.13,Std,after
SH000069,WH_SOUTH,DC_HCMC,SKU0003,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,170,20.1,Std,after
SH000070,WH_SOUTH,DC_HCMC,SKU0008,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,123,14.84,Std,after
SH000071,WH_SOUTH,DC_HCMC,SKU0015,2025-02-06,2025-02-07,2025-02-07,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,103,12.28,Std,after
SH000072,WH_SOUTH,DC_HCMC,SKU0007,2025-02-06,2025-02-07,2025-02-07,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,72,8.03,Std,after
SH000073,WH_NORTH,DC_HN,SKU0011,2025-02-04,2025-02-05,2025-02-05,CarrierB,Road,WH_NORTH->DC_HN:Road,229,27.33,Expedite,after
SH000074,WH_NORTH,DC_HN,SKU0027,2025-02-05,2025-02-06,2025-02-06,CarrierA,Road,WH_NORTH->DC_HN:Road,75,10.45,Std,after
SH000075,WH_NORTH,DC_HN,SKU0005,2025-02-05,2025-02-06,2025-02-06,CarrierC,Road,WH_NORTH->DC_HN:Road,77,9.36,Std,after
SH000076,WH_NORTH,DC_HN,SKU0001,2025-02-05,2025-02-06,2025-02-06,CarrierB,Road,WH_NORTH->DC_HN:Road,60,6.92,Std,after
SH000077,WH_NORTH,DC_HN,SKU0014,2025-02-05,2025-02-06,2025-02-06,CarrierA,Road,WH_NORTH->DC_HN:Road,52,7.08,Std,after
SH000078,WH_NORTH,DC_HN,SKU0009,2025-02-05,2025-02-06,2025-02-06,CarrierC,Road,WH_NORTH->DC_HN:Road,50,6.36,Std,after
SH000079,WH_NORTH,DC_HN,SKU0021,2025-02-05,2025-02-06,2025-02-06,CarrierC,Road,WH_NORTH->DC_HN:Road,43,5.24,Std,after
SH000080,WH_SOUTH,DC_CT,SKU0006,2025-02-13,2025-02-14,2025-02-14,CarrierC,Road,WH_SOUTH->DC_CT:Road,258,35.72,Std,after
SH000081,WH_SOUTH,DC_CT,SKU0029,2025-02-13,2025-02-14,2025-02-14,CarrierC,Road,WH_SOUTH->DC_CT:Road,69,10.46,Std,after
SH000082,WH_SOUTH,DC_CT,SKU0026,2025-02-13,2025-02-14,2025-02-14,CarrierC,Road,WH_SOUTH->DC_CT:Road,21,3.06,Std,after
SH000083,WH_NORTH,DC_DN,SKU0013,2025-02-12,2025-02-14,2025-02-14,CarrierA,Road,WH_NORTH->DC_DN:Road,280,54.55,Expedite,after
SH000084,WH_NORTH,DC_DN,SKU0019,2025-02-12,2025-02-14,2025-02-14,CarrierA,Road,WH_NORTH->DC_DN:Road,115,24.53,Expedite,after
SH000085,WH_NORTH,DC_DN,SKU0030,2025-02-13,2025-02-15,2025-02-15,CarrierA,Road,WH_NORTH->DC_DN:Road,215,48.33,Std,after
SH000086,WH_NORTH,DC_DN,SKU0003,2025-02-13,2025-02-15,2025-02-15,CarrierB,Road,WH_NORTH->DC_DN:Road,60,11.96,Std,after
SH000087,WH_NORTH,DC_DN,SKU0019,2025-02-13,2025-02-15,2025-02-15,CarrierC,Road,WH_NORTH->DC_DN:Road,65,14.23,Std,after
SH000088,WH_SOUTH,DC_HCMC,SKU0013,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,222,28.45,Expedite,after
SH000089,WH_SOUTH,DC_HCMC,SKU0019,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,233,26.98,Std,after
SH000090,WH_SOUTH,DC_HCMC,SKU0016,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,102,12.88,Std,after
SH000091,WH_SOUTH,DC_HCMC,SKU0020,2025-02-12,2025-02-13,2025-02-13,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,67,7.98,Std,after
SH000092,WH_SOUTH,DC_HCMC,SKU0024,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,67,8.03,Std,after
SH000093,WH_SOUTH,DC_HCMC,SKU0002,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,61,7.84,Std,after
SH000094,WH_NORTH,DC_HN,SKU0025,2025-02-10,2025-02-11,2025-02-11,CarrierA,Road,WH_NORTH->DC_HN:Road,150,17.68,Expedite,after
SH000095,WH_NORTH,DC_HN,SKU0018,2025-02-10,2025-02-11,2025-02-11,CarrierA,Road,WH_NORTH->DC_HN:Road,80,9.69,Expedite,after
SH000096,WH_NORTH,DC_HN,SKU0001,2025-02-10,2025-02-11,2025-02-11,CarrierC,Road,WH_NORTH->DC_HN:Road,79,10.74,Expedite,after
SH000097,WH_NORTH,DC_HN,SKU0029,2025-02-12,2025-02-13,2025-02-13,CarrierB,Road,WH_NORTH->DC_HN:Road,312,38.07,Std,after
SH000098,WH_NORTH,DC_HN,SKU0007,2025-02-12,2025-02-13,2025-02-13,CarrierA,Road,WH_NORTH->DC_HN:Road,90,10.91,Std,after
SH000099,WH_NORTH,DC_HN,SKU0017,2025-02-12,2025-02-13,2025-02-13,CarrierB,Road,WH_NORTH->DC_HN:Road,77,9.63,Std,after
SH000100,WH_SOUTH,DC_CT,SKU0011,2025-02-18,2025-02-19,2025-02-19,CarrierB,Road,WH_SOUTH->DC_CT:Road,278,39.62,Launch,after
SH000101,WH_SOUTH,DC_CT,SKU0029,2025-02-18,2025-02-19,2025-02-19,CarrierB,Road,WH_SOUTH->DC_CT:Road,113,16.16,Std,after
SH000102,WH_SOUTH,DC_CT,SKU0024,2025-02-18,2025-02-19,2025-02-19,CarrierA,Road,WH_SOUTH->DC_CT:Road,114,15.5,Std,after
SH000103,WH_NORTH,DC_DN,SKU0004,2025-02-18,2025-02-20,2025-02-23,CarrierC,Road,WH_NORTH->DC_DN:Road,287,63.63,Expedite,after
SH000104,WH_NORTH,DC_DN,SKU0028,2025-02-18,2025-02-20,2025-02-23,CarrierC,Road,WH_NORTH->DC_DN:Road,104,23.81,Expedite,after
SH000105,WH_NORTH,DC_DN,SKU0022,2025-02-17,2025-02-19,2025-02-19,CarrierA,Road,WH_NORTH->DC_DN:Road,108,23.13,Std,after
SH000106,WH_NORTH,DC_DN,SKU0002,2025-02-17,2025-02-19,2025-02-19,CarrierC,Road,WH_NORTH->DC_DN:Road,89,20.44,Std,after
SH000107,WH_SOUTH,DC_HCMC,SKU0025,2025-02-18,2025-02-19,2025-02-19,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,137,15.77,Std,after
SH000108,WH_SOUTH,DC_HCMC,SKU0010,2025-02-18,2025-02-19,2025-02-19,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,133,17.2,Std,after
SH000109,WH_SOUTH,DC_HCMC,SKU0006,2025-02-18,2025-02-19,2025-02-19,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,61,7.05,Std,after
SH000110,WH_SOUTH,DC_HCMC,SKU0001,2025-02-18,2025-02-19,2025-02-19,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,53,6.01,Std,after
SH000111,WH_NORTH,DC_HN,SKU0025,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,153,17.84,Expedite,after
SH000112,WH_NORTH,DC_HN,SKU0010,2025-02-19,2025-02-20,2025-02-20,CarrierB,Road,WH_NORTH->DC_HN:Road,162,22.29,Expedite,after
SH000113,WH_NORTH,DC_HN,SKU0018,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,290,40.66,Std,after
SH000114,WH_NORTH,DC_HN,SKU0015,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,257,36.33,Std,after
SH000115,WH_NORTH,DC_HN,SKU0005,2025-02-19,2025-02-20,2025-02-20,CarrierB,Road,WH_NORTH->DC_HN:Road,215,25.7,Std,after
SH000116,WH_NORTH,DC_HN,SKU0022,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,140,16.51,Std,after
SH000117,WH_NORTH,DC_HN,SKU0019,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,150,17.31,Std,after
SH000118,WH_NORTH,DC_HN,SKU0017,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,91,10.42,Std,after
SH000119,WH_NORTH,DC_HN,SKU0013,2025-02-19,2025-02-20,2025-02-20,CarrierB,Road,WH_NORTH->DC_HN:Road,62,8.12,Std,after
SH000120,WH_NORTH,DC_HN,SKU0028,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,50,6.58,Std,after
SH000121,WH_NORTH,DC_HN,SKU0026,2025-02-19,2025-02-20,2025-02-20,CarrierA,Road,WH_NORTH->DC_HN:Road,44,5.57,Std,after
SH000122,WH_SOUTH,DC_CT,SKU0025,2025-02-25,2025-02-26,2025-02-26,CarrierB,Road,WH_SOUTH->DC_CT:Road,174,25.31,Std,after
SH000123,WH_SOUTH,DC_CT,SKU0023,2025-02-25,2025-02-26,2025-02-26,CarrierB,Road,WH_SOUTH->DC_CT:Road,105,14.34,Std,after
SH000124,WH_SOUTH,DC_CT,SKU0022,2025-02-25,2025-02-26,2025-02-26,CarrierA,Road,WH_SOUTH->DC_CT:Road,29,4.63,Std,after
SH000125,WH_NORTH,DC_DN,SKU0013,2025-02-25,2025-02-27,2025-02-27,CarrierB,Road,WH_NORTH->DC_DN:Road,125,28.83,Std,after
SH000126,WH_NORTH,DC_DN,SKU0030,2025-02-25,2025-02-27,2025-02-27,CarrierB,Road,WH_NORTH->DC_DN:Road,57,12.2,Std,after
SH000127,WH_NORTH,DC_DN,SKU0028,2025-02-25,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_DN:Road,64,13.66,Std,after
SH000128,WH_SOUTH,DC_HCMC,SKU0030,2025-02-26,2025-02-27,2025-02-27,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,62,7.4,Expedite,after
SH000129,WH_SOUTH,DC_HCMC,SKU0018,2025-02-25,2025-02-26,2025-02-26,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,192,24.78,Std,after
SH000130,WH_SOUTH,DC_HCMC,SKU0026,2025-02-25,2025-02-26,2025-02-26,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,203,22.78,Std,after
SH000131,WH_SOUTH,DC_HCMC,SKU0013,2025-02-25,2025-02-26,2025-02-26,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,203,25.72,Std,after
SH000132,WH_SOUTH,DC_HCMC,SKU0029,2025-02-25,2025-02-26,2025-02-26,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,173,18.98,Std,after
SH000133,WH_SOUTH,DC_HCMC,SKU0010,2025-02-25,2025-02-26,2025-02-26,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,191,21.79,Std,after
SH000134,WH_SOUTH,DC_HCMC,SKU0024,2025-02-25,2025-02-26,2025-02-26,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,192,24.37,Std,after
SH000135,WH_SOUTH,DC_HCMC,SKU0021,2025-02-25,2025-02-26,2025-02-26,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,51,5.87,Std,after
SH000136,WH_SOUTH,DC_HCMC,SKU0022,2025-02-25,2025-02-26,2025-02-26,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,51,5.63,Std,after
SH000137,WH_NORTH,DC_HN,SKU0019,2025-02-27,2025-02-28,2025-02-28,CarrierA,Road,WH_NORTH->DC_HN:Road,56,7.14,Expedite,after
SH000138,WH_NORTH,DC_HN,SKU0010,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,224,26.12,Std,after
SH000139,WH_NORTH,DC_HN,SKU0002,2025-02-26,2025-02-27,2025-02-27,CarrierC,Road,WH_NORTH->DC_HN:Road,167,20.19,Std,after
SH000140,WH_NORTH,DC_HN,SKU0013,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,133,17.76,Std,after
SH000141,WH_NORTH,DC_HN,SKU0001,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,111,12.79,Std,after
SH000142,WH_NORTH,DC_HN,SKU0023,2025-02-26,2025-02-27,2025-02-27,CarrierB,Road,WH_NORTH->DC_HN:Road,97,11.43,Std,after
SH000143,WH_NORTH,DC_HN,SKU0006,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,80,9.74,Std,after
SH000144,WH_NORTH,DC_HN,SKU0029,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,72,8.79,Std,after
SH000145,WH_NORTH,DC_HN,SKU0004,2025-02-26,2025-02-27,2025-02-27,CarrierA,Road,WH_NORTH->DC_HN:Road,63,7.88,Std,after
SH000146,WH_SOUTH,DC_CT,SKU0026,2025-03-04,2025-03-05,2025-03-07,CarrierA,Road,WH_SOUTH->DC_CT:Road,76,12.41,Launch,after
SH000147,WH_SOUTH,DC_CT,SKU0018,2025-03-03,2025-03-04,2025-03-04,CarrierA,Road,WH_SOUTH->DC_CT:Road,130,17.97,Std,after
SH000148,WH_SOUTH,DC_CT,SKU0017,2025-03-03,2025-03-04,2025-03-04,CarrierC,Road,WH_SOUTH->DC_CT:Road,83,13.04,Std,after
SH000149,WH_SOUTH,DC_CT,SKU0003,2025-03-03,2025-03-04,2025-03-04,CarrierA,Road,WH_SOUTH->DC_CT:Road,63,8.67,Std,after
SH000150,WH_SOUTH,DC_CT,SKU0006,2025-03-03,2025-03-04,2025-03-04,CarrierC,Road,WH_SOUTH->DC_CT:Road,51,7.58,Std,after
SH000151,WH_NORTH,DC_DN,SKU0026,2025-03-06,2025-03-08,2025-03-08,CarrierB,Road,WH_NORTH->DC_DN:Road,111,25.87,Launch,after
SH000152,WH_NORTH,DC_DN,SKU0007,2025-03-04,2025-03-06,2025-03-06,CarrierB,Road,WH_NORTH->DC_DN:Road,67,13.83,Std,after
SH000153,WH_NORTH,DC_DN,SKU0025,2025-03-04,2025-03-06,2025-03-06,CarrierB,Road,WH_NORTH->DC_DN:Road,32,7.38,Std,after
SH000154,WH_SOUTH,DC_HCMC,SKU0009,2025-03-05,2025-03-06,2025-03-06,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,107,11.73,Expedite,after
SH000155,WH_SOUTH,DC_HCMC,SKU0001,2025-03-06,2025-03-07,2025-03-07,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,154,19.82,Std,after
SH000156,WH_SOUTH,DC_HCMC,SKU0025,2025-03-06,2025-03-07,2025-03-07,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,151,16.13,Std,after
SH000157,WH_SOUTH,DC_HCMC,SKU0023,2025-03-06,2025-03-07,2025-03-07,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,128,16.36,Std,after
SH000158,WH_SOUTH,DC_HCMC,SKU0015,2025-03-06,2025-03-07,2025-03-07,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,125,15.88,Std,after
SH000159,WH_NORTH,DC_HN,SKU0001,2025-03-05,2025-03-06,2025-03-06,CarrierA,Road,WH_NORTH->DC_HN:Road,49,6.72,Expedite,after
SH000160,WH_NORTH,DC_HN,SKU0024,2025-03-04,2025-03-05,2025-03-05,CarrierB,Road,WH_NORTH->DC_HN:Road,35,4.17,Launch,after
SH000161,WH_NORTH,DC_HN,SKU0012,2025-03-05,2025-03-06,2025-03-06,CarrierC,Road,WH_NORTH->DC_HN:Road,243,32.14,Std,after
