week,sku_id,location_id,on_hand_qty,backorder_qty,reserved_qty,shipped_qty,late_ship_qty,freight_cost,demand_qty,throughput_qty,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton
2025-01-20,SKU0009,WH_SOUTH,140,0,6,0,0,0,374,133,Polo,Fleece,Sand,extended,14.71,24
2025-01-20,SKU0013,WH_NORTH,665,0,35,0,0,0,0,425,Polo,Cotton_Jersey,White,core,17.4,24
2025-01-20,SKU0017,DC_HCMC,298,0,8,153,0,17.34,155,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-01-20,SKU0017,DC_HN,235,0,6,0,0,0,155,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-01-20,SKU0018,WH_NORTH,870,0,28,0,0,0,185,188,Tee,Poly_Spandex,Black,extended,7.01,24
2025-01-20,SKU0018,WH_SOUTH,200,0,7,0,0,0,185,188,Tee,Poly_Spandex,Black,extended,7.01,24
2025-01-20,SKU0021,DC_HCMC,275,0,12,0,0,0,39,0,Legging,Fleece,Olive,extended,19.03,24
2025-01-20,SKU0022,DC_CT,199,0,8,0,0,0,0,59,Dress,Ripstop,Grey,core,22.11,24
2025-01-20,SKU0022,DC_DN,219,0,11,0,0,0,0,59,Dress,Ripstop,Grey,core,22.11,24
2025-01-20,SKU0022,DC_HCMC,110,0,9,0,0,0,0,59,Dress,Ripstop,Grey,core,22.11,24
2025-01-20,SKU0029,DC_CT,184,0,7,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-01-27,SKU0005,DC_HN,232,0,7,0,0,0,85,282,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-01-27,SKU0006,DC_HN,510,0,10,0,0,0,0,125,Jacket,French_Terry,White,core,25.25,36
2025-01-27,SKU0014,DC_HCMC,253,0,9,0,0,0,38,36,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-01-27,SKU0017,DC_CT,233,0,8,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-01-27,SKU0017,WH_SOUTH,530,0,16,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-01-27,SKU0021,DC_HCMC,228,0,9,0,0,0,0,131,Legging,Fleece,Olive,extended,19.03,24
2025-01-27,SKU0024,WH_SOUTH,491,0,14,0,0,0,102,95,Tee,Fleece,Black,core,6.06,36
2025-01-27,SKU0025,DC_HCMC,255,0,5,0,0,0,93,206,Short,Poly_Spandex,Navy,core,25.18,36
2025-01-27,SKU0026,DC_CT,132,0,4,0,0,0,0,113,Jacket,Poly_Spandex,Red,core,26.19,24
2025-01-27,SKU0026,DC_DN,286,0,19,0,0,0,0,113,Jacket,Poly_Spandex,Red,core,26.19,24
2025-01-27,SKU0029,WH_NORTH,255,0,7,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-02-03,SKU0002,DC_CT,56,0,3,0,0,0,214,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-02-03,SKU0002,WH_NORTH,307,0,9,0,0,0,214,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-02-03,SKU0004,WH_SOUTH,0,39,0,0,0,0,159,316,Tee,Ripstop,White,extended,14.15,36
2025-02-03,SKU0005,WH_NORTH,0,220,0,0,0,0,264,65,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-02-03,SKU0006,DC_CT,195,0,6,0,0,0,57,50,Jacket,French_Terry,White,core,25.25,36
2025-02-03,SKU0007,WH_SOUTH,0,265,0,0,0,0,44,57,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-03,SKU0009,DC_HCMC,219,0,9,0,0,0,0,170,Polo,Fleece,Sand,extended,14.71,24
2025-02-03,SKU0009,WH_SOUTH,0,185,0,0,0,0,0,170,Polo,Fleece,Sand,extended,14.71,24
2025-02-03,SKU0013,DC_HCMC,103,0,6,0,0,0,182,669,Polo,Cotton_Jersey,White,core,17.4,24
2025-02-03,SKU0013,WH_NORTH,1611,0,64,0,0,0,182,669,Polo,Cotton_Jersey,White,core,17.4,24
2025-02-03,SKU0015,WH_SOUTH,291,0,19,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-02-03,SKU0020,DC_HCMC,323,0,16,118,0,13.13,206,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-03,SKU0020,DC_HN,95,0,1,70,0,9.67,206,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-03,SKU0020,WH_NORTH,0,8,0,0,0,0,206,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-03,SKU0021,WH_NORTH,482,0,23,0,0,0,0,0,Legging,Fleece,Olive,extended,19.03,24
2025-02-03,SKU0021,WH_SOUTH,697,0,36,0,0,0,0,0,Legging,Fleece,Olive,extended,19.03,24
2025-02-03,SKU0022,DC_HN,103,0,4,0,0,0,0,128,Dress,Ripstop,Grey,core,22.11,24
2025-02-03,SKU0026,DC_CT,107,0,1,0,0,0,0,305,Jacket,Poly_Spandex,Red,core,26.19,24
2025-02-03,SKU0026,DC_HN,218,0,8,0,0,0,0,305,Jacket,Poly_Spandex,Red,core,26.19,24
2025-02-03,SKU0026,WH_NORTH,584,0,24,0,0,0,0,305,Jacket,Poly_Spandex,Red,core,26.19,24
2025-02-03,SKU0029,DC_DN,60,0,2,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-02-10,SKU0004,DC_HN,198,0,10,122,0,15.05,255,72,Tee,Ripstop,White,extended,14.15,36
2025-02-10,SKU0004,WH_SOUTH,0,190,0,0,0,0,255,72,Tee,Ripstop,White,extended,14.15,36
2025-02-10,SKU0006,DC_HCMC,146,0,10,0,0,0,54,0,Jacket,French_Terry,White,core,25.25,36
2025-02-10,SKU0007,DC_CT,43,0,0,0,0,0,0,94,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-10,SKU0007,DC_DN,176,0,5,0,0,0,0,94,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-10,SKU0007,WH_SOUTH,0,265,0,0,0,0,0,94,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-10,SKU0009,WH_SOUTH,0,370,0,0,0,0,0,861,Polo,Fleece,Sand,extended,14.71,24
2025-02-10,SKU0014,DC_HCMC,166,0,7,0,0,0,0,42,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-02-10,SKU0017,DC_DN,144,0,7,0,0,0,0,81,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-10,SKU0017,WH_SOUTH,741,0,29,0,0,0,0,81,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-10,SKU0018,WH_SOUTH,0,86,0,0,0,0,80,121,Tee,Poly_Spandex,Black,extended,7.01,24
2025-02-10,SKU0020,WH_NORTH,0,166,0,0,0,0,81,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-10,SKU0024,DC_DN,72,0,3,68,0,14.49,84,0,Tee,Fleece,Black,core,6.06,36
2025-02-10,SKU0026,DC_HN,176,0,7,0,0,0,107,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-02-10,SKU0026,WH_SOUTH,771,0,38,0,0,0,107,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-02-10,SKU0029,DC_HN,160,0,4,0,0,0,0,136,Tee,French_Terry,Olive,core,6,24
2025-02-17,SKU0002,DC_DN,50,0,2,0,0,0,0,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-02-17,SKU0002,WH_NORTH,133,0,5,0,0,0,0,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-02-17,SKU0005,DC_HN,191,0,9,0,0,0,0,321,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-02-17,SKU0006,DC_CT,124,0,3,0,0,0,48,0,Jacket,French_Terry,White,core,25.25,36
2025-02-17,SKU0007,WH_SOUTH,0,530,0,0,0,0,52,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-17,SKU0009,DC_CT,212,0,7,0,0,0,239,245,Polo,Fleece,Sand,extended,14.71,24
2025-02-17,SKU0009,DC_DN,90,0,3,0,0,0,239,245,Polo,Fleece,Sand,extended,14.71,24
2025-02-17,SKU0009,DC_HN,83,0,2,204,0,23.44,239,245,Polo,Fleece,Sand,extended,14.71,24
2025-02-17,SKU0009,WH_NORTH,1850,0,60,0,0,0,239,245,Polo,Fleece,Sand,extended,14.71,24
2025-02-17,SKU0013,DC_DN,432,0,17,0,0,0,406,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-02-17,SKU0015,DC_HN,136,0,1,248,0,35.05,278,0,Polo,French_Terry,White,core,20.18,24
2025-02-17,SKU0015,WH_SOUTH,291,0,12,0,0,0,278,0,Polo,French_Terry,White,core,20.18,24
2025-02-17,SKU0017,WH_NORTH,0,21,0,0,0,0,258,122,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-17,SKU0017,WH_SOUTH,863,0,43,0,0,0,258,122,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-17,SKU0018,WH_SOUTH,0,162,0,0,0,0,116,354,Tee,Poly_Spandex,Black,extended,7.01,24
2025-02-17,SKU0020,WH_NORTH,0,83,0,0,0,0,36,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-17,SKU0020,WH_SOUTH,441,0,21,0,0,0,36,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-17,SKU0029,DC_HCMC,92,0,2,122,122,13.71,122,0,Tee,French_Terry,Olive,core,6,24
2025-02-24,SKU0004,WH_SOUTH,0,834,0,0,0,0,46,0,Tee,Ripstop,White,extended,14.15,36
2025-02-24,SKU0005,WH_NORTH,0,167,0,0,0,0,93,38,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-02-24,SKU0007,DC_HN,126,0,6,0,0,0,84,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-24,SKU0007,WH_SOUTH,0,346,0,0,0,0,84,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-02-24,SKU0015,DC_HN,310,0,15,0,0,0,149,117,Polo,French_Terry,White,core,20.18,24
2025-02-24,SKU0015,WH_SOUTH,145,0,7,0,0,0,149,117,Polo,French_Terry,White,core,20.18,24
2025-02-24,SKU0017,DC_HCMC,297,0,7,0,0,0,58,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-24,SKU0017,WH_NORTH,0,21,0,0,0,0,58,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-24,SKU0017,WH_SOUTH,731,0,19,0,0,0,58,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-02-24,SKU0018,DC_CT,153,0,2,207,0,30.96,244,49,Tee,Poly_Spandex,Black,extended,7.01,24
2025-02-24,SKU0018,WH_SOUTH,0,670,0,0,0,0,244,49,Tee,Poly_Spandex,Black,extended,7.01,24
2025-02-24,SKU0020,WH_NORTH,0,83,0,0,0,0,0,352,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-02-24,SKU0024,DC_DN,94,0,7,0,0,0,168,0,Tee,Fleece,Black,core,6.06,36
2025-02-24,SKU0029,DC_CT,78,0,9,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-02-24,SKU0029,WH_NORTH,391,0,21,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-03-03,SKU0004,WH_SOUTH,0,834,0,0,0,0,0,0,Tee,Ripstop,White,extended,14.15,36
2025-03-03,SKU0006,DC_DN,82,0,4,0,0,0,0,186,Jacket,French_Terry,White,core,25.25,36
2025-03-03,SKU0006,DC_HCMC,187,0,6,0,0,0,0,186,Jacket,French_Terry,White,core,25.25,36
2025-03-03,SKU0007,WH_SOUTH,0,346,0,0,0,0,0,211,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-03-03,SKU0009,WH_NORTH,1594,0,71,0,0,0,557,183,Polo,Fleece,Sand,extended,14.71,24
2025-03-03,SKU0009,WH_SOUTH,0,555,0,0,0,0,557,183,Polo,Fleece,Sand,extended,14.71,24
2025-03-03,SKU0013,DC_DN,366,0,12,0,0,0,210,220,Polo,Cotton_Jersey,White,core,17.4,24
2025-03-03,SKU0014,WH_NORTH,844,0,44,0,0,0,121,33,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-03-03,SKU0017,WH_NORTH,0,21,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-03-03,SKU0018,DC_HN,118,0,4,0,0,0,45,64,Tee,Poly_Spandex,Black,extended,7.01,24
2025-03-03,SKU0018,WH_SOUTH,0,369,0,0,0,0,45,64,Tee,Poly_Spandex,Black,extended,7.01,24
2025-03-03,SKU0021,DC_HN,25,0,0,0,0,0,54,312,Legging,Fleece,Olive,extended,19.03,24
2025-03-03,SKU0024,WH_SOUTH,249,0,5,0,0,0,0,134,Tee,Fleece,Black,core,6.06,36
2025-03-03,SKU0025,WH_NORTH,1418,0,62,0,0,0,0,131,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-03,SKU0025,WH_SOUTH,0,274,0,0,0,0,0,131,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-03,SKU0026,DC_HCMC,162,0,2,0,0,0,53,103,Jacket,Poly_Spandex,Red,core,26.19,24
2025-03-03,SKU0026,WH_NORTH,443,0,13,0,0,0,53,103,Jacket,Poly_Spandex,Red,core,26.19,24
2025-03-10,SKU0004,DC_CT,294,0,12,89,0,12.45,94,0,Tee,Ripstop,White,extended,14.15,36
2025-03-10,SKU0004,WH_NORTH,1195,0,47,0,0,0,94,0,Tee,Ripstop,White,extended,14.15,36
2025-03-10,SKU0006,WH_NORTH,0,158,0,0,0,0,173,0,Jacket,French_Terry,White,core,25.25,36
2025-03-10,SKU0009,WH_SOUTH,0,185,0,0,0,0,121,166,Polo,Fleece,Sand,extended,14.71,24
2025-03-10,SKU0017,WH_NORTH,0,42,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-03-10,SKU0018,DC_HN,96,0,1,0,0,0,0,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-03-10,SKU0020,WH_NORTH,0,83,0,0,0,0,157,69,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-03-10,SKU0022,DC_HN,122,0,7,0,0,0,68,28,Dress,Ripstop,Grey,core,22.11,24
2025-03-10,SKU0025,WH_NORTH,1625,0,66,0,0,0,118,207,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-17,SKU0002,DC_CT,0,12,0,0,0,0,0,239,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-03-17,SKU0002,DC_HN,81,0,4,0,0,0,0,239,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-03-17,SKU0004,WH_NORTH,1486,0,61,0,0,0,0,291,Tee,Ripstop,White,extended,14.15,36
2025-03-17,SKU0005,DC_DN,106,0,3,0,0,0,36,202,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-03-17,SKU0005,WH_SOUTH,1283,0,43,0,0,0,36,202,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-03-17,SKU0006,WH_NORTH,0,79,0,0,0,0,0,58,Jacket,French_Terry,White,core,25.25,36
2025-03-17,SKU0006,WH_SOUTH,1013,0,33,0,0,0,0,58,Jacket,French_Terry,White,core,25.25,36
2025-03-17,SKU0007,WH_SOUTH,0,400,0,0,0,0,58,97,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-03-17,SKU0009,WH_NORTH,1432,0,61,0,0,0,91,319,Polo,Fleece,Sand,extended,14.71,24
2025-03-17,SKU0009,WH_SOUTH,0,370,0,0,0,0,91,319,Polo,Fleece,Sand,extended,14.71,24
2025-03-17,SKU0013,DC_HCMC,226,0,6,121,0,13.81,346,330,Polo,Cotton_Jersey,White,core,17.4,24
2025-03-17,SKU0013,DC_HN,448,0,18,200,0,23.86,346,330,Polo,Cotton_Jersey,White,core,17.4,24
2025-03-17,SKU0013,WH_SOUTH,0,242,0,0,0,0,346,330,Polo,Cotton_Jersey,White,core,17.4,24
2025-03-17,SKU0017,WH_NORTH,0,21,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-03-17,SKU0018,DC_HCMC,106,0,4,0,0,0,136,445,Tee,Poly_Spandex,Black,extended,7.01,24
2025-03-17,SKU0020,WH_NORTH,0,244,0,0,0,0,91,193,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-03-17,SKU0024,DC_CT,0,12,0,0,0,0,145,0,Tee,Fleece,Black,core,6.06,36
2025-03-17,SKU0024,DC_HN,148,0,8,0,0,0,145,0,Tee,Fleece,Black,core,6.06,36
2025-03-17,SKU0025,DC_CT,382,0,17,0,0,0,189,0,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-17,SKU0026,DC_CT,24,0,2,89,0,12.97,264,113,Jacket,Poly_Spandex,Red,core,26.19,24
2025-03-17,SKU0029,DC_CT,38,0,4,0,0,0,0,331,Tee,French_Terry,Olive,core,6,24
2025-03-17,SKU0029,WH_SOUTH,37,0,3,0,0,0,0,331,Tee,French_Terry,Olive,core,6,24
2025-03-24,SKU0002,DC_CT,0,19,0,0,0,0,0,508,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-03-24,SKU0002,DC_HN,62,0,3,0,0,0,0,508,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-03-24,SKU0004,DC_DN,8,0,0,0,0,0,168,109,Tee,Ripstop,White,extended,14.15,36
2025-03-24,SKU0004,DC_HCMC,97,0,4,0,0,0,168,109,Tee,Ripstop,White,extended,14.15,36
2025-03-24,SKU0004,WH_SOUTH,0,506,0,0,0,0,168,109,Tee,Ripstop,White,extended,14.15,36
2025-03-24,SKU0005,WH_SOUTH,1283,0,60,0,0,0,0,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-03-24,SKU0007,WH_SOUTH,0,483,0,0,0,0,173,172,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-03-24,SKU0015,WH_SOUTH,0,282,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-03-24,SKU0017,DC_HN,81,0,7,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-03-24,SKU0020,WH_SOUTH,925,0,29,0,0,0,143,29,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-03-24,SKU0022,WH_SOUTH,51,0,1,0,0,0,21,134,Dress,Ripstop,Grey,core,22.11,24
2025-03-24,SKU0024,DC_CT,0,26,0,0,0,0,125,0,Tee,Fleece,Black,core,6.06,36
2025-03-24,SKU0025,DC_CT,313,0,9,0,0,0,0,284,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-24,SKU0025,DC_DN,41,0,3,0,0,0,0,284,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-24,SKU0025,WH_SOUTH,0,772,0,0,0,0,0,284,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-24,SKU0026,DC_HN,101,0,1,0,0,0,0,51,Jacket,Poly_Spandex,Red,core,26.19,24
2025-03-24,SKU0029,WH_SOUTH,0,137,0,0,0,0,504,0,Tee,French_Terry,Olive,core,6,24
2025-03-31,SKU0002,DC_CT,0,22,0,350,350,54.85,695,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-03-31,SKU0004,WH_NORTH,1658,0,72,0,0,0,0,204,Tee,Ripstop,White,extended,14.15,36
2025-03-31,SKU0004,WH_SOUTH,0,506,0,0,0,0,0,204,Tee,Ripstop,White,extended,14.15,36
2025-03-31,SKU0005,DC_CT,7,0,0,69,69,9.44,185,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-03-31,SKU0005,WH_NORTH,0,167,0,0,0,0,185,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-03-31,SKU0006,DC_HCMC,85,0,0,0,0,0,53,141,Jacket,French_Terry,White,core,25.25,36
2025-03-31,SKU0006,WH_NORTH,0,123,0,0,0,0,53,141,Jacket,French_Terry,White,core,25.25,36
2025-03-31,SKU0013,DC_CT,29,0,0,0,0,0,408,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-03-31,SKU0014,DC_HN,34,0,1,0,0,0,0,174,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-03-31,SKU0015,WH_SOUTH,0,846,0,0,0,0,0,144,Polo,French_Terry,White,core,20.18,24
2025-03-31,SKU0017,DC_DN,39,0,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-03-31,SKU0018,WH_SOUTH,0,587,0,0,0,0,603,519,Tee,Poly_Spandex,Black,extended,7.01,24
2025-03-31,SKU0020,WH_NORTH,0,209,0,0,0,0,97,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-03-31,SKU0021,WH_NORTH,52,98,1,0,0,0,110,146,Legging,Fleece,Olive,extended,19.03,24
2025-03-31,SKU0024,DC_CT,0,62,0,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-03-31,SKU0025,WH_SOUTH,0,386,0,0,0,0,0,0,Short,Poly_Spandex,Navy,core,25.18,36
2025-03-31,SKU0026,DC_HN,79,0,7,0,0,0,100,133,Jacket,Poly_Spandex,Red,core,26.19,24
2025-04-07,SKU0002,WH_SOUTH,0,351,0,0,0,0,0,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-04-07,SKU0004,DC_CT,174,0,10,0,0,0,0,223,Tee,Ripstop,White,extended,14.15,36
2025-04-07,SKU0004,DC_DN,0,12,0,0,0,0,0,223,Tee,Ripstop,White,extended,14.15,36
2025-04-07,SKU0004,WH_SOUTH,0,506,0,0,0,0,0,223,Tee,Ripstop,White,extended,14.15,36
2025-04-07,SKU0005,DC_CT,65,0,0,0,0,0,0,57,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-04-07,SKU0005,WH_SOUTH,1271,0,42,0,0,0,0,57,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-04-07,SKU0006,WH_NORTH,0,123,0,0,0,0,0,50,Jacket,French_Terry,White,core,25.25,36
2025-04-07,SKU0007,WH_SOUTH,0,519,0,0,0,0,163,55,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-04-07,SKU0013,WH_SOUTH,0,152,0,0,0,0,0,160,Polo,Cotton_Jersey,White,core,17.4,24
2025-04-07,SKU0014,DC_HCMC,55,0,2,0,0,0,68,248,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-04-07,SKU0014,WH_SOUTH,0,2,0,0,0,0,68,248,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-04-07,SKU0015,DC_CT,82,0,3,134,0,20.5,137,0,Polo,French_Terry,White,core,20.18,24
2025-04-07,SKU0015,WH_NORTH,1640,0,61,0,0,0,137,0,Polo,French_Terry,White,core,20.18,24
2025-04-07,SKU0018,WH_SOUTH,0,587,0,0,0,0,52,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-04-07,SKU0024,DC_CT,0,39,0,0,0,0,0,169,Tee,Fleece,Black,core,6.06,36
2025-04-07,SKU0025,WH_SOUTH,0,386,0,0,0,0,262,434,Short,Poly_Spandex,Navy,core,25.18,36
2025-04-07,SKU0026,DC_DN,37,0,1,113,0,25.39,290,207,Jacket,Poly_Spandex,Red,core,26.19,24
2025-04-07,SKU0029,DC_HN,28,0,2,0,0,0,0,257,Tee,French_Terry,Olive,core,6,24
2025-04-07,SKU0029,WH_SOUTH,0,137,0,0,0,0,0,257,Tee,French_Terry,Olive,core,6,24
2025-04-14,SKU0002,DC_HN,88,0,5,0,0,0,0,215,Tee,Nylon_Taffeta,Red,extended,11.75,24
