week,production_line_id,machine_hours,daily_capacity_machine_hours,daily_capacity_labor_hours,weekly_capacity_machine_hours,weekly_capacity_labor_hours,utilization_machine,scenario
2025-03-10/2025-03-16,F1-L3,309.72,8.5,12.5,51.0,75.0,6.0729411764705885,before
2025-03-10/2025-03-16,F2-L1,265.0,20.4,30.0,122.39999999999999,180.0,2.1650326797385624,after
2025-03-10/2025-03-16,F2-L1,149.75,20.4,30.0,122.39999999999999,180.0,1.2234477124183007,before
2025-03-10/2025-03-16,F2-L2,292.33,13.6,20.0,81.6,120.0,3.5824754901960785,after
2025-03-10/2025-03-16,F2-L2,22.779999999999998,13.6,20.0,81.6,120.0,0.2791666666666667,before
2025-03-10/2025-03-16,F2-L3,372.88,8.5,12.5,51.0,75.0,7.311372549019608,after
2025-03-10/2025-03-16,F2-L3,119.11000000000001,8.5,12.5,51.0,75.0,2.335490196078432,before
2025-03-17/2025-03-23,F1-L1,388.57,13.6,20.0,81.6,120.0,4.761887254901961,after
2025-03-17/2025-03-23,F1-L1,168.68,13.6,20.0,81.6,120.0,2.0671568627450982,before
2025-03-17/2025-03-23,F1-L2,418.62,20.4,30.0,122.39999999999999,180.0,3.4200980392156866,after
2025-03-17/2025-03-23,F1-L2,467.73,20.4,30.0,122.39999999999999,180.0,3.821323529411765,before
2025-03-17/2025-03-23,F1-L3,188.87,8.5,12.5,51.0,75.0,3.7033333333333336,after
2025-03-17/2025-03-23,F1-L3,506.66999999999996,8.5,12.5,51.0,75.0,9.93470588235294,before
2025-03-17/2025-03-23,F2-L1,210.34,20.4,30.0,122.39999999999999,180.0,1.7184640522875818,after
2025-03-17/2025-03-23,F2-L1,375.33,20.4,30.0,122.39999999999999,180.0,3.066421568627451,before
2025-03-17/2025-03-23,F2-L2,291.21,13.6,20.0,81.6,120.0,3.56875,after
2025-03-17/2025-03-23,F2-L2,135.56,13.6,20.0,81.6,120.0,1.6612745098039217,before
2025-03-17/2025-03-23,F2-L3,94.81,8.5,12.5,51.0,75.0,1.8590196078431374,after
2025-03-17/2025-03-23,F2-L3,515.39,8.5,12.5,51.0,75.0,10.105686274509804,before
2025-03-24/2025-03-30,F1-L1,291.83,13.6,20.0,81.6,120.0,3.576348039215686,after
2025-03-24/2025-03-30,F1-L1,358.81,13.6,20.0,81.6,120.0,4.39718137254902,before
2025-03-24/2025-03-30,F1-L2,278.19,20.4,30.0,122.39999999999999,180.0,2.272794117647059,after
2025-03-24/2025-03-30,F1-L2,339.56,20.4,30.0,122.39999999999999,180.0,2.774183006535948,before
2025-03-24/2025-03-30,F1-L3,140.89,8.5,12.5,51.0,75.0,2.762549019607843,after
2025-03-24/2025-03-30,F1-L3,161.94,8.5,12.5,51.0,75.0,3.175294117647059,before
2025-03-24/2025-03-30,F2-L1,41.63,20.4,30.0,122.39999999999999,180.0,0.3401143790849674,after
2025-03-24/2025-03-30,F2-L1,131.42,20.4,30.0,122.39999999999999,180.0,1.0736928104575163,before
2025-03-24/2025-03-30,F2-L2,114.99000000000001,13.6,20.0,81.6,120.0,1.4091911764705884,after
2025-03-24/2025-03-30,F2-L2,47.31,13.6,20.0,81.6,120.0,0.5797794117647059,before
2025-03-24/2025-03-30,F2-L3,68.83,8.5,12.5,51.0,75.0,1.349607843137255,after
2025-03-24/2025-03-30,F2-L3,77.56,8.5,12.5,51.0,75.0,1.5207843137254902,before
2025-03-31/2025-04-06,F1-L1,214.13,13.6,20.0,81.6,120.0,2.6241421568627454,after
2025-03-31/2025-04-06,F1-L1,566.29,13.6,20.0,81.6,120.0,6.939828431372549,before
2025-03-31/2025-04-06,F1-L2,448.19,20.4,30.0,122.39999999999999,180.0,3.661683006535948,after
2025-03-31/2025-04-06,F1-L2,332.51,20.4,30.0,122.39999999999999,180.0,2.7165849673202613,before
2025-03-31/2025-04-06,F1-L3,176.26000000000002,8.5,12.5,51.0,75.0,3.4560784313725494,after
2025-03-31/2025-04-06,F1-L3,302.53,8.5,12.5,51.0,75.0,5.931960784313725,before
2025-03-31/2025-04-06,F2-L1,25.56,20.4,30.0,122.39999999999999,180.0,0.2088235294117647,after
2025-03-31/2025-04-06,F2-L1,173.89,20.4,30.0,122.39999999999999,180.0,1.420669934640523,before
2025-03-31/2025-04-06,F2-L2,149.75,13.6,20.0,81.6,120.0,1.835171568627451,after
2025-03-31/2025-04-06,F2-L2,250.07,13.6,20.0,81.6,120.0,3.0645833333333337,before
2025-03-31/2025-04-06,F2-L3,177.92999999999998,8.5,12.5,51.0,75.0,3.488823529411764,after
2025-03-31/2025-04-06,F2-L3,231.57,8.5,12.5,51.0,75.0,4.540588235294117,before
2025-04-07/2025-04-13,F1-L1,148.21,13.6,20.0,81.6,120.0,1.8162990196078435,after
2025-04-07/2025-04-13,F1-L1,381.93,13.6,20.0,81.6,120.0,4.680514705882353,before
2025-04-07/2025-04-13,F1-L2,259.6,20.4,30.0,122.39999999999999,180.0,2.120915032679739,after
2025-04-07/2025-04-13,F1-L2,400.65000000000003,20.4,30.0,122.39999999999999,180.0,3.273284313725491,before
2025-04-07/2025-04-13,F1-L3,220.37,8.5,12.5,51.0,75.0,4.320980392156863,after
2025-04-07/2025-04-13,F1-L3,332.48999999999995,8.5,12.5,51.0,75.0,6.519411764705882,before
2025-04-07/2025-04-13,F2-L1,186.43,20.4,30.0,122.39999999999999,180.0,1.5231209150326799,after
2025-04-07/2025-04-13,F2-L1,102.56,20.4,30.0,122.39999999999999,180.0,0.8379084967320263,before
2025-04-07/2025-04-13,F2-L2,263.01,13.6,20.0,81.6,120.0,3.2231617647058823,after
2025-04-07/2025-04-13,F2-L2,323.69,13.6,20.0,81.6,120.0,3.966789215686275,before
2025-04-07/2025-04-13,F2-L3,414.82,8.5,12.5,51.0,75.0,8.133725490196078,after
2025-04-07/2025-04-13,F2-L3,417.01,8.5,12.5,51.0,75.0,8.176666666666666,before
2025-04-14/2025-04-20,F1-L1,162.07,13.6,20.0,81.6,120.0,1.9861519607843139,after
2025-04-14/2025-04-20,F1-L1,424.77,13.6,20.0,81.6,120.0,5.205514705882353,before
2025-04-14/2025-04-20,F1-L2,351.8,20.4,30.0,122.39999999999999,180.0,2.874183006535948,after
2025-04-14/2025-04-20,F1-L2,315.08000000000004,20.4,30.0,122.39999999999999,180.0,2.5741830065359483,before
2025-04-14/2025-04-20,F1-L3,151.69,8.5,12.5,51.0,75.0,2.974313725490196,after
2025-04-14/2025-04-20,F1-L3,222.25,8.5,12.5,51.0,75.0,4.357843137254902,before
2025-04-14/2025-04-20,F2-L1,157.41,20.4,30.0,122.39999999999999,180.0,1.286029411764706,after
2025-04-14/2025-04-20,F2-L1,132.54000000000002,20.4,30.0,122.39999999999999,180.0,1.082843137254902,before
2025-04-14/2025-04-20,F2-L2,215.24,13.6,20.0,81.6,120.0,2.637745098039216,after
2025-04-14/2025-04-20,F2-L2,184.92,13.6,20.0,81.6,120.0,2.2661764705882352,before
2025-04-14/2025-04-20,F2-L3,123.24000000000001,8.5,12.5,51.0,75.0,2.416470588235294,after
2025-04-14/2025-04-20,F2-L3,468.56,8.5,12.5,51.0,75.0,9.187450980392157,before
2025-04-21/2025-04-27,F1-L1,131.97,13.6,20.0,81.6,120.0,1.617279411764706,after
2025-04-21/2025-04-27,F1-L1,397.06,13.6,20.0,81.6,120.0,4.86593137254902,before
2025-04-21/2025-04-27,F1-L2,201.73,20.4,30.0,122.39999999999999,180.0,1.6481209150326799,after
2025-04-21/2025-04-27,F1-L2,518.05,20.4,30.0,122.39999999999999,180.0,4.232434640522876,before
2025-04-21/2025-04-27,F1-L3,168.92000000000002,8.5,12.5,51.0,75.0,3.3121568627450984,after
2025-04-21/2025-04-27,F1-L3,138.59,8.5,12.5,51.0,75.0,2.7174509803921567,before
2025-04-21/2025-04-27,F2-L1,211.24,20.4,30.0,122.39999999999999,180.0,1.7258169934640524,after
2025-04-21/2025-04-27,F2-L1,167.92,20.4,30.0,122.39999999999999,180.0,1.3718954248366013,before
2025-04-21/2025-04-27,F2-L2,92.67,13.6,20.0,81.6,120.0,1.1356617647058824,after
2025-04-21/2025-04-27,F2-L2,243.89999999999998,13.6,20.0,81.6,120.0,2.988970588235294,before
2025-04-21/2025-04-27,F2-L3,336.9,8.5,12.5,51.0,75.0,6.605882352941176,after
2025-04-21/2025-04-27,F2-L3,377.87,8.5,12.5,51.0,75.0,7.40921568627451,before
2025-04-28/2025-05-04,F1-L1,274.43,13.6,20.0,81.6,120.0,3.3631127450980394,after
2025-04-28/2025-05-04,F1-L1,242.66,13.6,20.0,81.6,120.0,2.973774509803922,before
2025-04-28/2025-05-04,F1-L2,438.12,20.4,30.0,122.39999999999999,180.0,3.5794117647058825,after
2025-04-28/2025-05-04,F1-L2,642.77,20.4,30.0,122.39999999999999,180.0,5.251388888888889,before
2025-04-28/2025-05-04,F1-L3,283.71000000000004,8.5,12.5,51.0,75.0,5.562941176470589,after
2025-04-28/2025-05-04,F1-L3,536.34,8.5,12.5,51.0,75.0,10.516470588235295,before
2025-04-28/2025-05-04,F2-L1,92.17,20.4,30.0,122.39999999999999,180.0,0.7530228758169936,after
2025-04-28/2025-05-04,F2-L1,36.32,20.4,30.0,122.39999999999999,180.0,0.29673202614379085,before
2025-04-28/2025-05-04,F2-L2,93.29,13.6,20.0,81.6,120.0,1.1432598039215687,after
2025-04-28/2025-05-04,F2-L2,186.41,13.6,20.0,81.6,120.0,2.284436274509804,before
2025-04-28/2025-05-04,F2-L3,189.32999999999998,8.5,12.5,51.0,75.0,3.71235294117647,after
2025-04-28/2025-05-04,F2-L3,269.26,8.5,12.5,51.0,75.0,5.279607843137255,before
2025-05-05/2025-05-11,F1-L1,164.56,13.6,20.0,81.6,120.0,2.016666666666667,after
2025-05-05/2025-05-11,F1-L1,270.41,13.6,20.0,81.6,120.0,3.313848039215687,before
2025-05-05/2025-05-11,F1-L2,261.44,20.4,30.0,122.39999999999999,180.0,2.1359477124183006,after
2025-05-05/2025-05-11,F1-L2,586.4,20.4,30.0,122.39999999999999,180.0,4.790849673202614,before
2025-05-05/2025-05-11,F1-L3,81.93,8.5,12.5,51.0,75.0,1.6064705882352943,after
2025-05-05/2025-05-11,F1-L3,212.45999999999998,8.5,12.5,51.0,75.0,4.165882352941176,before
2025-05-05/2025-05-11,F2-L1,127.7,20.4,30.0,122.39999999999999,180.0,1.0433006535947713,after
2025-05-05/2025-05-11,F2-L1,203.24,20.4,30.0,122.39999999999999,180.0,1.6604575163398694,before
2025-05-05/2025-05-11,F2-L2,104.15,13.6,20.0,81.6,120.0,1.2763480392156865,after
2025-05-05/2025-05-11,F2-L2,229.84,13.6,20.0,81.6,120.0,2.816666666666667,before
2025-05-05/2025-05-11,F2-L3,356.39,8.5,12.5,51.0,75.0,6.988039215686274,after
2025-05-05/2025-05-11,F2-L3,259.04,8.5,12.5,51.0,75.0,5.079215686274511,before
2025-05-12/2025-05-18,F1-L1,167.95,13.6,20.0,81.6,120.0,2.0582107843137254,after
2025-05-12/2025-05-18,F1-L1,230.70999999999998,13.6,20.0,81.6,120.0,2.827328431372549,before
2025-05-12/2025-05-18,F1-L2,147.32999999999998,20.4,30.0,122.39999999999999,180.0,1.2036764705882352,after
2025-05-12/2025-05-18,F1-L2,280.08,20.4,30.0,122.39999999999999,180.0,2.288235294117647,before
2025-05-12/2025-05-18,F1-L3,282.26,8.5,12.5,51.0,75.0,5.534509803921568,after
2025-05-12/2025-05-18,F1-L3,248.78,8.5,12.5,51.0,75.0,4.878039215686274,before
2025-05-12/2025-05-18,F2-L1,41.19,20.4,30.0,122.39999999999999,180.0,0.3365196078431373,after
2025-05-12/2025-05-18,F2-L1,243.84,20.4,30.0,122.39999999999999,180.0,1.9921568627450983,before
2025-05-12/2025-05-18,F2-L2,71.32,13.6,20.0,81.6,120.0,0.8740196078431373,after
2025-05-12/2025-05-18,F2-L2,194.3,13.6,20.0,81.6,120.0,2.3811274509803924,before
2025-05-12/2025-05-18,F2-L3,347.26,8.5,12.5,51.0,75.0,6.809019607843137,after
2025-05-12/2025-05-18,F2-L3,274.42,8.5,12.5,51.0,75.0,5.38078431372549,before
2025-05-19/2025-05-25,F1-L1,317.73,13.6,20.0,81.6,120.0,3.8937500000000007,after
2025-05-19/2025-05-25,F1-L1,188.43,13.6,20.0,81.6,120.0,2.3091911764705886,before
2025-05-19/2025-05-25,F1-L2,374.24,20.4,30.0,122.39999999999999,180.0,3.0575163398692813,after
2025-05-19/2025-05-25,F1-L2,88.36,20.4,30.0,122.39999999999999,180.0,0.7218954248366014,before
2025-05-19/2025-05-25,F1-L3,133.8,8.5,12.5,51.0,75.0,2.623529411764706,after
2025-05-19/2025-05-25,F1-L3,235.73999999999998,8.5,12.5,51.0,75.0,4.62235294117647,before
2025-05-19/2025-05-25,F2-L1,207.85,20.4,30.0,122.39999999999999,180.0,1.6981209150326797,after
2025-05-19/2025-05-25,F2-L1,123.12,20.4,30.0,122.39999999999999,180.0,1.0058823529411767,before
2025-05-19/2025-05-25,F2-L2,122.67,13.6,20.0,81.6,120.0,1.5033088235294119,after
2025-05-19/2025-05-25,F2-L2,148.32,13.6,20.0,81.6,120.0,1.8176470588235294,before
2025-05-19/2025-05-25,F2-L3,238.94,8.5,12.5,51.0,75.0,4.685098039215686,after
2025-05-19/2025-05-25,F2-L3,453.21,8.5,12.5,51.0,75.0,8.886470588235294,before
2025-05-26/2025-06-01,F1-L1,82.13,13.6,20.0,81.6,120.0,1.0064950980392158,after
2025-05-26/2025-06-01,F1-L1,259.98,13.6,20.0,81.6,120.0,3.1860294117647063,before
2025-05-26/2025-06-01,F1-L2,74.1,20.4,30.0,122.39999999999999,180.0,0.6053921568627451,after
2025-05-26/2025-06-01,F1-L2,575.4,20.4,30.0,122.39999999999999,180.0,4.700980392156863,before
2025-05-26/2025-06-01,F1-L3,233.68,8.5,12.5,51.0,75.0,4.5819607843137256,after
2025-05-26/2025-06-01,F1-L3,385.87,8.5,12.5,51.0,75.0,7.566078431372549,before
2025-05-26/2025-06-01,F2-L1,350.46,20.4,30.0,122.39999999999999,180.0,2.863235294117647,after
2025-05-26/2025-06-01,F2-L1,137.85999999999999,20.4,30.0,122.39999999999999,180.0,1.1263071895424837,before
2025-05-26/2025-06-01,F2-L2,191.74,13.6,20.0,81.6,120.0,2.3497549019607846,after
2025-05-26/2025-06-01,F2-L2,96.62,13.6,20.0,81.6,120.0,1.1840686274509806,before
2025-05-26/2025-06-01,F2-L3,238.07999999999998,8.5,12.5,51.0,75.0,4.668235294117647,after
2025-05-26/2025-06-01,F2-L3,196.65,8.5,12.5,51.0,75.0,3.8558823529411765,before
